!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 16:04:38
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",33,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
2e+009,-11.5868,-150.019,-23.6032,-78.1505,5.7542,-59.0479,29.3574,19.1026,0.00638655,0.0294167,0,0
2e+009,-11.5859,-149.978,-22.6235,113.688,6.73644,132.806,29.36,19.1182,0.00898969,0.04506,0,0
2e+009,-11.601,-149.891,-21.6344,-146.806,7.72756,-127.68,29.362,19.1263,0.0110114,0.0531486,0,0
2e+009,-11.6039,-149.821,-20.6418,-97.8289,8.72235,-78.7036,29.3642,19.1253,0.0132128,0.0521215,0,0
2e+009,-11.6226,-149.737,-19.6475,85.0478,9.71725,104.192,29.3648,19.1439,0.0137929,0.0707921,0,0
2e+009,-11.6371,-149.6,-18.652,0.285795,10.7141,19.4533,29.3662,19.1675,0.0152,0.094385,0,0
2e+009,-11.6619,-149.479,-17.655,-42.9375,11.7112,-23.7658,29.3662,19.1717,0.0152083,0.0985804,0,0
2e+009,-11.6768,-149.272,-16.657,98.4525,12.7076,117.638,29.3647,19.1853,0.013715,0.11221,0,0
2e+009,-11.698,-149.07,-15.6634,-161.832,13.6973,-142.643,29.3607,19.1887,0.00976511,0.115514,0,0
2e+009,-11.7205,-148.752,-14.6685,164.032,14.6806,-176.771,29.3491,19.1971,-0.00189915,0.123949,0,0
2e+009,-11.7237,-148.343,-13.6719,37.6678,15.6573,56.8613,29.3291,19.1935,-0.0218483,0.12037,0,0
2e+009,-11.6997,-147.762,-12.675,3.58053,16.6097,22.7771,29.2847,19.1966,-0.0662944,0.123416,0,0
2e+009,-11.5786,-146.806,-11.6806,11.17,17.5018,30.4028,29.1824,19.2328,-0.168618,0.159668,0,0
2e+009,-11.1659,-144.096,-10.678,111.013,18.2401,130.528,28.9181,19.5146,-0.432865,0.44149,0,0
2e+009,-10.2576,-136.091,-9.66723,160.376,18.6675,-179.146,28.3347,20.4783,-1.01627,1.40519,0,0
2e+009,-9.28601,-124.572,-8.66757,168.21,18.8753,-170.488,27.5429,21.3028,-1.80808,2.22962,0,0
2e+009,-8.44674,-113.389,-7.68082,175.939,19.0048,-162.614,26.6856,21.4464,-2.66533,2.37321,0,0
2e+009,-7.74097,-103.553,-6.70775,91.5077,19.0995,112.248,25.8073,20.7403,-3.54367,1.66719,0,0
2e+009,-7.13828,-94.9601,-5.73914,90.4356,19.166,109.507,24.9051,19.0712,-4.44585,-0.00196809,0,0
2e+009,-6.52644,-87.0684,-4.77926,-127.89,19.105,-111.356,23.8843,16.5343,-5.46667,-2.53882,0,0
2e+009,-5.79119,-79.437,-3.81918,64.3598,18.7063,77.4691,22.5255,13.1093,-6.82546,-5.96386,0,0
2e+009,-5.02055,-73.1133,-2.84427,-103.373,17.8333,-93.9842,20.6775,9.38855,-8.67343,-9.68458,0,0
2e+009,-4.42996,-68.8098,-1.85205,-146.158,16.5381,-139.151,18.3902,7.00697,-10.9608,-12.0662,0,0
2e+009,-4.15643,-65.5982,-0.852272,87.5878,15.2281,94.1811,16.0804,6.59332,-13.2706,-12.4798,0,0
2e+009,-4.09601,-63.2349,0.146912,-172.462,14.1374,-164.792,13.9905,7.66932,-15.3605,-11.4038,0,0
2e+009,-4.14465,-61.1881,1.16125,-72.5618,13.1764,-62.6327,12.0152,9.92907,-17.3358,-9.14407,0,0
2e+009,-4.25634,-59.1001,2.16975,119.373,12.3266,132.549,10.1568,13.1759,-19.1942,-5.89729,0,0
2.5e+009,-12.851,-170.2,-29.933,22.7908,-0.714529,12.5324,29.2185,-10.2584,0,0,0,0
2.5e+009,-12.8607,-170.031,-28.6974,121.686,0.52057,111.444,29.218,-10.2416,-0.000475551,0.0167408,0,0
2.5e+009,-12.8531,-170.205,-27.7002,-97.7805,1.52337,-108.039,29.2235,-10.2589,0.00505569,-0.000570084,0,0
2.5e+009,-12.864,-170.114,-26.7426,1.04502,2.48165,-9.20185,29.2243,-10.2469,0.00581527,0.0114791,0,0
2.5e+009,-12.8623,-170.14,-25.755,49.4406,3.47046,39.201,29.2255,-10.2397,0.00701771,0.0186998,0,0
2.5e+009,-12.8623,-170.042,-24.7897,14.403,4.43655,4.16964,29.2262,-10.2334,0.00772836,0.024962,0,0
2.5e+009,-12.8625,-170.033,-23.8023,113.481,5.42469,103.266,29.227,-10.2153,0.00848179,0.0430991,0,0
2.5e+009,-12.8747,-169.972,-22.8081,-55.251,6.41936,-65.4674,29.2275,-10.2164,0.00900002,0.0419788,0,0
2.5e+009,-12.8832,-169.937,-21.8111,43.7903,7.41966,33.6046,29.2307,-10.1857,0.0122439,0.0726637,0,0
2.5e+009,-12.8922,-169.863,-20.8133,92.3394,8.41655,82.1536,29.2298,-10.1857,0.0113367,0.072618,0,0
2.5e+009,-12.9062,-169.774,-19.8136,-85.2937,9.41714,-95.4706,29.2308,-10.1769,0.0122857,0.0814605,0,0
2.5e+009,-12.9202,-169.689,-18.8161,-170.576,10.4156,179.258,29.2316,-10.1659,0.0131483,0.0924568,0,0
2.5e+009,-12.9444,-169.56,-17.817,145.717,11.4171,135.565,29.2341,-10.1526,0.015637,0.105741,0,0
2.5e+009,-12.9652,-169.421,-16.8247,-73.4236,12.4104,-83.568,29.2351,-10.1444,0.0165984,0.113944,0,0
2.5e+009,-12.9969,-169.237,-15.829,25.7651,13.4046,15.6083,29.2335,-10.1568,0.0150452,0.101522,0,0
2.5e+009,-13.028,-168.994,-14.8364,-8.94018,14.3924,-19.1128,29.2287,-10.1726,0.0102455,0.0857563,0,0
2.5e+009,-13.0579,-168.676,-13.8412,-135.818,15.3774,-146.027,29.2186,-10.2087,0.000158419,0.0496556,0,0
2.5e+009,-13.0829,-168.179,-12.8468,-170.442,16.3522,179.305,29.199,-10.2533,-0.0195032,0.00503199,0,0
2.5e+009,-13.0677,-167.42,-11.8519,-163.369,17.3058,-173.681,29.1576,-10.312,-0.0608394,-0.0536429,0,0
2.5e+009,-12.9583,-166.126,-10.854,-64.1055,18.2021,-74.5142,29.0561,-10.4088,-0.162406,-0.150405,0,0
2.5e+009,-12.5734,-163.707,-9.86493,-15.3181,18.9472,-25.8685,28.8122,-10.5504,-0.406306,-0.291993,0,0
2.5e+009,-11.6655,-157.961,-8.86937,-8.1758,19.413,-18.7437,28.2823,-10.5679,-0.936132,-0.309515,0,0
2.5e+009,-10.4047,-147.379,-7.86767,-1.13335,19.596,-11.5871,27.4636,-10.4537,-1.75483,-0.19539,0,0
2.5e+009,-9.21882,-135.546,-6.86983,-86.1999,19.6559,-96.9758,26.5257,-10.7759,-2.69278,-0.517551,0,0
2.5e+009,-8.15252,-124.595,-5.87567,-87.893,19.6326,-99.7931,25.5083,-11.9001,-3.7102,-1.64171,0,0
2.5e+009,-7.07188,-114.447,-4.88425,53.2977,19.403,39.3676,24.2872,-13.9301,-4.93124,-3.67173,0,0
2.5e+009,-5.99728,-105.407,-3.89457,-115.092,18.8625,-132.098,22.7571,-17.0063,-6.46142,-6.7479,0,0
2.5e+009,-5.04867,-98.4224,-2.91191,76.6507,17.9049,55.7845,20.8168,-20.8662,-8.40166,-10.6078,0,0
2.5e+009,-4.4619,-94.5628,-1.92071,33.2576,16.8069,8.823,18.7276,-24.4346,-10.4909,-14.1762,0,0
2.5e+009,-4.2055,-92.6517,-0.926645,-93.5905,15.845,-120.129,16.7716,-26.5388,-12.4468,-16.2805,0,0
2.5e+009,-4.14449,-91.458,0.0733203,5.82353,15.0458,-21.5294,14.9724,-27.353,-14.246,-17.0946,0,0
2.5e+009,-4.18298,-90.3293,1.0714,105.162,14.3429,77.907,13.2715,-27.2546,-15.947,-16.9962,0,0
2.5e+009,-4.28799,-88.7129,2.07505,-63.388,13.7202,-89.5926,11.6451,-26.2046,-17.5733,-15.9463,0,0
3e+009,-14.1351,173.524,-29.8095,-150.142,-0.706015,176.122,29.1035,-33.7358,0,0,0,0
3e+009,-14.1467,173.546,-28.7594,-51.9246,0.346589,-85.6552,29.106,-33.7306,0.00253453,0.00521301,0,0
3e+009,-14.1588,173.594,-27.7072,88.0991,1.4046,54.3675,29.1118,-33.7316,0.00835106,0.00418737,0,0
3e+009,-14.1572,173.659,-26.7359,-173.657,2.37536,152.612,29.1113,-33.7311,0.00781312,0.00470518,0,0
3e+009,-14.1572,173.613,-25.7563,-125.767,3.35632,-159.488,29.1126,-33.7206,0.00915605,0.0152127,0,0
3e+009,-14.1691,173.706,-24.7763,-161.336,4.33169,164.958,29.108,-33.7053,0.00449665,0.0304933,0,0
3e+009,-14.1664,173.793,-23.7915,-62.7647,5.31854,-96.4663,29.11,-33.7017,0.0065101,0.0341139,0,0
3e+009,-14.1699,173.812,-22.795,127.94,6.31496,94.2652,29.1099,-33.6752,0.00644496,0.0605734,0,0
3e+009,-14.176,173.876,-21.7989,-133.584,7.31331,-167.247,29.1122,-33.6623,0.00875771,0.0734946,0,0
3e+009,-14.1868,173.973,-20.8054,-85.5422,8.30791,-119.191,29.1134,-33.6488,0.00986893,0.0870156,0,0
3e+009,-14.1988,174.064,-19.8073,96.257,9.30463,62.6332,29.1119,-33.6239,0.0084389,0.111928,0,0
3e+009,-14.212,174.227,-18.8105,10.3713,10.2989,-23.2428,29.1094,-33.6141,0.00587938,0.121703,0,0
3e+009,-14.2299,174.303,-17.8118,-33.8318,11.2984,-67.4353,29.1102,-33.6036,0.00673755,0.132232,0,0
3e+009,-14.2495,174.474,-16.8152,106.477,12.2927,72.87,29.1079,-33.6068,0.00442476,0.129025,0,0
3e+009,-14.2766,174.687,-15.8219,-154.853,13.2829,171.536,29.1048,-33.6114,0.00131377,0.124384,0,0
3e+009,-14.304,174.946,-14.8289,169.898,14.2691,136.265,29.098,-33.6331,-0.00548274,0.102642,0,0
3e+009,-14.3357,175.3,-13.833,42.4903,15.2535,8.8105,29.0865,-33.6798,-0.0169376,0.056016,0,0
3e+009,-14.3564,175.797,-12.8378,7.22823,16.2268,-26.519,29.0646,-33.7473,-0.0389069,-0.0114907,0,0
3e+009,-14.3395,176.557,-11.8434,13.7824,17.1801,-20.0672,29.0236,-33.8495,-0.0799099,-0.113737,0,0
3e+009,-14.2311,177.85,-10.8542,112.589,18.0827,78.5767,28.9369,-34.0128,-0.166565,-0.277046,0,0
3e+009,-13.9008,-179.868,-9.87236,160.86,18.8758,126.562,28.7482,-34.2981,-0.355328,-0.562337,0,0
3e+009,-13.1626,-175.833,-8.89458,167.466,19.4614,132.646,28.356,-34.8202,-0.747491,-1.08438,0,0
3e+009,-11.9617,-168.746,-7.93073,174.036,19.7658,138.5,27.6965,-35.5356,-1.40698,-1.79981,0,0
3e+009,-10.508,-158.315,-6.98432,88.4718,19.8111,52.1691,26.7955,-36.3027,-2.30803,-2.56687,0,0
3e+009,-9.12332,-147.103,-6.04522,86.2799,19.7167,48.7898,25.762,-37.4902,-3.34151,-3.75437,0,0
3e+009,-7.87014,-137.012,-5.10065,-133.07,19.5267,-172.472,24.6274,-39.4019,-4.47608,-5.66607,0,0
3e+009,-6.69358,-128.518,-4.15642,57.9805,19.1495,15.9445,23.3059,-42.036,-5.7976,-8.30021,0,0
3e+009,-5.6058,-121.799,-3.20456,-110.728,18.4646,-155.921,21.6692,-45.1929,-7.43431,-11.4571,0,0
3e+009,-4.72074,-116.934,-2.23974,-154.709,17.4124,156.779,19.6521,-48.5126,-9.45133,-14.7768,0,0
3e+009,-4.19962,-113.911,-1.25503,77.9463,16.2638,26.4702,17.5188,-51.4761,-11.5847,-17.7403,0,0
3e+009,-4.01544,-112.191,-0.25881,176.843,15.3519,123.728,15.6107,-53.1152,-13.4927,-19.3794,0,0
3e+009,-4.0339,-110.91,0.741052,-84.3309,14.696,-137.958,13.955,-53.627,-15.1485,-19.8912,0,0
3e+009,-4.15268,-109.714,1.73405,106.616,14.1502,52.9692,12.4161,-53.647,-16.6873,-19.9112,0,0
3.5e+009,-15.5379,160.656,-29.5838,120.058,-0.597046,65.8366,28.9867,-54.2211,0,0,0,0
3.5e+009,-15.5278,160.53,-28.5704,-138.952,0.417393,166.855,28.9878,-54.1934,0.00106534,0.0276672,0,0
3.5e+009,-15.5525,160.724,-27.613,3.54495,1.37668,-50.6474,28.9897,-54.1924,0.00295259,0.0287383,0,0
3.5e+009,-15.5375,160.687,-26.6548,104.444,2.33394,50.2488,28.9887,-54.1947,0.00197413,0.0263928,0,0
3.5e+009,-15.5518,160.685,-25.6846,154.777,3.30453,100.611,28.9891,-54.166,0.00240207,0.0550787,0,0
3.5e+009,-15.5442,160.679,-24.713,121.872,4.27667,67.7152,28.9896,-54.1573,0.00290292,0.0638008,0,0
3.5e+009,-15.5533,160.866,-23.7358,-137.029,5.25305,168.823,28.9889,-54.148,0.0021537,0.0730842,0,0
3.5e+009,-15.5583,160.891,-22.7588,56.1303,6.23029,2.01348,28.989,-54.1168,0.00229962,0.104285,0,0
3.5e+009,-15.5553,160.954,-21.7767,157.188,7.21352,103.084,28.9903,-54.1042,0.00351596,0.116882,0,0
3.5e+009,-15.5522,161.046,-20.784,-152.205,8.20632,153.709,28.9903,-54.0855,0.00355735,0.135604,0,0
3.5e+009,-15.5597,161.166,-19.7954,32.1016,9.19366,-21.9537,28.989,-54.0552,0.00229755,0.165872,0,0
3.5e+009,-15.5713,161.259,-18.8065,-51.3178,10.1819,-105.347,28.9884,-54.0295,0.00163465,0.191594,0,0
3.5e+009,-15.5878,161.422,-17.8133,-92.9563,11.1733,-146.971,28.9866,-54.0146,-0.000109758,0.206497,0,0
3.5e+009,-15.6081,161.614,-16.8216,49.7659,12.1622,-4.23238,28.9838,-53.9983,-0.00295926,0.222837,0,0
3.5e+009,-15.6338,161.879,-15.8337,150.897,13.145,96.9044,28.9788,-53.9926,-0.00798384,0.22846,0,0
3.5e+009,-15.6532,162.169,-14.845,118.165,14.1257,64.1628,28.9707,-54.0027,-0.0160099,0.218438,0,0
3.5e+009,-15.6806,162.495,-13.8547,-6.83544,15.1053,-60.8842,28.96,-54.0487,-0.0267479,0.172365,0,0
3.5e+009,-15.6956,162.987,-12.8608,-39.6098,16.0789,-93.7263,28.9397,-54.1166,-0.0470524,0.10455,0,0
3.5e+009,-15.6845,163.694,-11.8662,-30.666,17.0362,-84.8998,28.9024,-54.2338,-0.0843814,-0.0126951,0,0
3.5e+009,-15.5872,164.802,-10.8678,70.5731,17.9597,16.0946,28.8275,-54.4785,-0.159243,-0.257388,0,0
3.5e+009,-15.267,166.945,-9.86941,121.261,18.7921,66.3481,28.6615,-54.9124,-0.325288,-0.691301,0,0
3.5e+009,-14.4685,170.578,-8.89095,130.126,19.4288,74.6879,28.3197,-55.4377,-0.667034,-1.21658,0,0
3.5e+009,-13.0761,176.401,-7.91009,139.067,19.7844,82.8045,27.6945,-56.2627,-1.29221,-2.04155,0,0
3.5e+009,-11.3138,-174.15,-6.93622,55.7015,19.8458,-1.45649,26.782,-57.158,-2.20476,-2.93693,0,0
3.5e+009,-9.57009,-162.747,-5.96248,55.6228,19.7022,-2.63713,25.6647,-58.2599,-3.32206,-4.0388,0,0
3.5e+009,-8.11231,-152.546,-4.98555,-161.7,19.4861,138.23,24.4716,-60.0703,-4.51511,-5.84915,0,0
3.5e+009,-6.88246,-144.345,-4.00364,31.3934,19.1724,-31.3048,23.176,-62.6982,-5.8107,-8.47709,0,0
3.5e+009,-5.84862,-138.197,-3.0285,-135.362,18.6965,158.714,21.725,-65.9238,-7.26173,-11.7027,0,0
3.5e+009,-5.05027,-134.207,-2.04717,-177.349,18.0532,113.294,20.1004,-69.3572,-8.88633,-15.1361,0,0
3.5e+009,-4.53748,-132.246,-1.05934,57.5171,17.3373,-15.0678,18.3966,-72.5849,-10.5901,-18.3638,0,0
3.5e+009,-4.29091,-131.584,-0.0670922,158.518,16.6686,83.2538,16.7357,-75.264,-12.2511,-21.0429,0,0
3.5e+009,-4.23849,-131.309,0.923507,-100.472,16.1116,-177.47,15.1881,-76.9977,-13.7987,-22.7766,0,0
3.5e+009,-4.3086,-130.646,1.911,92.7067,15.698,14.976,13.787,-77.7307,-15.1998,-23.5096,0,0
4e+009,-17.2056,150.606,-29.6979,69.7282,-0.8072,-3.19643,28.8907,-72.9247,0,0,0,0
4e+009,-17.2043,150.651,-28.6656,170.728,0.224093,97.817,28.8897,-72.9111,-0.00104307,0.0135538,0,0
4e+009,-17.2311,150.731,-27.696,-46.866,1.19333,-119.757,28.8893,-72.8915,-0.0013499,0.033158,0,0
4e+009,-17.2083,150.774,-26.7329,53.9949,2.15899,-18.8797,28.8919,-72.8746,0.00121129,0.050022,0,0
4e+009,-17.196,150.812,-25.7758,104.314,3.11622,31.4507,28.892,-72.8638,0.00130083,0.060853,0,0
4e+009,-17.1989,150.959,-24.8066,71.3767,4.08472,-1.46685,28.8913,-72.8436,0.000615525,0.0810847,0,0
4e+009,-17.1948,151.024,-23.8361,172.339,5.05672,99.5139,28.8928,-72.8249,0.00207504,0.099769,0,0
4e+009,-17.2014,150.981,-22.8538,5.56578,6.03967,-67.2365,28.8934,-72.8023,0.00274977,0.122335,0,0
4e+009,-17.209,151.173,-21.8698,106.498,7.02429,33.7297,28.894,-72.7688,0.00334991,0.155854,0,0
4e+009,-17.2174,151.296,-20.872,157.135,8.01954,84.3887,28.8916,-72.7464,0.000858812,0.178283,0,0
4e+009,-17.2171,151.447,-19.8829,-18.554,9.00841,-91.2641,28.8913,-72.7102,0.000568419,0.214491,0,0
4e+009,-17.2215,151.662,-18.892,-101.978,9.99914,-174.653,28.8911,-72.6751,0.000441592,0.249567,0,0
4e+009,-17.2422,151.842,-17.9007,-143.632,10.9885,143.717,28.8892,-72.6518,-0.00149776,0.272874,0,0
4e+009,-17.2574,152.116,-16.9073,-0.934267,11.9783,-73.5609,28.8856,-72.6266,-0.00514063,0.298056,0,0
4e+009,-17.2755,152.449,-15.9167,100.161,12.9637,27.5409,28.8805,-72.6205,-0.0102163,0.304146,0,0
