!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 15:44:07
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",32,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
1.5e+009,-9.27741,-122.931,-16.8092,111.384,13.104,175.466,29.9132,64.082,-0.338604,0.755692,0,0
1.5e+009,-9.10705,-121.984,-15.8134,-106.718,13.9741,-42.4005,29.7875,64.3177,-0.46434,0.991384,0,0
1.5e+009,-8.90205,-120.233,-14.8194,35.3832,14.8009,100.075,29.6204,64.6921,-0.631451,1.36577,0,0
1.5e+009,-8.64687,-116.93,-13.8302,-140.795,15.5524,-75.4479,29.3826,65.3474,-0.869197,2.02117,0,0
1.5e+009,-8.33975,-111.069,-12.8493,1.4694,16.168,67.8374,29.0174,66.368,-1.23443,3.04167,0,0
1.5e+009,-8.04577,-103.178,-11.878,51.577,16.6507,118.87,28.5287,67.2928,-1.72314,3.96648,0,0
1.5e+009,-7.75611,-94.5623,-10.9121,-166.049,17.029,-98.331,27.9412,67.7179,-2.31065,4.39166,0,0
1.5e+009,-7.38842,-85.355,-9.94929,-157.514,17.2798,-89.6937,27.2291,67.8202,-3.02275,4.49391,0,0
1.5e+009,-6.93776,-75.922,-8.98794,77.1423,17.4052,144.81,26.3931,67.6679,-3.85871,4.34157,0,0
1.5e+009,-6.45554,-66.9038,-8.02556,-48.2746,17.4395,18.7161,25.4651,66.9906,-4.78675,3.66435,0,0
1.5e+009,-5.97326,-58.6912,-7.06154,-131.975,17.4147,-66.3731,24.4762,65.6015,-5.77556,2.27518,0,0
1.5e+009,-5.48486,-51.3722,-6.09303,-81.9447,17.3418,-18.4422,23.4349,63.5025,-6.81693,0.176253,0,0
1.5e+009,-4.92401,-44.6492,-5.1286,-115.054,17.1312,-54.101,22.2598,60.9531,-7.99196,-2.37313,0,0
1.5e+009,-4.19948,-38.1545,-4.17246,161.078,16.5612,-140.39,20.7337,58.532,-9.51812,-4.79431,0,0
1.5e+009,-3.51992,-32.7928,-3.21476,35.5788,15.7809,93.382,18.9957,57.8031,-11.2561,-5.52315,0,0
1.5e+009,-3.09185,-28.4545,-2.24973,43.834,14.989,102.846,17.2387,59.0122,-13.0131,-4.31411,0,0
1.5e+009,-2.0992,-8.38358,-1.32683,51.626,1.11018,111.453,2.43701,59.8266,-27.8148,-3.49966,0,0
1.5e+009,-2.31333,-6.50893,-0.328267,-74.2166,-2.17098,-13.8143,-1.84271,60.4023,-32.0945,-2.92397,0,0
1.5e+009,-2.6359,-5.30169,0.684411,67.6978,-4.1439,129.128,-4.82831,61.4303,-35.0801,-1.89601,0,0
2e+009,-11.5252,-152.824,-29.8871,-90.5002,0.386087,-69.6039,30.2732,20.8963,0,0,0,0
2e+009,-11.5376,-152.851,-28.661,-124.837,1.60955,-103.961,30.2706,20.8764,-0.00264428,-0.0199717,0,0
2e+009,-11.5196,-152.737,-27.6282,-168.289,2.64169,-147.416,30.2699,20.8722,-0.00337581,-0.0241208,0,0
2e+009,-11.5111,-152.796,-26.6628,-161.23,3.61114,-140.326,30.274,20.9041,0.000740276,0.00776393,0,0
2e+009,-11.5148,-152.704,-25.6471,-20.1696,4.62702,0.770415,30.2741,20.94,0.000906432,0.0436834,0,0
2e+009,-11.5011,-152.757,-24.6989,79.251,5.57324,100.184,30.2722,20.9333,-0.00107362,0.0369377,0,0
2e+009,-11.4932,-152.697,-23.7021,-47.3533,6.56576,-26.3851,30.2679,20.9682,-0.00532386,0.0718941,0,0
2e+009,-11.4855,-152.726,-22.7099,-173.971,7.55548,-152.971,30.2653,21.0005,-0.00788296,0.104192,0,0
2e+009,-11.4603,-152.617,-21.7106,-166.628,8.54915,-145.584,30.2598,21.0443,-0.0134323,0.148017,0,0
2e+009,-11.4413,-152.489,-20.7155,66.7268,9.53757,87.8116,30.253,21.0848,-0.0201887,0.188432,0,0
2e+009,-11.3981,-152.362,-19.7192,74.1867,10.5192,95.3215,30.2384,21.1349,-0.034803,0.238552,0,0
2e+009,-11.3485,-152.167,-18.7209,123.24,11.4949,144.434,30.2158,21.1938,-0.0574501,0.2975,0,0
2e+009,-11.2861,-151.929,-17.7205,-53.7159,12.4612,-32.471,30.1817,21.2448,-0.0914956,0.348498,0,0
2e+009,-11.2031,-151.652,-16.7211,-46.267,13.4148,-24.9738,30.1359,21.2932,-0.13737,0.39683,0,0
2e+009,-11.0926,-151.259,-15.724,94.9934,14.3464,116.328,30.0704,21.3347,-0.20283,0.438421,0,0
2e+009,-10.9531,-150.703,-14.7264,-123.518,15.2569,-102.161,29.9834,21.3573,-0.289862,0.460936,0,0
2e+009,-10.7764,-149.651,-13.7233,59.5996,16.1324,80.9588,29.8556,21.3592,-0.4176,0.462883,0,0
2e+009,-10.5404,-147.32,-12.7208,-158.929,16.9208,-137.664,29.6416,21.265,-0.631607,0.368655,0,0
2e+009,-10.2078,-142.402,-11.7206,-109.695,17.5432,-88.6979,29.2638,20.9975,-1.00944,0.101218,0,0
2e+009,-9.73612,-134.513,-10.7186,31.8712,17.97,52.343,28.6887,20.4719,-1.58456,-0.424464,0,0
2e+009,-9.06583,-124.444,-9.72386,39.6784,18.2061,59.5882,27.93,19.9098,-2.34325,-0.986524,0,0
2e+009,-8.32333,-113.373,-8.74201,-86.3683,18.2972,-67.3433,27.0392,19.0251,-3.23404,-1.87126,0,0
2e+009,-7.56027,-102.523,-7.76938,147.509,18.2768,164.938,26.0462,17.4292,-4.22703,-3.46715,0,0
2e+009,-6.68401,-92.005,-6.80661,63.1506,18.0586,78.0919,24.8652,14.9413,-5.40805,-5.95501,0,0
2e+009,-5.66195,-82.3955,-5.84391,112.659,17.5659,124.116,23.4098,11.4565,-6.86342,-9.43987,0,0
2e+009,-4.63426,-75.1015,-4.87896,78.9796,16.8029,86.6396,21.6819,7.66003,-8.59136,-13.2363,0,0
2e+009,-3.75444,-70.3395,-3.90154,-5.47511,15.7796,-0.254338,19.6811,5.22078,-10.5921,-15.6756,0,0
2e+009,-3.1376,-66.0555,-2.92191,-131.576,14.6968,-126.741,17.6187,4.83515,-12.6545,-16.0612,0,0
2e+009,-2.7965,-62.4441,-1.93996,-123.877,13.8026,-117.736,15.7426,6.14109,-14.5307,-14.7552,0,0
2e+009,-2.67829,-60.0219,-0.948659,-116.148,12.9927,-108.403,13.9414,7.74465,-16.3319,-13.1517,0,0
2e+009,-2.72912,-58.0734,0.0447527,117.568,12.1832,127.48,12.1384,9.91243,-18.1348,-10.9839,0,0
2e+009,-2.64553,-36.1935,0.898185,-100.991,-2.30226,-92.0071,-3.20045,8.98426,-33.4737,-11.9121,0,0
2.5e+009,-12.8517,-175.646,-29.9311,104.016,0.180983,95.3859,30.1121,-8.62968,0,0,0,0
2.5e+009,-12.8546,-175.574,-28.7601,68.9393,1.3462,60.343,30.1063,-8.59636,-0.00580415,0.033317,0,0
2.5e+009,-12.8461,-175.722,-27.8281,25.0539,2.27927,16.4352,30.1074,-8.61864,-0.00468789,0.0110383,0,0
2.5e+009,-12.8486,-175.664,-26.8425,31.5851,3.26613,22.9977,30.1086,-8.58735,-0.00347321,0.0423231,0,0
2.5e+009,-12.8503,-175.552,-25.85,172.213,4.25819,163.656,30.1082,-8.55752,-0.00390173,0.072153,0,0
2.5e+009,-12.8422,-175.608,-24.8607,-88.8717,5.24891,-97.4219,30.1096,-8.55022,-0.00248758,0.0794543,0,0
2.5e+009,-12.8442,-175.561,-23.8771,144.046,6.23124,135.518,30.1083,-8.52839,-0.0037797,0.101283,0,0
2.5e+009,-12.8361,-175.518,-22.8936,16.9596,7.2177,8.47194,30.1113,-8.48767,-0.000829207,0.142006,0,0
2.5e+009,-12.828,-175.532,-21.8879,23.7992,8.22213,15.3358,30.11,-8.46344,-0.00209934,0.16624,0,0
2.5e+009,-12.8237,-175.418,-20.8939,-103.311,9.21568,-111.742,30.1096,-8.43062,-0.00253057,0.199058,0,0
2.5e+009,-12.8014,-175.334,-19.8924,-96.3609,10.21,-104.769,30.1024,-8.40854,-0.00972796,0.221134,0,0
2.5e+009,-12.7854,-175.108,-18.8928,-47.88,11.1966,-56.2548,30.0894,-8.37486,-0.0226952,0.254815,0,0
2.5e+009,-12.7602,-174.883,-17.896,134.68,12.1817,126.325,30.0777,-8.35528,-0.0343764,0.274398,0,0
2.5e+009,-12.7305,-174.597,-16.9005,141.627,13.1551,133.282,30.0556,-8.34461,-0.0564997,0.285065,0,0
2.5e+009,-12.6876,-174.21,-15.9063,-77.635,14.1197,-85.9764,30.0261,-8.34142,-0.0860479,0.288254,0,0
2.5e+009,-12.6253,-173.698,-14.9136,63.3659,15.0697,54.9803,29.9833,-8.38559,-0.128821,0.244085,0,0
2.5e+009,-12.549,-172.986,-13.917,-114.047,16.0025,-122.541,29.9195,-8.49426,-0.192555,0.135418,0,0
2.5e+009,-12.4307,-171.821,-12.9234,26.8106,16.8914,18.0158,29.8147,-8.79481,-0.297355,-0.165137,0,0
2.5e+009,-12.2422,-169.206,-11.9252,75.4384,17.6729,66.0037,29.5981,-9.43469,-0.514037,-0.805016,0,0
2.5e+009,-11.9081,-164.202,-10.9269,-143.565,18.2818,-154.077,29.2086,-10.512,-0.903463,-1.88229,0,0
2.5e+009,-11.3128,-156.531,-9.93648,-136.415,18.6678,-148.479,28.6043,-12.0639,-1.50785,-3.43425,0,0
2.5e+009,-10.3088,-146.352,-8.9416,96.876,18.8137,83.1623,27.7553,-13.7138,-2.35684,-5.08411,0,0
2.5e+009,-9.072,-134.186,-7.94701,-29.9122,18.7577,-45.2637,26.7047,-15.3515,-3.40738,-6.72182,0,0
2.5e+009,-7.73135,-122.036,-6.95536,-114.959,18.4905,-132.351,25.4459,-17.3924,-4.66623,-8.7627,0,0
2.5e+009,-6.35937,-111.186,-5.96323,-66.0076,17.9555,-86.1019,23.9188,-20.0943,-6.19335,-11.4647,0,0
2.5e+009,-5.06217,-102.467,-4.97124,-100.349,17.057,-123.741,22.0282,-23.3921,-8.08387,-14.7624,0,0
2.5e+009,-4.09157,-96.8551,-3.97637,174.558,16.0008,147.976,19.9771,-26.5818,-10.135,-17.9521,0,0
2.5e+009,-3.5028,-93.4287,-2.99062,47.9513,15.127,19.4241,18.1177,-28.5273,-11.9944,-19.8976,0,0
2.5e+009,-3.16789,-91.356,-2.00003,55.0513,14.4894,25.5999,16.4894,-29.4514,-13.6227,-20.8217,0,0
2.5e+009,-2.98535,-89.8155,-1.01024,62.237,13.9326,32.2799,14.9428,-29.9571,-15.1693,-21.3274,0,0
2.5e+009,-2.94577,-88.4601,-0.0168518,-64.4826,13.3782,-94.4874,13.3951,-30.0048,-16.717,-21.3751,0,0
2.5e+009,-3.03479,-86.9027,0.976976,76.3929,12.8641,47.2041,11.8871,-29.1888,-18.225,-20.5591,0,0
3e+009,-14.1316,165.242,-29.9091,-69.3085,0.0654769,-101.353,29.9746,-32.0445,0,0,0,0
3e+009,-14.1327,165.155,-28.8439,-104.983,1.13179,-137.03,29.9757,-32.0464,0.00112952,-0.00195552,0,0
3e+009,-14.131,165.24,-27.8065,-149.37,2.17494,178.629,29.9814,-32.0011,0.00682232,0.043394,0,0
3e+009,-14.1423,165.228,-26.8249,-143.339,3.14977,-175.342,29.9747,-32.0031,8.38697e-005,0.0413752,0,0
3e+009,-14.1465,165.234,-25.8418,-3.258,4.13378,-35.2413,29.9756,-31.9833,0.00103532,0.0611512,0,0
3e+009,-14.1345,165.276,-24.8595,95.1547,5.1187,63.1824,29.9782,-31.9723,0.00364528,0.0722015,0,0
3e+009,-14.133,165.302,-23.8571,-32.4857,6.12034,-64.4522,29.9774,-31.9664,0.00284083,0.078049,0,0
3e+009,-14.1261,165.312,-22.8697,-160.081,7.10816,167.995,29.9779,-31.9235,0.00326869,0.120966,0,0
3e+009,-14.1185,165.36,-21.8719,-153.813,8.10773,174.297,29.9796,-31.8891,0.00504949,0.155368,0,0
3e+009,-14.1178,165.469,-20.8752,78.5525,9.10336,46.7019,29.9786,-31.8506,0.00398254,0.193901,0,0
3e+009,-14.1151,165.608,-19.875,84.9701,10.0995,53.1479,29.9746,-31.8223,-2.84747e-005,0.222237,0,0
3e+009,-14.1045,165.794,-18.8767,132.825,11.0895,101.025,29.9662,-31.8003,-0.0083879,0.244165,0,0
3e+009,-14.0941,166.03,-17.8786,-45.1164,12.0774,-76.9028,29.9561,-31.7864,-0.018521,0.258085,0,0
3e+009,-14.077,166.397,-16.8833,-38.762,13.0552,-70.5593,29.9385,-31.7973,-0.036099,0.247224,0,0
3e+009,-14.0646,166.833,-15.8884,101.534,14.0268,69.7049,29.9151,-31.8286,-0.0594407,0.215907,0,0
3e+009,-14.0332,167.422,-14.8957,-118.041,14.9869,-149.954,29.8825,-31.9134,-0.092037,0.131061,0,0
3e+009,-13.992,168.288,-13.9008,63.9896,15.9319,31.9147,29.8326,-32.0749,-0.141967,-0.0304494,0,0
3e+009,-13.9193,169.625,-12.907,-155.731,16.8451,171.792,29.7521,-32.4767,-0.222476,-0.432189,0,0
3e+009,-13.7984,172.465,-11.9155,-107.554,17.665,-140.988,29.5806,-33.4339,-0.394004,-1.38939,0,0
3e+009,-13.523,178.229,-10.9349,32.932,18.2941,-2.34493,29.2289,-35.2769,-0.745677,-3.2324,0,0
3e+009,-12.8123,-173.292,-9.96793,39.6201,18.6593,1.82841,28.6272,-37.7917,-1.34734,-5.74723,0,0
3e+009,-11.5645,-164.805,-9.00984,-87.6298,18.8064,-127.56,27.8162,-39.9301,-2.15839,-7.88556,0,0
3e+009,-10.0765,-155.409,-8.06717,145.116,18.7598,103.425,26.8269,-41.6907,-3.14765,-9.64618,0,0
3e+009,-8.5858,-144.534,-7.13387,59.5297,18.5296,15.9658,25.6635,-43.5639,-4.31108,-11.5194,0,0
3e+009,-7.20208,-134.722,-6.19664,107.976,18.1268,61.9207,24.3234,-46.0553,-5.65114,-14.0108,0,0
3e+009,-5.97026,-127.415,-5.24862,73.0348,17.5273,23.9912,22.7759,-49.0436,-7.19864,-16.9992,0,0
3e+009,-4.88213,-121.846,-4.29603,-12.6002,16.6347,-64.3338,20.9308,-51.7337,-9.04381,-19.6892,0,0
3e+009,-4.0094,-117.238,-3.33229,-139.705,15.4831,166.472,18.8154,-53.8236,-11.1592,-21.7791,0,0
3e+009,-3.4476,-113.481,-2.35555,-133.113,14.4939,171.842,16.8495,-55.0446,-13.1251,-23.0001,0,0
3e+009,-3.13579,-110.562,-1.37073,-126.457,13.8601,178.011,15.2308,-55.532,-14.7438,-23.4875,0,0
3e+009,-2.99106,-108.276,-0.381891,106.265,13.4007,50.4098,13.7826,-55.8548,-16.192,-23.8103,0,0
3e+009,-2.48049,-83.4243,0.556286,-113.87,3.8716,-170.091,3.31531,-56.2207,-26.6593,-24.1762,0,0
3.5e+009,-15.5171,148.722,-29.6913,-158.3,0.157325,149.261,29.8486,-52.4389,0,0,0,0
3.5e+009,-15.5472,148.71,-28.6616,168.849,1.18377,116.436,29.8454,-52.4128,-0.00317504,0.0260944,0,0
3.5e+009,-15.4918,148.74,-27.7027,127.02,2.14742,74.6295,29.8502,-52.3908,0.00158911,0.0480491,0,0
3.5e+009,-15.5127,148.829,-26.7384,135.6,3.1123,83.2036,29.8507,-52.3962,0.00213972,0.0426447,0,0
3.5e+009,-15.5131,148.87,-25.7673,-81.7301,4.08468,-134.108,29.852,-52.3778,0.00339646,0.0611299,0,0
3.5e+009,-15.5154,148.828,-24.7984,19.2874,5.05393,-33.0541,29.8523,-52.3415,0.00376219,0.0973465,0,0
3.5e+009,-15.5173,148.91,-23.8207,-105.9,6.03077,-158.219,29.8515,-52.3193,0.00292206,0.119606,0,0
3.5e+009,-15.5249,148.946,-22.8374,129.042,7.01578,76.7625,29.8531,-52.2798,0.0045582,0.159098,0,0
3.5e+009,-15.5164,149.058,-21.8529,137.856,7.99957,85.6067,29.8525,-52.2489,0.00392461,0.190019,0,0
3.5e+009,-15.5133,149.108,-20.8593,12.8384,8.99328,-39.373,29.8526,-52.2114,0.00397427,0.22744,0,0
3.5e+009,-15.5105,149.269,-19.872,21.7937,9.97903,-30.3812,29.851,-52.175,0.00242277,0.263934,0,0
3.5e+009,-15.5036,149.491,-18.8802,72.1274,10.9648,19.9795,29.8451,-52.1479,-0.00350663,0.29099,0,0
3.5e+009,-15.5089,149.799,-17.8875,-103.392,11.9487,-155.525,29.8362,-52.133,-0.0123574,0.305877,0,0
3.5e+009,-15.5045,150.16,-16.8949,-94.5402,12.9258,-146.695,29.8208,-52.1545,-0.0278122,0.284364,0,0
3.5e+009,-15.5048,150.651,-15.9079,48.247,13.8954,-3.94599,29.8033,-52.193,-0.0452624,0.245868,0,0
3.5e+009,-15.4864,151.271,-14.9183,-168.932,14.8574,138.795,29.7757,-52.2728,-0.0729107,0.166054,0,0
3.5e+009,-15.4696,152.117,-13.9289,15.5534,15.8075,-36.9161,29.7365,-52.4695,-0.112126,-0.030567,0,0
3.5e+009,-15.4277,153.426,-12.9346,158.317,16.7331,105.343,29.6678,-52.9746,-0.180815,-0.535702,0,0
3.5e+009,-15.336,156.417,-11.9407,-151.105,17.5741,154.748,29.5147,-54.1479,-0.333829,-1.70906,0,0
3.5e+009,-15.0676,162.568,-10.9438,-8.24242,18.262,-64.3817,29.2059,-56.1393,-0.642712,-3.70038,0,0
3.5e+009,-14.2952,171.679,-9.94944,0.796019,18.7101,-58.0633,28.6596,-58.8594,-1.189,-6.42047,0,0
3.5e+009,-12.8248,-179.638,-8.97683,-124.264,18.9162,174.515,27.893,-61.221,-1.95556,-8.78216,0,0
3.5e+009,-10.9106,-170.475,-8.00682,110.763,18.8604,47.5945,26.8673,-63.1681,-2.98131,-10.7292,0,0
3.5e+009,-9.06934,-159.794,-7.04061,27.2902,18.5923,-38.0154,25.6329,-65.3056,-4.21568,-12.8667,0,0
3.5e+009,-7.5272,-150.338,-6.06899,77.7838,18.212,9.84434,24.281,-67.9395,-5.56756,-15.5006,0,0
3.5e+009,-6.26925,-143.344,-5.09108,44.7493,17.6881,-26.0631,22.7792,-70.8123,-7.0694,-18.3735,0,0
3.5e+009,-5.30503,-138.904,-4.10513,-38.7254,17.0185,-111.75,21.1237,-73.0242,-8.72489,-20.5854,0,0
3.5e+009,-4.59078,-135.889,-3.1254,-163.777,16.2808,121.484,19.4062,-74.7394,-10.4424,-22.3005,0,0
3.5e+009,-4.07849,-133.582,-2.13961,-155.053,15.6118,128.676,17.7514,-76.2717,-12.0972,-23.8328,0,0
3.5e+009,-3.72614,-131.449,-1.15185,-146.331,15.1266,136.512,16.2784,-77.1572,-13.5702,-24.7183,0,0
3.5e+009,-3.49196,-129.142,-0.164265,88.5266,14.8096,11.0768,14.9739,-77.4498,-14.8747,-25.0109,0,0
3.5e+009,-3.37609,-126.948,0.818645,-129.097,14.5979,153.339,13.7793,-77.5644,-16.0693,-25.1255,0,0
4e+009,-17.3276,136.149,-29.816,151.426,-0.0635355,80.4453,29.7525,-70.9812,0,0,0,0
4e+009,-17.3521,136.215,-28.7825,118.54,0.968842,47.5714,29.7513,-70.9682,-0.00114094,0.012926,0,0
4e+009,-17.3507,136.229,-27.8124,76.6501,1.93892,5.69919,29.7513,-70.9509,-0.00110573,0.0302377,0,0
4e+009,-17.3547,136.234,-26.8414,85.2485,2.91298,14.3189,29.7543,-70.9296,0.00189806,0.0515842,0,0
4e+009,-17.3317,136.236,-25.8679,-132.11,3.88604,156.989,29.7539,-70.9011,0.00146179,0.0800906,0,0
4e+009,-17.3445,136.276,-24.9042,-31.2171,4.85188,-102.084,29.756,-70.8672,0.00358942,0.113912,0,0
4e+009,-17.3484,136.417,-23.9215,-156.344,5.83455,132.82,29.7561,-70.8362,0.00364787,0.14497,0,0
4e+009,-17.3295,136.483,-22.941,78.5163,6.81827,7.72644,29.7592,-70.7898,0.00679389,0.191316,0,0
4e+009,-17.338,136.567,-21.9508,87.2623,7.80739,16.5345,29.7582,-70.7278,0.00572841,0.253363,0,0
4e+009,-17.3335,136.733,-20.9613,-37.7438,8.79815,-108.412,29.7595,-70.6687,0.00701926,0.312498,0,0
4e+009,-17.3344,136.824,-19.9689,-28.8198,9.7888,-99.4514,29.7577,-70.6316,0.00529614,0.349527,0,0
4e+009,-17.3341,137.046,-18.9775,21.5616,10.7758,-49.0323,29.7533,-70.5939,0.000856741,0.387307,0,0
4e+009,-17.3275,137.432,-17.9847,-154.034,11.7606,135.385,29.7453,-70.5805,-0.0071963,0.400639,0,0
4e+009,-17.3256,137.865,-16.9917,-145.138,12.739,144.276,29.7307,-70.5869,-0.021739,0.394281,0,0
4e+009,-17.3216,138.425,-16.0001,-2.37129,13.713,-73.0175,29.7131,-70.6462,-0.0393922,0.334995,0,0
4e+009,-17.3051,139.045,-15.0081,140.43,14.6788,69.6382,29.687,-70.7921,-0.0654899,0.189103,0,0
4e+009,-17.272,139.854,-14.0179,-35.1553,15.6258,-106.416,29.6436,-71.2608,-0.108805,-0.279635,0,0
4e+009,-17.1741,141.918,-13.0237,107.65,16.508,35.2353,29.5318,-72.4147,-0.220669,-1.43355,0,0
4e+009,-16.9374,146.486,-12.0272,158.173,17.2874,83.9303,29.3146,-74.2427,-0.437865,-3.26154,0,0
4e+009,-16.4181,153.33,-11.0277,-59.0538,17.9405,-135.493,28.9683,-76.4396,-0.78418,-5.45847,0,0
4e+009,-15.3452,161.468,-10.0425,-50.1297,18.4031,-128.718,28.4455,-78.5882,-1.3069,-7.607,0,0
