!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 15:07:12
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",31,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
1.5e+009,-9.29401,-121.573,-21.7887,-89.2604,7.34134,-26.0671,29.13,63.1933,-0.0183541,0.116332,0,0
1.5e+009,-9.28316,-121.437,-20.7986,10.875,8.31919,74.1018,29.1178,63.2268,-0.0305587,0.149831,0,0
1.5e+009,-9.26469,-121.278,-19.8031,102.064,9.29341,165.32,29.0965,63.2561,-0.051838,0.179096,0,0
1.5e+009,-9.24188,-121.118,-18.8057,151.703,10.2643,-145.003,29.0701,63.2942,-0.0782858,0.217173,0,0
1.5e+009,-9.20616,-120.956,-17.8062,16.9116,11.2262,80.2342,29.0323,63.3226,-0.116069,0.245572,0,0
1.5e+009,-9.15444,-120.716,-16.809,-108.979,12.1687,-45.6034,28.9777,63.3756,-0.170672,0.29865,0,0
1.5e+009,-9.07408,-120.176,-15.8137,125.255,13.0885,-171.269,28.9021,63.4757,-0.246238,0.39872,0,0
1.5e+009,-8.95081,-119.033,-14.8196,-0.442952,13.9713,63.2712,28.791,63.7142,-0.357394,0.637188,0,0
1.5e+009,-8.77834,-116.664,-13.8271,-126.129,14.7973,-61.9402,28.6245,64.1889,-0.523906,1.11194,0,0
1.5e+009,-8.54329,-112.262,-12.8413,16.0909,15.5251,81.0837,28.3664,64.9928,-0.781948,1.91582,0,0
1.5e+009,-8.28516,-105.523,-11.8643,24.4571,16.121,90.3902,27.9852,65.9331,-1.16313,2.85616,0,0
1.5e+009,-8.02731,-97.3663,-10.8959,-100.942,16.5918,-34.4501,27.4877,66.4918,-1.66068,3.41479,0,0
1.5e+009,-7.69781,-88.2851,-9.92923,-50.7547,16.9252,15.938,26.8544,66.6927,-2.29399,3.61571,0,0
1.5e+009,-7.26351,-78.739,-8.96575,-176.103,17.1122,-109.471,26.0779,66.632,-3.07047,3.55501,0,0
1.5e+009,-6.77455,-69.4468,-8.00041,-84.2286,17.1918,-18.0928,25.1922,66.1358,-3.95613,3.05882,0,0
1.5e+009,-6.2667,-60.8883,-7.03491,150.325,17.1939,-144.665,24.2288,65.01,-4.91956,1.93303,0,0
1.5e+009,-5.75113,-53.2551,-6.06316,108.19,17.1387,171.419,23.2018,63.2296,-5.94653,0.152665,0,0
1.5e+009,-5.18991,-46.4318,-5.09645,-109.444,16.9677,-48.3928,22.0641,61.0514,-7.08427,-2.02558,0,0
1.5e+009,-4.53002,-40.0779,-4.13441,-142.681,16.5238,-83.819,20.6582,58.8623,-8.49018,-4.21468,0,0
1.5e+009,-3.89267,-34.7332,-3.17064,91.8288,15.8251,149.644,18.9957,57.8154,-10.1527,-5.26154,0,0
1.5e+009,-3.48538,-30.3202,-2.20018,-167.65,15.0298,-109.115,17.2299,58.5353,-11.9184,-4.54168,0,0
1.5e+009,-2.58656,-10.0767,-1.27048,-159.82,3.19537,-100.011,4.46585,59.8086,-24.6825,-3.26842,0,0
1.5e+009,-2.73197,-7.29637,-0.27237,166.555,-0.753712,-132.942,-0.481342,60.5028,-29.6297,-2.57416,0,0
2e+009,-10.7277,-149.28,-29.7694,-167.299,-0.533732,-146.456,29.2357,20.8431,0,0,0,0
2e+009,-10.7335,-149.179,-28.6079,15.4303,0.629785,36.3207,29.2377,20.8904,0.00195136,0.0473664,0,0
2e+009,-10.7278,-149.235,-27.6066,22.4471,1.63169,43.3347,29.2383,20.8876,0.00255782,0.0444867,0,0
2e+009,-10.7374,-149.212,-26.6125,121.791,2.62488,142.704,29.2373,20.9129,0.00164707,0.0697899,0,0
2e+009,-10.7375,-149.141,-25.6392,87.3259,3.59992,108.213,29.2392,20.8872,0.00345285,0.0441174,0,0
2e+009,-10.7449,-149.074,-24.6351,-131.583,4.60265,-110.668,29.2377,20.9148,0.00199742,0.0716861,0,0
2e+009,-10.7555,-149.019,-23.6607,-124.364,5.57468,-103.448,29.2354,20.9156,-0.000334201,0.0725581,0,0
2e+009,-10.7458,-148.924,-22.6741,150.665,6.56079,171.605,29.2349,20.9401,-0.00079995,0.0969982,0,0
2e+009,-10.7519,-148.875,-21.6832,116.3,7.54705,137.239,29.2302,20.9391,-0.00546641,0.096003,0,0
2e+009,-10.7516,-148.699,-20.6872,-144.105,8.5381,-123.155,29.2253,20.9505,-0.010407,0.107445,0,0
2e+009,-10.7457,-148.548,-19.6976,-53.449,9.52176,-32.4736,29.2194,20.9754,-0.0162968,0.132361,0,0
2e+009,-10.7406,-148.371,-18.6974,-4.3611,10.5096,16.6428,29.207,21.0039,-0.0286944,0.16083,0,0
2e+009,-10.7304,-148.142,-17.6989,-139.725,11.4885,-118.703,29.1874,21.0224,-0.0483013,0.179307,0,0
2e+009,-10.7116,-147.902,-16.7013,93.7827,12.4615,114.814,29.1628,21.0317,-0.072862,0.188672,0,0
2e+009,-10.6797,-147.594,-15.7053,-32.6023,13.4223,-11.5655,29.1275,21.0368,-0.108159,0.193695,0,0
2e+009,-10.6305,-147.214,-14.7073,-158.93,14.3696,-137.908,29.0769,21.0223,-0.158812,0.179243,0,0
2e+009,-10.5542,-146.566,-13.7076,74.7037,15.2915,95.6907,28.9991,20.9869,-0.23659,0.143879,0,0
2e+009,-10.43,-145.251,-12.7071,-143.82,16.1659,-122.897,28.8729,20.9229,-0.362771,0.0797933,0,0
2e+009,-10.2263,-142.252,-11.7092,-136.275,16.926,-115.571,28.6352,20.7045,-0.600457,-0.138609,0,0
2e+009,-9.87042,-136.219,-10.707,97.5332,17.4955,117.815,28.2025,20.2821,-1.03321,-0.560988,0,0
2e+009,-9.29368,-127.158,-9.70966,146.982,17.8337,166.738,27.5434,19.7559,-1.6923,-1.08719,0,0
2e+009,-8.57781,-116.45,-8.72219,20.8537,17.9933,39.8862,26.7154,19.0326,-2.52026,-1.81048,0,0
2e+009,-7.82335,-105.579,-7.74483,112.049,18.0236,129.747,25.7685,17.6981,-3.46724,-3.145,0,0
2e+009,-6.98511,-95.1007,-6.77697,-14.0363,17.8872,1.52732,24.6641,15.5637,-4.57158,-5.27941,0,0
2e+009,-6.0156,-85.374,-5.80971,-56.7494,17.4987,-44.1983,23.3084,12.5512,-5.92729,-8.29192,0,0
2e+009,-5.02195,-77.4703,-4.84514,85.0426,16.8607,94.0528,21.7058,9.01023,-7.52988,-11.8328,0,0
2e+009,-4.13084,-72.1143,-3.86577,51.2395,15.9637,57.4704,19.8295,6.23086,-9.4062,-14.6122,0,0
2e+009,-3.48516,-67.941,-2.87959,-74.8943,14.9174,-69.8792,17.797,5.01503,-11.4387,-15.828,0,0
2e+009,-3.13795,-64.1211,-1.89113,25.1234,13.9241,30.8361,15.8152,5.71273,-13.4205,-15.1303,0,0
2e+009,-3.02612,-61.2802,-0.895659,32.8491,13.0171,40.1243,13.9128,7.27519,-15.3229,-13.5679,0,0
2e+009,-3.06795,-59.0696,0.100721,-1.24043,12.1522,8.17707,12.0515,9.4175,-17.1842,-11.4256,0,0
2.5e+009,-11.9313,-169.894,-29.9417,27.4153,-0.824828,18.8876,29.1168,-8.52768,0,0,0,0
2.5e+009,-11.905,-170.009,-28.7449,-150.391,0.38172,-158.905,29.1266,-8.51458,0.00972688,0.0130989,0,0
2.5e+009,-11.9212,-169.917,-27.7634,-143.82,1.35711,-152.336,29.1205,-8.51542,0.00362097,0.0122588,0,0
2.5e+009,-11.9243,-169.854,-26.795,-44.9265,2.32296,-53.4567,29.118,-8.5302,0.00115126,-0.00251696,0,0
2.5e+009,-11.927,-169.909,-25.8184,-79.8753,3.30569,-88.4062,29.1241,-8.53086,0.00721825,-0.00317572,0,0
2.5e+009,-11.9271,-169.871,-24.863,60.7171,4.25662,52.2073,29.1196,-8.50977,0.00272545,0.0179095,0,0
2.5e+009,-11.9273,-169.84,-23.8469,67.3951,5.27532,58.8845,29.1223,-8.51055,0.00542024,0.0171266,0,0
2.5e+009,-11.9365,-169.728,-22.8682,-18.0242,6.25235,-26.5162,29.1206,-8.49197,0.00375443,0.0357109,0,0
2.5e+009,-11.9329,-169.65,-21.8692,-52.9278,7.25092,-61.4079,29.1201,-8.48008,0.00323816,0.0475992,0,0
2.5e+009,-11.9444,-169.514,-20.8779,46.2013,8.2417,37.72,29.1196,-8.48132,0.00270993,0.0463639,0,0
2.5e+009,-11.9533,-169.357,-19.8762,136.327,9.23776,127.869,29.1139,-8.45837,-0.00292273,0.0693102,0,0
2.5e+009,-11.9622,-169.184,-18.8764,-175.019,10.2339,176.522,29.1103,-8.45882,-0.00658209,0.0688569,0,0
2.5e+009,-11.9569,-168.985,-17.8786,49.0715,11.2231,40.6208,29.1017,-8.45065,-0.0151565,0.0770272,0,0
2.5e+009,-11.9681,-168.701,-16.8829,-77.8782,12.2053,-86.3359,29.0882,-8.45764,-0.0286853,0.0700417,0,0
2.5e+009,-11.9622,-168.368,-15.8874,155.188,13.1841,146.718,29.0715,-8.47032,-0.0453401,0.0573633,0,0
2.5e+009,-11.9513,-167.98,-14.8945,28.3055,14.1525,19.7891,29.047,-8.51638,-0.0698576,0.0112953,0,0
2.5e+009,-11.9304,-167.405,-13.8964,-98.5846,15.1108,-107.171,29.0073,-8.5866,-0.10957,-0.0589257,0,0
2.5e+009,-11.8896,-166.62,-12.8997,42.3391,16.0438,33.5767,28.9435,-8.76247,-0.173326,-0.234788,0,0
2.5e+009,-11.8083,-165.211,-11.9037,49.3699,16.9182,40.1783,28.8219,-9.19166,-0.29493,-0.663977,0,0
2.5e+009,-11.6133,-162.241,-10.9028,-77.4151,17.6642,-87.446,28.567,-10.0309,-0.549798,-1.5032,0,0
2.5e+009,-11.1848,-156.883,-9.91157,-28.6058,18.1954,-39.9057,28.107,-11.2999,-1.00989,-2.77222,0,0
2.5e+009,-10.3738,-148.606,-8.91543,-155.478,18.4677,-168.273,27.3832,-12.7946,-1.73368,-4.26696,0,0
2.5e+009,-9.26704,-137.545,-7.91688,-64.9213,18.5004,-79.2222,26.4173,-14.301,-2.69953,-5.77328,0,0
2.5e+009,-8.0473,-125.692,-6.92051,168.327,18.3367,152.209,25.2572,-16.1176,-3.85964,-7.58995,0,0
2.5e+009,-6.76199,-114.671,-5.9254,125.046,17.9242,106.512,23.8496,-18.5335,-5.26728,-10.0058,0,0
2.5e+009,-5.51727,-105.402,-4.93077,-93.8156,17.2097,-115.402,22.1405,-21.5862,-6.97636,-13.0586,0,0
2.5e+009,-4.48622,-98.9398,-3.9343,-128.149,16.252,-153.044,20.1863,-24.8948,-8.93053,-16.3671,0,0
2.5e+009,-3.80523,-94.8059,-2.94454,105.028,15.3117,77.5787,18.2563,-27.4488,-10.8606,-18.9211,0,0
2.5e+009,-3.42695,-92.1707,-1.95044,-155.48,14.5522,175.66,16.5027,-28.8601,-12.6142,-20.3325,0,0
2.5e+009,-3.2604,-90.4005,-0.95486,-148.341,13.9112,-177.916,14.866,-29.5751,-14.2508,-21.0474,0,0
2.5e+009,-3.24239,-88.937,0.042558,177.052,13.2981,147.334,13.2556,-29.7177,-15.8613,-21.19,0,0
3e+009,-13.0992,172.835,-29.9233,-145.287,-0.905046,-177.309,29.0182,-32.0223,0,0,0,0
3e+009,-13.1065,172.85,-28.7512,36.2157,0.263055,4.18747,29.0142,-32.0282,-0.00397894,-0.00590153,0,0
3e+009,-13.0973,172.76,-27.7859,42.3369,1.23446,10.3085,29.0203,-32.0283,0.00213093,-0.00599599,0,0
3e+009,-13.0922,172.819,-26.7998,140.644,2.2218,108.597,29.0216,-32.0466,0.00337887,-0.0243048,0,0
3e+009,-13.0988,172.893,-25.8307,105.172,3.19001,73.1406,29.0207,-32.0315,0.00248279,-0.00919524,0,0
3e+009,-13.1062,172.902,-24.8294,-114.681,4.19048,-146.707,29.0199,-32.0268,0.00167709,-0.00450381,0,0
3e+009,-13.1099,172.925,-23.8438,-108.649,5.17689,-140.65,29.0207,-32.0014,0.00248538,0.0209238,0,0
3e+009,-13.1191,173.037,-22.8508,165.396,6.1677,133.4,29.0185,-31.9957,0.000320974,0.0266413,0,0
3e+009,-13.1258,173.208,-21.8598,129.931,7.15623,97.9553,29.016,-31.9756,-0.00221796,0.0467619,0,0
3e+009,-13.1254,173.291,-20.8605,-131.472,8.15519,-163.45,29.0157,-31.9776,-0.0025342,0.0447113,0,0
3e+009,-13.1344,173.439,-19.867,-41.8191,9.14652,-73.7914,29.0135,-31.9723,-0.00473713,0.0500566,0,0
3e+009,-13.1401,173.664,-18.869,6.1948,10.1371,-25.7744,29.0061,-31.9692,-0.0121022,0.0531393,0,0
3e+009,-13.1492,173.88,-17.8708,-130.233,11.129,-162.189,28.9998,-31.9556,-0.0184196,0.0667514,0,0
3e+009,-13.161,174.211,-16.8728,102.303,12.1154,70.3276,28.9882,-31.9755,-0.0300322,0.0468151,0,0
3e+009,-13.1703,174.615,-15.8803,-25.192,13.0924,-57.196,28.9727,-32.004,-0.0455355,0.018347,0,0
3e+009,-13.1648,175.108,-14.8866,-152.615,14.0647,175.324,28.9512,-32.062,-0.0669708,-0.0396365,0,0
3e+009,-13.1618,175.771,-13.8895,79.9004,15.0278,47.7351,28.9172,-32.1653,-0.100963,-0.142983,0,0
3e+009,-13.1325,176.728,-12.8951,-139.665,15.967,-172.059,28.8621,-32.3946,-0.156126,-0.372229,0,0
3e+009,-13.0649,178.298,-11.9005,-133.137,16.8582,-166.076,28.7587,-32.9389,-0.259471,-0.916536,0,0
3e+009,-12.8959,-178.588,-10.9143,99.5245,17.629,65.3751,28.5433,-34.1494,-0.474866,-2.12704,0,0
3e+009,-12.4538,-173.224,-9.93961,147.804,18.1808,111.676,28.1204,-36.1283,-0.897828,-4.10592,0,0
3e+009,-11.5334,-166.497,-8.97102,20.483,18.4698,-17.7877,27.4408,-38.2708,-1.57736,-6.24842,0,0
3e+009,-10.2634,-158.431,-8.01741,110.507,18.5248,70.4179,26.5422,-40.0886,-2.47598,-8.06628,0,0
3e+009,-8.89016,-148.164,-7.07698,-16.7052,18.3742,-58.5876,25.4512,-41.8824,-3.56701,-9.86004,0,0
3e+009,-7.56183,-137.855,-6.13785,-60.523,18.0437,-104.672,24.1816,-44.1486,-4.83665,-12.1263,0,0
3e+009,-6.34137,-129.522,-5.18899,79.9907,17.5304,32.9322,22.7194,-47.0585,-6.29879,-15.0362,0,0
3e+009,-5.28265,-123.461,-4.23426,45.1222,16.8031,-4.91976,21.0374,-50.0419,-7.98085,-18.0196,0,0
3e+009,-4.40998,-118.783,-3.26828,-82.2133,15.8418,-134.729,19.1101,-52.516,-9.90809,-20.4937,0,0
3e+009,-3.79108,-115.023,-2.29031,16.7384,14.8403,-37.5884,17.1306,-54.3268,-11.8877,-22.3045,0,0
3e+009,-3.43465,-111.999,-1.30072,23.3494,14.0682,-31.9834,15.3689,-55.3328,-13.6493,-23.3104,0,0
3e+009,-3.2917,-109.646,-0.30662,-11.753,13.5168,-67.6124,13.8234,-55.8594,-15.1948,-23.8371,0,0
3.5e+009,-14.3938,158.225,-29.6333,124.232,-0.707913,71.6899,28.9254,-52.5425,0,0,0,0
3.5e+009,-14.3816,158.332,-28.6071,-51.3613,0.321454,-103.892,28.9285,-52.5303,0.00316987,0.0121332,0,0
3.5e+009,-14.3825,158.428,-27.6576,-42.7359,1.26814,-95.2536,28.9258,-52.5176,0.000388272,0.0248139,0,0
3.5e+009,-14.3803,158.474,-26.7134,58.1171,2.21665,5.60287,28.93,-52.5142,0.00466215,0.028253,0,0
3.5e+009,-14.3808,158.552,-25.7397,25.1848,3.18635,-27.3318,28.9261,-52.5166,0.000726817,0.0258721,0,0
3.5e+009,-14.3931,158.492,-24.7735,167.812,4.15338,115.301,28.9269,-52.5113,0.00151148,0.0312031,0,0
3.5e+009,-14.3983,158.559,-23.8011,176.465,5.12493,123.982,28.926,-52.483,0.000631054,0.0594165,0,0
3.5e+009,-14.3996,158.725,-22.822,93.0684,6.10427,40.5927,28.9263,-52.4756,0.000920925,0.0668307,0,0
3.5e+009,-14.3957,158.831,-21.8399,60.1429,7.08388,7.68018,28.9238,-52.4627,-0.00158865,0.0797761,0,0
3.5e+009,-14.4034,158.972,-20.8426,161.198,8.08028,108.752,28.9229,-52.4467,-0.00248784,0.0957963,0,0
3.5e+009,-14.4148,159.145,-19.8548,-106.575,9.06402,-159.023,28.9188,-52.4489,-0.00655228,0.0935552,0,0
3.5e+009,-14.4246,159.399,-18.863,-56.0887,10.0507,-108.512,28.9137,-52.4229,-0.0116334,0.119591,0,0
3.5e+009,-14.4295,159.707,-17.8704,169.978,11.0353,117.56,28.9058,-52.4179,-0.0196112,0.124528,0,0
3.5e+009,-14.4439,160.004,-16.8785,45.0767,12.0189,-7.3479,28.8973,-52.4246,-0.0280535,0.117894,0,0
3.5e+009,-14.4454,160.486,-15.8901,-79.9547,12.9929,-132.404,28.883,-52.4489,-0.04239,0.0936022,0,0
3.5e+009,-14.4533,160.939,-14.9004,155.095,13.9637,102.592,28.8641,-52.503,-0.0612463,0.0394559,0,0
3.5e+009,-14.4456,161.62,-13.9089,30.0162,14.9271,-22.5991,28.836,-52.6152,-0.0893306,-0.0727892,0,0
3.5e+009,-14.4273,162.562,-12.9153,172.83,15.874,119.976,28.7894,-52.8542,-0.136013,-0.311781,0,0
3.5e+009,-14.3645,164.125,-11.9185,-178.15,16.7775,128.342,28.6961,-53.5082,-0.229316,-0.9657,0,0
3.5e+009,-14.1549,167.403,-10.9194,56.8948,17.5669,2.0172,28.4863,-54.8776,-0.439062,-2.33519,0,0
3.5e+009,-13.6328,172.858,-9.921,107.507,18.1687,50.5735,28.0897,-56.9335,-0.835667,-4.39103,0,0
3.5e+009,-12.603,179.104,-8.94315,-17.4602,18.5195,-76.6297,27.4626,-59.1695,-1.46276,-6.62701,0,0
3.5e+009,-11.1022,-173.941,-7.96536,74.7612,18.6099,13.6617,26.5753,-61.0995,-2.35012,-8.55704,0,0
3.5e+009,-9.42466,-164.154,-6.99374,-50.2478,18.4278,-113.163,25.4215,-62.9148,-3.50388,-10.3724,0,0
3.5e+009,-7.89883,-153.838,-6.01897,-92.0211,18.081,-157.285,24.0999,-65.2639,-4.82545,-12.7214,0,0
3.5e+009,-6.63747,-145.615,-5.03956,50.55,17.635,-17.6281,22.6745,-68.1781,-6.25086,-15.6357,0,0
3.5e+009,-5.63549,-139.943,-4.0523,17.673,17.0752,-53.3779,21.1275,-71.051,-7.79785,-18.5085,0,0
3.5e+009,-4.8906,-136.446,-3.07032,-107.5,16.4318,179.215,19.5021,-73.2849,-9.42327,-20.7425,0,0
3.5e+009,-4.33822,-133.96,-2.08257,-6.52472,15.7773,-81.7482,17.8599,-75.2235,-11.0655,-22.681,0,0
3.5e+009,-3.95817,-131.931,-1.09156,2.19123,15.2199,-74.5631,16.3114,-76.7543,-12.6139,-24.2119,0,0
3.5e+009,-3.72865,-129.946,-0.100404,-30.7634,14.8117,-108.394,14.9121,-77.6305,-14.0133,-25.088,0,0
4e+009,-15.9206,147.445,-29.7334,74.0874,-0.879084,2.82446,28.8543,-71.2629,0,0,0,0
4e+009,-15.9249,147.506,-28.7362,-101.619,0.11768,-172.897,28.8539,-71.278,-0.000476069,-0.0150714,0,0
4e+009,-15.9438,147.623,-27.7756,-93.0811,1.07674,-164.335,28.8524,-71.2544,-0.00196804,0.00853939,0,0
4e+009,-15.9387,147.607,-26.8072,7.84408,2.04549,-63.4078,28.8527,-71.2519,-0.00163941,0.0110082,0,0
4e+009,-15.9444,147.77,-25.8429,-25.2036,3.01081,-96.4285,28.8537,-71.2249,-0.000630369,0.0379928,0,0
4e+009,-15.9367,147.685,-24.8713,117.369,3.98303,46.154,28.8544,-71.2148,2.79568e-005,0.0481151,0,0
4e+009,-15.9385,147.885,-23.8999,126.062,4.95459,54.8688,28.8545,-71.1936,0.00014703,0.0693342,0,0
4e+009,-15.9473,147.909,-22.9242,42.6073,5.92904,-28.5674,28.8532,-71.1747,-0.00108372,0.088198,0,0
4e+009,-15.9538,148.148,-21.9296,9.69514,6.91938,-61.4477,28.849,-71.1428,-0.00531609,0.120089,0,0
4e+009,-15.9475,148.309,-20.943,110.719,7.90619,39.5937,28.8492,-71.1258,-0.00514815,0.137151,0,0
4e+009,-15.9558,148.533,-19.9536,-157.114,8.89107,131.791,28.8447,-71.0942,-0.00965428,0.168679,0,0
4e+009,-15.9525,148.812,-18.9624,-106.64,9.87692,-177.704,28.8394,-71.0649,-0.0149619,0.198031,0,0
4e+009,-15.9625,149.171,-17.9668,119.358,10.8649,48.3163,28.8317,-71.0417,-0.0226673,0.221158,0,0
4e+009,-15.9601,149.54,-16.9725,-5.49789,11.8495,-76.5329,28.822,-71.035,-0.03235,0.227936,0,0
4e+009,-15.9671,150.036,-15.9808,-130.579,12.8279,158.374,28.8087,-71.0471,-0.0456757,0.215828,0,0
4e+009,-15.9626,150.604,-14.9884,104.456,13.8017,33.3502,28.7902,-71.1055,-0.0641557,0.15736,0,0
4e+009,-15.9468,151.257,-13.9945,-20.6014,14.7679,-91.8821,28.7624,-71.2807,-0.0918993,-0.0177638,0,0
4e+009,-15.9042,152.237,-12.9998,122.203,15.703,50.3377,28.7028,-71.865,-0.151494,-0.602114,0,0
4e+009,-15.734,154.511,-12.0005,131.176,16.5521,58.0138,28.5527,-73.162,-0.301683,-1.89913,0,0
4e+009,-15.3118,158.458,-10.9988,6.19227,17.2803,-68.7534,28.279,-74.9457,-0.575305,-3.68276,0,0
4e+009,-14.5038,163.384,-10.0112,56.6016,17.8378,-20.1753,27.849,-76.7769,-1.00532,-5.51397,0,0
4e+009,-13.2413,168.053,-9.03084,-68.4692,18.1938,-146.827,27.2247,-78.3575,-1.62968,-7.09462,0,0
4e+009,-11.692,172.761,-8.0486,23.5122,18.3476,-56.1151,26.3962,-79.6273,-2.4581,-8.36443,0,0
4e+009,-10.0799,179.766,-7.06103,-101.698,18.3083,177.637,25.3694,-80.6649,-3.48497,-9.40199,0,0
4e+009,-8.56192,-170.987,-6.06934,-143.673,18.0713,134.617,24.1407,-81.7103,-4.71364,-10.4474,0,0
4e+009,-7.2426,-162.088,-5.07447,-1.34528,17.6592,-84.4232,22.7337,-83.0779,-6.12062,-11.815,0,0
