!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September 01, 2025 15:44:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG),"Eq=kfac(S11,S21,S12,S22)"(DB),"Eq=kfac(S11,S21,S12,S22)"(DEG),"Eq=mu1(S11,S21,S12,S22)"(DB),"Eq=mu1(S11,S21,S12,S22)"(DEG),"Eq=mu2(S11,S21,S12,S22)"(DB),"Eq=mu2(S11,S21,S12,S22)"(DEG)
1014850000,-7.8790121,-65.740707,28.240711,136.72826,-44.193363,154.28027,-5.8522253,-155.44662,5.7498775,0,3.4525089,0,5.0193186,0
1056718750,-7.9145651,-74.115295,28.638023,128.2653,-43.65118,147.58571,-6.5020566,-164.52766,5.5404344,0,3.8904698,0,4.9853039,0
1098587500,-8.0023232,-81.325226,28.975208,120.40578,-43.15078,141.5961,-7.1637101,-173.81575,5.3423967,0,4.3322558,0,4.9232988,0
1140456250,-8.1370344,-87.648727,29.241615,112.84146,-42.665073,136.5273,-7.8209,176.72511,4.8982038,0,4.6189046,0,4.7351398,0
1182325000,-8.2990837,-93.302734,29.473522,105.75381,-42.263065,130.7379,-8.4607563,167.11807,4.7685165,0,5.1439586,0,4.8257389,0
1224193750,-8.4817429,-98.384918,29.643311,99.069046,-41.94104,125.75016,-9.0737076,157.42429,4.8913398,0,5.6184812,0,4.8687415,0
1266062500,-8.678462,-103.0104,29.792587,92.694801,-41.630424,121.13972,-9.653223,147.70107,4.6173801,0,5.9719214,0,4.7801509,0
1307931250,-8.877408,-107.24829,29.910038,86.802223,-41.328636,116.12553,-10.186602,137.98555,4.9132528,0,6.4859324,0,4.9724212,0
1349800000,-9.0787354,-111.15332,29.991549,81.096176,-41.084274,111.79285,-10.677165,128.31851,4.3940425,0,6.5171747,0,4.7840176,0
1391668750,-9.2801247,-114.76864,30.06848,75.797974,-40.903149,107.87785,-11.110586,118.75291,4.4527903,0,6.7712159,0,4.8649836,0
1433537500,-9.4747896,-118.16763,30.115677,70.786377,-40.712482,103.87321,-11.489485,109.33887,3.6999123,0,6.444694,0,4.4696555,0
1475406250,-9.6641016,-121.35892,30.167906,65.970505,-40.568226,100.30824,-11.803977,100.11722,3.9382353,0,6.6056871,0,4.6642871,0
1517275000,-9.8475847,-124.38888,30.194674,61.455673,-40.448929,97.177986,-12.062302,91.147072,4.1547465,0,6.7739744,0,4.8383498,0
1559143750,-10.021633,-127.27315,30.220528,57.071831,-40.346783,93.841934,-12.261186,82.434425,4.049891,0,6.4533744,0,4.7868776,0
1601012500,-10.188841,-130.02438,30.239075,52.958427,-40.22472,90.828995,-12.395219,74.026611,4.1471167,0,6.517642,0,4.9231668,0
1642881250,-10.351499,-132.66368,30.244213,48.975098,-40.134037,87.666428,-12.472335,65.986038,3.4203343,0,5.8067422,0,4.4963593,0
1684750000,-10.506153,-135.21477,30.262779,45.174,-40.031868,85.012886,-12.496095,58.323505,3.6745307,0,5.8418741,0,4.6735163,0
1726618750,-10.650174,-137.69508,30.255611,41.508865,-39.977024,82.54718,-12.472327,51.098648,3.9639387,0,5.8167853,0,4.8721743,0
1768487500,-10.790179,-140.10651,30.253836,37.974331,-39.875107,79.957832,-12.414113,44.266712,3.5129468,0,5.4615383,0,4.6613097,0
1810356250,-10.930806,-142.44844,30.250553,34.632751,-39.826263,77.724342,-12.32207,37.914566,3.7867558,0,5.4496622,0,4.8392243,0
1852225000,-11.063306,-144.74695,30.240265,31.340616,-39.821201,75.238396,-12.210065,31.968567,3.6089675,0,5.2061338,0,4.730248,0
1894093750,-11.192435,-146.97662,30.23562,28.218187,-39.745018,73.278534,-12.082587,26.471464,3.5771224,0,5.0277839,0,4.6813664,0
1935962500,-11.317996,-149.17401,30.219345,25.175491,-39.684559,71.026848,-11.952991,21.330364,3.4084752,0,4.8584023,0,4.6568489,0
1977831250,-11.439047,-151.35504,30.215498,22.204998,-39.622597,69.267418,-11.815356,16.551517,3.513731,0,4.9165707,0,4.8114657,0
2019700000,-11.560061,-153.47092,30.19762,19.400761,-39.62875,67.546913,-11.6875,12.099165,3.5972834,0,4.8075466,0,4.8238945,0
2061568750,-11.681499,-155.53885,30.189732,16.568136,-39.577496,65.504967,-11.557514,7.9258103,3.663204,0,4.8004327,0,4.9000006,0
2103437500,-11.798162,-157.62744,30.17882,13.909925,-39.488506,63.610531,-11.436333,4.0229983,3.1146116,0,4.2883778,0,4.4595394,0
2145306250,-11.907987,-159.66548,30.160364,11.234718,-39.473133,62.143078,-11.32035,0.33432001,3.0406311,0,4.1503491,0,4.4166551,0
2187175000,-12.020657,-161.64211,30.151405,8.7028418,-39.430656,60.585342,-11.216429,-3.1435494,3.8518145,0,4.7786708,0,5.1480098,0
2229043750,-12.132314,-163.64217,30.13209,6.2000623,-39.40044,59.03064,-11.121361,-6.4630733,3.1442785,0,4.1541033,0,4.5524073,0
2270912500,-12.243114,-165.57187,30.121941,3.755832,-39.331917,57.251457,-11.028042,-9.6332617,3.2580152,0,4.1981859,0,4.6459327,0
2312781250,-12.357034,-167.46219,30.105392,1.4252353,-39.272816,56.017303,-10.948307,-12.641418,3.3057547,0,4.1372609,0,4.6443048,0
2354650000,-12.464984,-169.34753,30.094,-0.92471188,-39.220688,54.930965,-10.877239,-15.554911,3.4764326,0,4.280117,0,4.8589993,0
2396518750,-12.572139,-171.18771,30.087103,-3.1720045,-39.152397,53.551411,-10.814631,-18.347544,3.0568023,0,3.9913187,0,4.6278305,0
2438387500,-12.685504,-173.0005,30.06686,-5.4420338,-39.092121,52.567177,-10.760805,-21.052517,2.8543003,0,3.7061915,0,4.3224239,0
2480256250,-12.791126,-174.82793,30.06608,-7.6326914,-39.087296,51.451393,-10.710799,-23.630367,3.2957442,0,4.0077395,0,4.6887293,0
2522125000,-12.892264,-176.59877,30.045135,-9.7753544,-39.087376,50.073708,-10.669299,-26.158926,3.2672191,0,3.9564955,0,4.696857,0
2563993750,-13.001008,-178.34396,30.037443,-11.915569,-39.000496,49.17461,-10.627113,-28.615345,3.2546029,0,3.9361656,0,4.6811647,0
2605862500,-13.112531,179.89552,30.022017,-13.946763,-39.006527,48.085682,-10.596515,-31.024035,2.7822461,0,3.5595496,0,4.3082938,0
2647731250,-13.21741,178.20387,30.010527,-16.027409,-38.980064,46.941521,-10.566232,-33.353748,2.7083685,0,3.4370549,0,4.1724644,0
2689600000,-13.329702,176.57765,30.000023,-18.029345,-38.929981,45.857964,-10.542625,-35.632484,2.8934596,0,3.5845666,0,4.3503976,0
2731468750,-13.438989,174.90727,29.979239,-20.008558,-38.881474,44.658909,-10.522897,-37.89196,2.8232076,0,3.5413346,0,4.3425083,0
2773337500,-13.536966,173.2691,29.974653,-21.987297,-38.891937,43.78117,-10.507046,-40.074223,2.9662282,0,3.5791054,0,4.388721,0
2815206250,-13.642584,171.70619,29.95919,-23.871002,-38.872375,42.686687,-10.499199,-42.23362,3.1294913,0,3.7009997,0,4.5618157,0
2857075000,-13.753065,170.14717,29.948704,-25.814692,-38.838749,41.589798,-10.493063,-44.358139,3.1510541,0,3.7739568,0,4.6931639,0
2898943750,-13.863465,168.60922,29.942636,-27.64748,-38.758621,40.5709,-10.493407,-46.442677,2.8233399,0,3.4375463,0,4.3020873,0
2940812500,-13.970763,167.12601,29.924044,-29.55303,-38.720379,39.358635,-10.493957,-48.529724,3.3351159,0,3.845793,0,4.8447309,0
2982681250,-14.078163,165.61195,29.920473,-31.35549,-38.741077,38.424324,-10.496402,-50.543896,3.0418792,0,3.6341195,0,4.5860362,0
3024550000,-14.177154,164.16798,29.903368,-33.176308,-38.705639,37.170349,-10.501923,-52.579269,2.8183122,0,3.4236333,0,4.3442698,0
3066418750,-14.288509,162.72049,29.896845,-34.984154,-38.682415,36.459579,-10.506516,-54.58157,3.0104258,0,3.6180353,0,4.6142015,0
3108287500,-14.404452,161.31184,29.884918,-36.728451,-38.651939,35.555176,-10.516558,-56.541306,3.3053381,0,3.8301663,0,4.8841448,0
3150156250,-14.513515,159.90239,29.874376,-38.492149,-38.636444,34.221352,-10.529003,-58.492107,2.771688,0,3.4236062,0,4.3708701,0
3192025000,-14.626958,158.54944,29.864697,-40.229851,-38.620014,32.980141,-10.545654,-60.424355,3.055315,0,3.6242862,0,4.6492224,0
3233893750,-14.742331,157.2034,29.850861,-41.916817,-38.571384,32.293316,-10.562078,-62.36924,2.4647188,0,3.1526706,0,4.0293627,0
3275762500,-14.859354,155.88466,29.847143,-43.613945,-38.55624,31.338196,-10.58492,-64.253456,2.9751127,0,3.6035256,0,4.6393209,0
3317631250,-14.973893,154.593,29.835073,-45.302429,-38.482834,30.351412,-10.608522,-66.151939,3.2088327,0,3.725085,0,4.8385525,0
3359500000,-15.092614,153.32254,29.827461,-46.988029,-38.441032,29.579163,-10.632951,-68.014931,2.4775572,0,3.1813257,0,4.1055312,0
3401368750,-15.21352,152.03429,29.819456,-48.613644,-38.433933,28.596716,-10.66272,-69.867477,2.7620587,0,3.3150144,0,4.260581,0
3443237500,-15.341011,150.77769,29.810198,-50.324245,-38.437042,27.808958,-10.689283,-71.692291,2.6346242,0,3.2940381,0,4.2803774,0
3485106250,-15.473301,149.5688,29.801352,-51.947899,-38.404099,27.154905,-10.719655,-73.516716,3.005971,0,3.6207345,0,4.721118,0
3526975000,-15.607776,148.36615,29.785227,-53.582111,-38.400352,26.378784,-10.752683,-75.353493,3.1694446,0,3.757807,0,4.9131074,0
3568843750,-15.74023,147.18935,29.776573,-55.190029,-38.356949,25.596235,-10.786471,-77.156067,2.733017,0,3.3604457,0,4.3460159,0
3610712500,-15.863873,145.99431,29.760015,-56.784809,-38.387932,24.723944,-10.821718,-78.961441,2.8768499,0,3.5004268,0,4.5631499,0
3652581250,-16.002148,144.82323,29.750849,-58.334938,-38.41721,24.07546,-10.857144,-80.735298,2.655371,0,3.3480878,0,4.3578367,0
3694450000,-16.153618,143.67998,29.740116,-59.862362,-38.414612,23.407608,-10.898204,-82.514023,2.7525361,0,3.407819,0,4.4383483,0
3736318750,-16.296961,142.52858,29.732719,-61.40929,-38.436783,22.784323,-10.941225,-84.261086,2.9812076,0,3.6202593,0,4.7453833,0
3778187500,-16.444296,141.44873,29.731756,-62.944313,-38.429028,21.702389,-10.987498,-86.015442,3.2817919,0,3.8494134,0,5.0941839,0
3820056250,-16.590025,140.26424,29.721067,-64.48175,-38.433624,20.747753,-11.031358,-87.769073,3.1254597,0,3.7295506,0,4.8989153,0
3861925000,-16.740934,139.18407,29.717976,-66.04364,-38.407841,20.029793,-11.076304,-89.521851,2.962805,0,3.6370964,0,4.7837811,0
3903793750,-16.906166,138.18486,29.707384,-67.562538,-38.39632,19.530588,-11.123209,-91.280716,2.7622676,0,3.4711559,0,4.5593319,0
3945662500,-17.066414,137.11256,29.700151,-69.094894,-38.433212,18.738209,-11.169853,-92.992859,3.0799785,0,3.7483389,0,4.915803,0
3987531250,-17.215435,136.0714,29.691683,-70.589851,-38.429352,17.785902,-11.222075,-94.71357,3.5949826,0,4.1460238,0,5.496316,0
4029400000,-17.379633,135.10297,29.682045,-72.104172,-38.462017,16.961664,-11.271061,-96.435951,3.4462812,0,4.0250926,0,5.3617539,0
4071268750,-17.554918,134.07143,29.673752,-73.565613,-38.497086,16.221746,-11.324154,-98.141281,2.9952943,0,3.7127845,0,4.8826799,0
4113137500,-17.717367,133.09389,29.667183,-75.066513,-38.513084,15.483523,-11.378091,-99.862404,2.9742634,0,3.7081821,0,4.8931661,0
4155006250,-17.888952,132.21187,29.656511,-76.552826,-38.475876,14.726643,-11.43241,-101.57082,2.9599018,0,3.7201242,0,4.9354367,0
4196875000,-18.06856,131.22916,29.647722,-78.01432,-38.463333,13.921398,-11.493164,-103.26943,2.9501421,0,3.7264316,0,4.9294448,0
4238743750,-18.235184,130.27301,29.63932,-79.480072,-38.473663,13.30235,-11.551122,-104.93776,3.2881477,0,3.997721,0,5.3155098,0
4280612500,-18.415953,129.38826,29.630419,-80.936272,-38.499611,12.316141,-11.61594,-106.61082,3.4823925,0,4.1392274,0,5.5028276,0
4322481250,-18.605663,128.51866,29.618999,-82.391785,-38.507008,11.842897,-11.680546,-108.30508,3.1148324,0,3.9281244,0,5.1889787,0
4364350000,-18.790693,127.64412,29.616375,-83.835197,-38.462204,11.018059,-11.741986,-109.97616,3.3348253,0,4.1047978,0,5.4810925,0
4406218750,-18.969275,126.85821,29.600225,-85.260925,-38.426456,10.308643,-11.809562,-111.65065,3.4828644,0,4.2098188,0,5.609282,0
4448087500,-19.176022,126.00384,29.596569,-86.691566,-38.421661,9.5100784,-11.875439,-113.32314,3.4628272,0,4.2310443,0,5.6188531,0
4489956250,-19.372711,125.14254,29.588512,-88.071129,-38.441196,8.6959391,-11.943398,-114.97269,3.098336,0,3.9587853,0,5.2854929,0
4531825000,-19.573858,124.45352,29.583349,-89.514442,-38.448063,7.9782596,-12.014666,-116.63087,3.2657914,0,4.1254888,0,5.4673557,0
4573693750,-19.784163,123.76665,29.576115,-90.891853,-38.46933,7.4907727,-12.086326,-118.28235,3.3720891,0,4.2109876,0,5.5666203,0
4615562500,-19.98057,122.98289,29.575151,-92.308136,-38.476807,6.8981519,-12.157939,-119.92458,3.393383,0,4.3143415,0,5.7570167,0
4657431250,-20.197786,122.32086,29.567165,-93.714027,-38.466545,6.1017127,-12.234431,-121.56197,3.4624057,0,4.3310881,0,5.7081704,0
4699300000,-20.425989,121.71242,29.562927,-95.111359,-38.495758,5.5011272,-12.308697,-123.23082,3.3038516,0,4.2392116,0,5.6411109,0
4741168750,-20.650946,121.16152,29.558525,-96.530098,-38.475281,4.9605007,-12.381476,-124.83925,3.2763128,0,4.2355409,0,5.6068587,0
4783037500,-20.858526,120.54533,29.554722,-97.915268,-38.454308,4.1794267,-12.462502,-126.50481,3.21982,0,4.2194595,0,5.6063704,0
4824906250,-21.093584,120.0366,29.54443,-99.335464,-38.445847,3.628669,-12.540284,-128.17081,3.5102057,0,4.4809084,0,5.9623704,0
4866775000,-21.320108,119.48146,29.542711,-100.70249,-38.489204,3.2247145,-12.623943,-129.79048,3.3279324,0,4.3774066,0,5.8308415,0
4908643750,-21.546761,119.00035,29.529455,-102.09955,-38.502941,2.6157053,-12.702573,-131.46185,3.4987113,0,4.5134497,0,5.991302,0
4950512500,-21.794447,118.61707,29.527016,-103.46191,-38.503376,2.0269144,-12.786943,-133.08328,3.6580126,0,4.6468182,0,6.1568046,0
4992381250,-22.039038,118.26321,29.51845,-104.81211,-38.50827,1.5224315,-12.865232,-134.75427,3.6459255,0,4.6940117,0,6.2535086,0
5034250000,-22.286987,117.85053,29.516615,-106.172,-38.528645,0.75336128,-12.949403,-136.36267,3.7619765,0,4.8253331,0,6.4334888,0
5076118750,-22.526703,117.60841,29.508511,-107.54242,-38.575577,0.38426054,-13.036197,-137.97887,3.3392849,0,4.4824858,0,5.9754219,0
5117987500,-22.774256,117.40315,29.507347,-108.90075,-38.632008,-0.16424151,-13.121549,-139.57925,3.4814854,0,4.6491194,0,6.1308699,0
5159856250,-23.025166,117.2199,29.503691,-110.25406,-38.674721,-0.6870777,-13.212645,-141.18704,3.6154478,0,4.7669153,0,6.320919,0
5201725000,-23.260759,117.12691,29.498482,-111.63074,-38.708652,-1.0290827,-13.302428,-142.80287,3.9178767,0,5.0370216,0,6.6919699,0
5243593750,-23.510727,117.18892,29.495569,-113.00245,-38.754795,-1.3933581,-13.393064,-144.40092,3.6928978,0,4.8893661,0,6.4702759,0
5285462500,-23.772297,117.22285,29.491205,-114.31065,-38.804501,-2.0996125,-13.490124,-146.00243,3.6397538,0,4.8922448,0,6.4615707,0
5327331250,-24.030504,117.36657,29.486851,-115.66562,-38.828255,-2.5938208,-13.584399,-147.57304,3.6944668,0,4.9669785,0,6.616714,0
5369200000,-24.281561,117.75059,29.486792,-116.98387,-38.859432,-2.8866906,-13.683502,-149.1619,3.9854941,0,5.2342248,0,6.9290938,0
5411068750,-24.5527,117.97741,29.484777,-118.33981,-38.896233,-3.2060347,-13.779644,-150.74205,4.1637883,0,5.3916378,0,7.1627216,0
5452937500,-24.804586,117.96473,29.487379,-119.65025,-39.003937,-3.7692327,-13.88223,-152.30142,4.2581921,0,5.4994321,0,7.3294678,0
5494806250,-25.060751,118.6464,29.487347,-121.00385,-39.07095,-4.192719,-13.984006,-153.84937,4.0092421,0,5.3614268,0,7.1059875,0
5536675000,-25.338993,119.17231,29.489435,-122.33453,-39.135262,-4.7597055,-14.088994,-155.34998,4.1768842,0,5.5059204,0,7.2705207,0
5578543750,-25.579388,119.75749,29.4895,-123.69462,-39.147297,-5.3557754,-14.195207,-156.87189,4.146379,0,5.5393558,0,7.3660426,0
5620412500,-25.796875,120.69767,29.488384,-125.0339,-39.200264,-5.8847299,-14.303848,-158.36201,4.3788385,0,5.7848001,0,7.6933584,0
5662281250,-26.052206,121.6348,29.490061,-126.39566,-39.26144,-6.4649372,-14.413217,-159.88306,4.1832519,0,5.6206059,0,7.4244404,0
5704150000,-26.255592,122.31342,29.491039,-127.72527,-39.34066,-6.662921,-14.527082,-161.36595,4.2579031,0,5.7544608,0,7.6043639,0
5746018750,-26.466007,123.42948,29.490183,-129.07967,-39.404575,-7.1988583,-14.644477,-162.87602,4.4441328,0,5.9152584,0,7.8438473,0
5787887500,-26.681723,124.7202,29.4884,-130.42574,-39.403801,-7.6268883,-14.762987,-164.38058,4.9780073,0,6.3547049,0,8.4756966,0
5829756250,-26.88386,125.81406,29.490475,-131.74973,-39.431297,-8.0000782,-14.887626,-165.82701,4.5622811,0,6.1283445,0,8.127224,0
5871625000,-27.039984,127.22614,29.495594,-133.06248,-39.483036,-8.2431822,-15.009508,-167.27493,4.6608953,0,6.229497,0,8.2873831,0
5913493750,-27.232027,128.83224,29.504215,-134.42632,-39.539158,-8.770999,-15.13779,-168.66037,4.2428265,0,5.936141,0,7.7952285,0
5955362500,-27.378836,130.20123,29.509687,-135.77548,-39.576683,-9.0881281,-15.272469,-170.06418,4.5633392,0,6.2571731,0,8.2641945,0
5997231250,-27.473501,131.65892,29.510801,-137.14648,-39.617943,-9.2349005,-15.402902,-171.4626,4.6102824,0,6.3382721,0,8.3892803,0
6039100000,-27.573135,133.41449,29.514751,-138.48546,-39.671749,-9.7152863,-15.540692,-172.80336,4.9037833,0,6.5823646,0,8.6353216,0
6080968750,-27.660151,134.74188,29.520571,-139.84863,-39.730453,-10.168009,-15.677452,-174.17326,4.9994507,0,6.7583985,0,8.9001207,0
6122837500,-27.698471,136.37878,29.526785,-141.20554,-39.781662,-10.582416,-15.820454,-175.47546,4.2799487,0,6.202323,0,8.0994177,0
6164706250,-27.730654,138.28674,29.527626,-142.56914,-39.782192,-10.625443,-15.973517,-176.83322,4.7627425,0,6.6473999,0,8.6727486,0
6206575000,-27.760389,139.66135,29.532522,-143.89253,-39.795811,-10.901607,-16.125956,-178.12352,4.8300338,0,6.7540956,0,8.8053608,0
6248443750,-27.731607,141.17801,29.544174,-145.23677,-39.815506,-11.091203,-16.283251,-179.39832,5.0683336,0,7.0157113,0,9.2250652,0
6290312500,-27.704483,142.88745,29.550983,-146.60216,-39.866646,-11.280789,-16.449718,179.35402,4.7612462,0,6.8288512,0,8.8465405,0
6332181250,-27.721704,144.36938,29.561926,-147.96149,-39.923981,-11.544662,-16.623697,178.18764,5.0308876,0,7.0843997,0,9.1344061,0
6374050000,-27.656221,145.74258,29.570988,-149.32483,-39.952286,-11.6917,-16.801607,177.04936,5.010191,0,7.1357708,0,9.2609415,0
6415918750,-27.604609,147.35495,29.586395,-150.75969,-39.957207,-11.968551,-16.987827,176.00401,5.1322551,0,7.2703476,0,9.3480864,0
6457787500,-27.53677,148.88565,29.590399,-152.14919,-39.971531,-12.222415,-17.17186,175.01375,5.2177162,0,7.4065742,0,9.5137243,0
6499656250,-27.444958,150.11104,29.599201,-153.58536,-40.030422,-12.526136,-17.369223,174.10988,5.034668,0,7.3316998,0,9.291316,0
6541525000,-27.330072,151.39952,29.606451,-154.95645,-40.067654,-12.801508,-17.572762,173.16869,4.787003,0,7.1881232,0,9.0685549,0
6583393750,-27.23773,152.5491,29.616707,-156.37999,-40.131348,-12.849673,-17.780386,172.29462,4.9654436,0,7.3917527,0,9.2862177,0
6625262500,-27.123817,153.55769,29.632908,-157.81093,-40.137688,-13.01612,-18.001862,171.56363,4.9752817,0,7.4997821,0,9.3528395,0
6667131250,-27.00115,154.51567,29.634361,-159.21887,-40.188259,-12.935462,-18.22106,170.92497,5.397543,0,7.9279008,0,9.9494324,0
6709000000,-26.877296,155.68637,29.643036,-160.65414,-40.272079,-13.2154,-18.441195,170.40845,5.0204282,0,7.6717482,0,9.4653397,0
6750868750,-26.758705,156.58485,29.65266,-162.05447,-40.30463,-13.426246,-18.683151,169.99004,4.9878712,0,7.7232742,0,9.4406137,0
6792737500,-26.629974,157.56065,29.662567,-163.46286,-40.315678,-13.509571,-18.935417,169.70267,5.2023954,0,7.9817133,0,9.7924204,0
6834606250,-26.478115,158.45503,29.679068,-164.92296,-40.356567,-13.533795,-19.182224,169.56316,5.0898113,0,7.9636612,0,9.6379128,0
6876475000,-26.343189,159.40356,29.689865,-166.4084,-40.407677,-13.843652,-19.430887,169.63808,5.2691846,0,8.197298,0,9.7670135,0
6918343750,-26.204733,160.20091,29.698811,-167.87474,-40.497803,-14.041386,-19.682287,169.86467,5.7121139,0,8.6201658,0,10.2114,0
6960212500,-26.042501,161.00151,29.707441,-169.31476,-40.549553,-14.206508,-19.933626,170.23256,5.132472,0,8.2479191,0,9.7243824,0
7002081250,-25.912895,161.68861,29.721853,-170.79295,-40.613266,-14.256988,-20.188168,170.77663,5.4378772,0,8.556448,0,9.917161,0
7043950000,-25.753811,162.21985,29.732122,-172.27077,-40.65258,-14.28379,-20.435333,171.43556,6.2026877,0,9.2847939,0,10.702905,0
7085818750,-25.58567,162.80051,29.746174,-173.77412,-40.740009,-14.295782,-20.659975,172.42047,5.4283428,0,8.7515001,0,9.9757061,0
7127687500,-25.451645,163.61536,29.758615,-175.28229,-40.800968,-14.455478,-20.882853,173.57901,5.2459865,0,8.6653004,0,9.7362785,0
7169556250,-25.321678,164.06036,29.770432,-176.81851,-40.856541,-14.38082,-21.086584,174.99751,5.7470307,0,9.1647577,0,10.147444,0
7211425000,-25.161388,164.53426,29.783051,-178.35927,-40.913712,-14.285405,-21.267059,176.58125,5.7005634,0,9.1961336,0,10.131292,0
7253293750,-25.008839,165.27078,29.793175,-179.9259,-40.948914,-14.396674,-21.413288,178.37729,6.0046701,0,9.5211515,0,10.398257,0
7295162500,-24.859888,165.7984,29.802168,178.49419,-40.945576,-14.125875,-21.538536,-179.75899,5.6264234,0,9.2493057,0,9.9332476,0
7337031250,-24.674736,166.09549,29.811882,176.93362,-41.01387,-14.305342,-21.611032,-177.83183,5.810123,0,9.4815016,0,10.107344,0
7378900000,-24.518967,166.67842,29.816893,175.31094,-41.047882,-14.652575,-21.666471,-175.66165,5.876936,0,9.5642214,0,10.167221,0
7420768750,-24.406109,166.90735,29.824291,173.71638,-41.056572,-14.568983,-21.689251,-173.46255,6.186933,0,9.8204842,0,10.356419,0
7462637500,-24.261675,167.03987,29.828714,172.13055,-41.086903,-14.411182,-21.659178,-171.20459,5.7644563,0,9.4496498,0,9.9346352,0
7504506250,-24.108185,167.45975,29.834623,170.5345,-41.154587,-14.297178,-21.588642,-168.87201,5.9034815,0,9.5366755,0,10.09057,0
