!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 15:45:54
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",32,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
1.5e+009,-8.29655,-106.685,-15.8532,-45.7694,12.2043,21.1342,28.0575,66.9035,-1.01686,1.90969,0,0
1.5e+009,-8.06489,-101.479,-14.8712,-37.4884,12.8733,30.0406,27.7445,67.529,-1.32983,2.53514,0,0
1.5e+009,-7.84842,-95.2061,-13.894,63.116,13.4684,130.928,27.3624,67.8115,-1.71197,2.81768,0,0
1.5e+009,-7.63654,-88.5109,-12.92,163.724,13.9976,-128.692,26.9175,67.5843,-2.15683,2.59045,0,0
1.5e+009,-7.3688,-81.3819,-11.9481,-146.238,14.4329,-79.2997,26.381,66.9379,-2.69341,1.944,0,0
1.5e+009,-7.00457,-74.0042,-10.9821,171.548,14.7494,-122.522,25.7316,65.9307,-3.34278,0.936797,0,0
1.5e+009,-6.54299,-66.6544,-10.0143,-138.287,14.9538,-73.6274,24.9682,64.6598,-4.10618,-0.33406,0,0
1.5e+009,-5.99582,-59.2049,-9.04995,137.905,15.0103,-158.987,24.0603,63.1074,-5.01407,-1.8865,0,0
1.5e+009,-5.35232,-51.7575,-8.08627,146.376,14.8747,-152.351,22.961,61.2734,-6.11338,-3.72041,0,0
1.5e+009,-4.62541,-44.8049,-7.12557,21.0283,14.5147,80.3669,21.6403,59.3385,-7.4341,-5.65531,0,0
1.5e+009,-3.9062,-39.0182,-6.16213,112.741,13.9983,170.725,20.1605,57.984,-8.9139,-7.00987,0,0
1.5e+009,-3.29787,-34.2317,-5.19854,-12.7075,13.4119,45.2182,18.6105,57.9257,-10.4639,-7.06815,0,0
1.5e+009,-2.84299,-29.9423,-4.23524,-4.36,12.837,54.8418,17.0722,59.2018,-12.0022,-5.79205,0,0
1.5e+009,-2.51437,-26.147,-3.26764,3.85062,12.2855,64.9222,15.5531,61.0715,-13.5213,-3.92232,0,0
1.5e+009,-2.32209,-23.067,-2.29292,-80.1721,11.8218,-17.3076,14.1147,62.8645,-14.9596,-2.12938,0,0
1.5e+009,-1.60394,-5.66761,-1.34776,61.3843,-4.03825,123.344,-2.69049,61.9594,-31.7649,-3.03441,0,0
1.5e+009,-1.86191,-4.55651,-0.345592,161.613,-5.64804,-135.239,-5.30245,63.148,-34.3768,-1.84587,0,0
1.5e+009,-2.182,-3.5988,0.66822,-98.0783,-6.85334,-33.4924,-7.52156,64.5859,-36.5959,-0.407972,0,0
2e+009,-10.9582,-142.45,-29.7827,-163.796,-0.65109,-141.659,29.1316,22.1362,0,0,0,0
2e+009,-10.9545,-142.395,-28.6138,-156.58,0.508159,-134.439,29.122,22.1414,-0.00959202,0.00524006,0,0
2e+009,-10.9295,-142.431,-27.6003,76.6396,1.51319,98.8055,29.1135,22.1658,-0.0181334,0.029633,0,0
2e+009,-10.9143,-142.272,-26.6308,-50.1657,2.46722,-28.0043,29.098,22.1614,-0.0335744,0.0251816,0,0
2e+009,-10.8835,-142.285,-25.6481,-176.88,3.4395,-154.668,29.0876,22.2114,-0.0439668,0.0751801,0,0
2e+009,-10.8652,-142.243,-24.6634,-35.6514,4.4089,-13.433,29.0723,22.2184,-0.0592429,0.0821801,0,0
2e+009,-10.817,-142.147,-23.6893,-162.44,5.35992,-140.203,29.0492,22.2365,-0.0823482,0.100351,0,0
2e+009,-10.7677,-142.064,-22.6861,-21.2596,6.33482,1.02966,29.0209,22.2892,-0.110718,0.15306,0,0
2e+009,-10.7193,-141.985,-21.6947,-55.578,7.29462,-33.2779,28.9893,22.3001,-0.14231,0.163904,0,0
2e+009,-10.6441,-141.877,-20.6956,-6.59894,8.24871,15.7445,28.9443,22.3434,-0.187257,0.207225,0,0
2e+009,-10.57,-141.679,-19.6937,84.157,9.19687,106.523,28.8906,22.3656,-0.241013,0.229398,0,0
2e+009,-10.4712,-141.335,-18.6945,40.928,10.1309,63.3281,28.8255,22.4001,-0.306123,0.263958,0,0
2e+009,-10.3568,-140.775,-17.698,-136.073,11.0462,-113.647,28.7441,22.4255,-0.387477,0.289319,0,0
2e+009,-10.2242,-139.884,-16.6956,97.5082,11.945,119.928,28.6406,22.4194,-0.49101,0.283207,0,0
2e+009,-10.073,-138.449,-15.6974,155.588,12.81,177.953,28.5074,22.3647,-0.624212,0.228499,0,0
2e+009,-9.89901,-135.948,-14.6988,163.153,13.6172,-174.734,28.316,22.1136,-0.815553,-0.0226135,0,0
2e+009,-9.69971,-131.723,-13.6996,-96.9449,14.3265,-75.5411,28.026,21.4039,-1.10558,-0.732323,0,0
2e+009,-9.41229,-125.765,-12.7043,2.88382,14.9021,23.0447,27.6065,20.1609,-1.52513,-1.97528,0,0
2e+009,-8.96805,-118.573,-11.7144,52.2332,15.3269,70.7373,27.0413,18.5041,-2.09025,-3.63213,0,0
2e+009,-8.33112,-110.251,-10.7264,9.36538,15.567,25.5955,26.2934,16.2301,-2.83815,-5.90608,0,0
2e+009,-7.44583,-100.998,-9.74443,58.9125,15.5529,72.5313,25.2973,13.6188,-3.83426,-8.51743,0,0
2e+009,-6.41882,-91.791,-8.7708,-25.5423,15.2953,-14.6294,24.0661,10.9129,-5.06547,-11.2232,0,0
2e+009,-5.37863,-83.6564,-7.79892,-17.71,14.8251,-9.85356,22.6241,7.85643,-6.50752,-14.2798,0,0
2e+009,-4.45333,-77.7321,-6.82325,-143.669,14.1973,-138.66,21.0206,5.00934,-8.111,-17.1268,0,0
2e+009,-3.71854,-73.7294,-5.83891,-52.5979,13.4682,-49.477,19.3071,3.12093,-9.82445,-19.0153,0,0
2e+009,-3.16402,-70.1561,-4.86169,-178.665,12.6932,-176.448,17.5549,2.21777,-11.5767,-19.9184,0,0
2e+009,-2.75013,-66.235,-3.88909,-170.866,11.9429,-168.045,15.8319,2.82126,-13.2996,-19.3149,0,0
2e+009,-2.43756,-62.5431,-2.91565,-163.252,11.2289,-158.793,14.1445,4.45893,-14.9871,-17.6773,0,0
2e+009,-2.23058,-59.5527,-1.93732,112.221,10.5805,118.567,12.5178,6.34541,-16.6138,-15.7908,0,0
2e+009,-1.73127,-38.0692,-1.10521,-106.123,-1.60842,-99.4556,-0.503216,6.66729,-29.6348,-15.4689,0,0
2e+009,-1.93933,-35.9898,-0.125711,-6.45749,-3.68863,1.51141,-3.56292,7.9689,-32.6945,-14.1673,0,0
2e+009,-2.23733,-34.3164,0.874042,93.3037,-5.36248,103.23,-6.23653,9.92587,-35.3681,-12.2103,0,0
2.5e+009,-12.1897,-163.766,-29.9578,30.5053,-0.956675,22.8384,29.0011,-7.66691,0,0,0,0
2.5e+009,-12.1812,-163.692,-28.8789,37.1142,0.119552,29.4884,28.9985,-7.6258,-0.00259196,0.0411095,0,0
2.5e+009,-12.1625,-163.652,-27.8093,-90.1301,1.18944,-97.7716,28.9987,-7.64146,-0.00237232,0.0254555,0,0
2.5e+009,-12.1473,-163.549,-26.8281,142.596,2.15674,134.97,28.9848,-7.62581,-0.016291,0.0411,0,0
2.5e+009,-12.1244,-163.502,-25.857,15.4609,3.12038,7.86667,28.9774,-7.59418,-0.0237062,0.07273,0,0
2.5e+009,-12.1035,-163.392,-24.8614,156.111,4.11267,148.555,28.9741,-7.55557,-0.0270367,0.111338,0,0
2.5e+009,-12.0732,-163.291,-23.8948,28.8969,5.06062,21.3449,28.9554,-7.55204,-0.045642,0.114876,0,0
2.5e+009,-12.0394,-163.169,-22.8924,169.663,6.0485,162.14,28.9409,-7.52339,-0.0602205,0.143528,0,0
2.5e+009,-11.9999,-163.04,-21.8852,134.729,7.03414,127.234,28.9193,-7.49424,-0.0817541,0.172674,0,0
2.5e+009,-11.9571,-162.856,-20.8968,-176.669,7.99667,175.839,28.8935,-7.49217,-0.107569,0.17474,0,0
2.5e+009,-11.8961,-162.656,-19.893,-86.4821,8.96608,-93.9534,28.8591,-7.47122,-0.142001,0.195689,0,0
2.5e+009,-11.8266,-162.394,-18.8944,-130.244,9.92532,-137.728,28.8197,-7.4835,-0.181387,0.18341,0,0
2.5e+009,-11.7381,-161.993,-17.8897,52.2701,10.8767,44.7619,28.7663,-7.50818,-0.234749,0.158731,0,0
2.5e+009,-11.6331,-161.418,-16.8983,-74.688,11.7977,-82.2762,28.696,-7.5882,-0.305111,0.0787103,0,0
2.5e+009,-11.5095,-160.59,-15.9015,-17.1289,12.7062,-24.8722,28.6077,-7.74323,-0.393401,-0.0763207,0,0
2.5e+009,-11.3762,-159.192,-14.9059,-10.1332,13.58,-18.2266,28.4859,-8.09341,-0.515214,-0.426498,0,0
2.5e+009,-11.2051,-156.741,-13.911,89.1753,14.3851,80.3561,28.2961,-8.81919,-0.705018,-1.15228,0,0
2.5e+009,-10.965,-152.532,-12.9142,-171.598,15.0638,178.187,27.978,-10.2153,-1.02306,-2.54835,0,0
2.5e+009,-10.526,-146.433,-11.9165,-122.812,15.5643,-135.284,27.4808,-12.472,-1.52031,-4.80512,0,0
2.5e+009,-9.77301,-138.817,-10.9164,-166.321,15.8244,178.02,26.7409,-15.6587,-2.26021,-7.99174,0,0
2.5e+009,-8.71699,-130.937,-9.92555,-117.429,15.8493,-136.389,25.7749,-18.9595,-3.22622,-11.2926,0,0
2.5e+009,-7.4986,-122.616,-8.93211,157.438,15.6571,135.769,24.5892,-21.6682,-4.4119,-14.0013,0,0
2.5e+009,-6.30175,-114.497,-7.93986,164.61,15.2606,140.486,23.2005,-24.124,-5.80064,-16.4571,0,0
2.5e+009,-5.24135,-107.651,-6.94829,37.9811,14.6657,11.4104,21.614,-26.5707,-7.38707,-18.9038,0,0
2.5e+009,-4.38674,-102.433,-5.95482,128.504,13.926,99.6034,19.8808,-28.9008,-9.12028,-21.2339,0,0
2.5e+009,-3.73727,-97.9526,-4.95931,1.80189,13.1289,-29.2379,18.0882,-31.0398,-10.9129,-23.3729,0,0
2.5e+009,-3.30922,-94.686,-3.96366,9.11413,12.4875,-23.1089,16.4512,-32.223,-12.5499,-24.5561,0,0
2.5e+009,-3.01216,-92.2028,-2.97656,16.1206,11.9501,-16.6082,14.9267,-32.7288,-14.0744,-25.0618,0,0
2.5e+009,-2.78994,-89.9276,-1.98613,-68.941,11.4599,-101.709,13.446,-32.7683,-15.5551,-25.1014,0,0
2.5e+009,-2.63896,-87.5324,-0.99483,72.14,11.0458,39.9169,12.0406,-32.2231,-16.9604,-24.5562,0,0
2.5e+009,-2.59509,-84.8897,-5.38431e-005,171.437,10.7,140.296,10.7,-31.1404,-18.301,-23.4735,0,0
2.5e+009,-2.70331,-82.0927,0.993783,-89.2388,10.3952,-119.054,9.40143,-29.8153,-19.5997,-22.1484,0,0
3e+009,-13.3433,178.842,-30.0009,-142.612,-1.10321,-174.005,28.8977,-31.3929,0,0,0,0
3e+009,-13.3407,178.921,-28.8636,-136.566,0.0347538,-167.952,28.8984,-31.3866,0.000691618,0.00628072,0,0
3e+009,-13.3169,179.007,-27.841,95.5289,1.05568,64.1692,28.8966,-31.3597,-0.0010221,0.0331679,0,0
3e+009,-13.3145,179.118,-26.8722,-32.1973,2.01577,-63.5443,28.8879,-31.347,-0.00971655,0.0459559,0,0
3e+009,-13.2955,179.106,-25.868,-159.83,3.01809,168.838,28.8861,-31.3323,-0.0115961,0.0606416,0,0
3e+009,-13.2805,179.252,-24.8773,-19.7823,3.99933,-51.0812,28.8766,-31.2989,-0.0210312,0.0940333,0,0
3e+009,-13.2579,179.36,-23.8833,-147.516,4.98362,-178.801,28.8669,-31.2841,-0.0307357,0.108765,0,0
3e+009,-13.2247,179.56,-22.8897,-7.23983,5.96514,-38.4948,28.8549,-31.2549,-0.0428072,0.137966,0,0
3e+009,-13.1988,179.697,-21.8948,-42.7914,6.94391,-74.0228,28.8387,-31.2314,-0.0589348,0.161474,0,0
3e+009,-13.1429,179.945,-20.9,5.26095,7.92115,-25.9483,28.8212,-31.2092,-0.0764812,0.183655,0,0
3e+009,-13.1019,-179.722,-19.8999,94.8894,8.8901,63.6885,28.79,-31.2009,-0.107668,0.192017,0,0
3e+009,-13.0365,-179.38,-18.903,50.6132,9.85604,19.3919,28.759,-31.2214,-0.138643,0.171539,0,0
3e+009,-12.9596,-178.892,-17.903,-127.426,10.8108,-158.692,28.7139,-31.2663,-0.183795,0.126654,0,0
3e+009,-12.8617,-178.212,-16.9086,105.071,11.7457,73.6934,28.6543,-31.3772,-0.243402,0.0157008,0,0
3e+009,-12.7432,-177.327,-15.9167,162.122,12.6618,130.53,28.5784,-31.5926,-0.319228,-0.199702,0,0
3e+009,-12.6042,-175.885,-14.9265,168.636,13.5406,136.599,28.4672,-32.0375,-0.430485,-0.644628,0,0
3e+009,-12.4093,-173.403,-13.9383,-92.6778,14.351,-125.645,28.2892,-32.9673,-0.608428,-1.57437,0,0
3e+009,-12.1086,-169.168,-12.9548,6.01979,15.0291,-28.8011,27.9838,-34.8209,-0.913843,-3.42795,0,0
3e+009,-11.5493,-163.077,-11.9767,54.3749,15.4981,16.507,27.4748,-37.8679,-1.42288,-6.47501,0,0
3e+009,-10.6507,-156.637,-11.0089,10.3052,15.725,-31.2877,26.7339,-41.5929,-2.16378,-10.2,0,0
3e+009,-9.55523,-151.312,-10.0505,58.7587,15.7861,13.7228,25.8367,-45.0359,-3.061,-13.643,0,0
3e+009,-8.38102,-145.643,-9.09974,-26.919,15.7062,-74.6999,24.8059,-47.7809,-4.09173,-16.388,0,0
3e+009,-7.21354,-138.872,-8.15655,-20.2973,15.4415,-70.4911,23.598,-50.1938,-5.29962,-18.8009,0,0
3e+009,-6.17374,-132.704,-7.20629,-147.5,15.0157,159.774,22.222,-52.7259,-6.67563,-21.333,0,0
3e+009,-5.30529,-127.809,-6.24643,-57.4897,14.482,-112.786,20.7284,-55.2958,-8.16922,-23.9029,0,0
3e+009,-4.59554,-123.97,-5.27595,175.256,13.8425,117.978,19.1184,-57.2772,-9.77921,-25.8843,0,0
3e+009,-4.00558,-120.213,-4.30507,-177.96,13.0869,123.478,17.392,-58.5617,-11.5057,-27.1687,0,0
3e+009,-3.55804,-116.44,-3.32904,-171.476,12.3842,129.179,15.7133,-59.3449,-13.1844,-27.952,0,0
3e+009,-3.25696,-113.18,-2.348,102.917,11.8511,42.9542,14.1991,-59.9626,-14.6986,-28.5697,0,0
3e+009,-3.04462,-110.237,-1.36349,-116.625,11.4441,-177.095,12.8076,-60.4706,-16.0901,-29.0777,0,0
3e+009,-2.71726,-96.0768,-0.408524,-18.0949,8.21656,-78.5279,8.62508,-60.4331,-20.2726,-29.0402,0,0
3e+009,-2.21431,-80.5279,0.543083,80.3561,1.19344,19.6069,0.650356,-60.7492,-28.2473,-29.3563,0,0
3.5e+009,-14.5395,164.971,-29.6953,128.194,-0.899518,76.122,28.7958,-52.072,0,0,0,0
3.5e+009,-14.5293,165.003,-28.6749,137.035,0.125368,84.9738,28.8003,-52.0617,0.00448941,0.0103127,0,0
3.5e+009,-14.5404,165.085,-27.7203,11.6853,1.07796,-40.3488,28.7983,-52.0341,0.00255005,0.0378718,0,0
3.5e+009,-14.5194,165.249,-26.7419,-113.429,2.04733,-165.442,28.7893,-52.0126,-0.00649524,0.0593663,0,0
3.5e+009,-14.5019,165.209,-25.772,121.488,3.02014,69.4979,28.7922,-51.9897,-0.00359446,0.0822763,0,0
3.5e+009,-14.4861,165.33,-24.8039,-96.0022,3.97899,-147.997,28.7829,-51.9952,-0.0128483,0.0767237,0,0
3.5e+009,-14.4617,165.521,-23.8292,138.897,4.94683,86.9492,28.776,-51.9482,-0.0197703,0.123808,0,0
3.5e+009,-14.4414,165.663,-22.8436,-78.2744,5.9236,-130.195,28.7672,-51.9208,-0.0285907,0.151189,0,0
3.5e+009,-14.4078,165.925,-21.8577,-111.251,6.89925,-163.153,28.7569,-51.9014,-0.0388168,0.170598,0,0
3.5e+009,-14.3704,166.245,-20.8661,-60.8098,7.87137,-112.677,28.7375,-51.8676,-0.0582513,0.204347,0,0
3.5e+009,-14.3232,166.565,-19.8745,31.3608,8.84407,-20.5028,28.7186,-51.8636,-0.0771652,0.208417,0,0
3.5e+009,-14.2677,166.979,-18.8875,-10.3383,9.80621,-62.2121,28.6937,-51.8738,-0.102076,0.198177,0,0
3.5e+009,-14.191,167.551,-17.8933,174.132,10.7642,122.226,28.6574,-51.9064,-0.138355,0.16559,0,0
3.5e+009,-14.1033,168.14,-16.9001,49.1,11.712,-2.91108,28.6121,-52.011,-0.183656,0.0609313,0,0
3.5e+009,-13.981,169.071,-15.9144,108.625,12.6331,56.4039,28.5475,-52.2213,-0.248229,-0.149344,0,0
3.5e+009,-13.8398,170.311,-14.9254,117.569,13.5303,64.9277,28.4557,-52.6417,-0.340053,-0.569687,0,0
3.5e+009,-13.6377,172.414,-13.9374,-141.33,14.3662,165.09,28.3036,-53.5799,-0.49214,-1.50792,0,0
3.5e+009,-13.288,176.399,-12.9466,-40.2312,15.065,-95.7732,28.0117,-55.542,-0.784086,-3.47001,0,0
3.5e+009,-12.6336,-177.374,-11.9554,10.4804,15.5597,-48.3546,27.5151,-58.835,-1.28066,-6.76305,0,0
3.5e+009,-11.6469,-170.989,-10.9633,-31.2606,15.8489,-94.2199,26.8121,-62.9594,-1.98363,-10.8874,0,0
3.5e+009,-10.4335,-166.188,-9.97211,19.5014,15.9598,-47.3021,25.9319,-66.8035,-2.86386,-14.7316,0,0
3.5e+009,-9.12248,-161.787,-9.00168,-63.9331,15.9218,-133.78,24.9235,-69.8471,-3.87231,-17.7751,0,0
3.5e+009,-7.80038,-155.725,-8.0326,-55.1407,15.7111,-127.727,23.7437,-72.5867,-5.05208,-20.5148,0,0
3.5e+009,-6.6702,-149.86,-7.06084,179.7,15.3541,104.651,22.415,-75.049,-6.38077,-22.977,0,0
3.5e+009,-5.79375,-145.485,-6.08102,-88.0615,14.8972,-164.973,20.9782,-76.9115,-7.81758,-24.8395,0,0
3.5e+009,-5.10711,-141.912,-5.0951,146.73,14.3515,68.5601,19.4466,-78.1701,-9.34916,-26.0981,0,0
3.5e+009,-4.55986,-138.578,-4.10308,155.638,13.7663,76.5635,17.8694,-79.0749,-10.9264,-27.003,0,0
3.5e+009,-4.1378,-135.377,-3.12002,164.226,13.2592,84.5539,16.3792,-79.6716,-12.4166,-27.5996,0,0
3.5e+009,-3.82082,-132.23,-2.13507,80.7272,12.8907,0.749689,15.0257,-79.9775,-13.77,-27.9056,0,0
3.5e+009,-3.58715,-129.101,-1.14969,-136.726,12.6487,143.123,13.7984,-80.1504,-14.9974,-28.0784,0,0
3.5e+009,-3.41497,-125.909,-0.167876,-35.9412,12.5102,-116.202,12.6781,-80.261,-16.1177,-28.189,0,0
3.5e+009,-3.30567,-122.671,0.806684,64.8523,12.4347,-15.4931,11.628,-80.3454,-17.1677,-28.2734,0,0
4e+009,-15.934,154.726,-29.7905,77.7954,-1.07169,6.90416,28.7188,-70.8913,0,0,0,0
4e+009,-15.9372,154.791,-28.7788,86.4312,-0.0607998,15.5804,28.718,-70.8509,-0.000742991,0.0403841,0,0
4e+009,-15.9239,154.84,-27.8223,-38.8663,0.894351,-109.712,28.7167,-70.8454,-0.00209157,0.0458191,0,0
4e+009,-15.916,154.828,-26.8523,-164.029,1.86015,125.124,28.7125,-70.8467,-0.00630548,0.044584,0,0
4e+009,-15.9155,154.976,-25.8771,70.818,2.83194,0.0263009,28.709,-70.7917,-0.00977103,0.0995487,0,0
4e+009,-15.8873,155.183,-24.9028,-146.719,3.80314,142.522,28.706,-70.7585,-0.0127995,0.132751,0,0
4e+009,-15.858,155.301,-23.928,88.1863,4.77378,17.4698,28.7018,-70.7165,-0.0169537,0.174804,0,0
4e+009,-15.8529,155.491,-22.9394,-129.082,5.7567,160.24,28.6961,-70.6783,-0.0226736,0.212934,0,0
4e+009,-15.8194,155.766,-21.9583,-162.057,6.72895,127.306,28.6872,-70.6362,-0.0315523,0.255028,0,0
4e+009,-15.7824,156.073,-20.9637,-111.562,7.71131,177.836,28.675,-70.6024,-0.0437346,0.288903,0,0
4e+009,-15.7385,156.37,-19.9745,-19.5157,8.68359,-90.069,28.6581,-70.5533,-0.0606425,0.337976,0,0
4e+009,-15.6725,156.801,-18.983,-61.1917,9.65554,-131.734,28.6385,-70.5425,-0.080259,0.34879,0,0
4e+009,-15.6002,157.343,-17.9865,123.277,10.6198,52.7132,28.6062,-70.5639,-0.112536,0.327328,0,0
4e+009,-15.4995,157.918,-16.9957,-1.80851,11.5722,-72.4701,28.5678,-70.6616,-0.150918,0.229699,0,0
4e+009,-15.3848,158.596,-16.0044,57.6846,12.5119,-13.2109,28.5163,-70.8955,-0.202439,-0.00422848,0,0
4e+009,-15.2189,159.548,-15.0147,66.633,13.4149,-4.83917,28.4296,-71.4722,-0.289169,-0.580897,0,0
4e+009,-14.9257,161.511,-14.0226,167.649,14.2303,94.9577,28.2529,-72.6911,-0.465861,-1.79982,0,0
4e+009,-14.3543,165.565,-13.0288,-91.3535,14.8803,-166.25,27.9091,-74.8968,-0.809631,-4.00557,0,0
4e+009,-13.4639,171.065,-12.0341,-40.7618,15.3369,-118.845,27.371,-78.0834,-1.3478,-7.19216,0,0
4e+009,-12.3413,175.984,-11.036,-82.5959,15.6214,-164.231,26.6575,-81.6346,-2.06127,-10.7434,0,0
