!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September 01, 2025 15:45:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG),"Eq=kfac(S11,S21,S12,S22)"(DB),"Eq=kfac(S11,S21,S12,S22)"(DEG),"Eq=mu1(S11,S21,S12,S22)"(DB),"Eq=mu1(S11,S21,S12,S22)"(DEG),"Eq=mu2(S11,S21,S12,S22)"(DB),"Eq=mu2(S11,S21,S12,S22)"(DEG)
596162500,-5.7174969,109.99826,15.084517,-101.77019,-51.640469,-95.585442,-1.3303393,-77.840157,14.979569,0,0.66092765,0,7.8719187,0
638031250,-6.066617,89.354126,17.584934,-116.99304,-50.489029,-118.33112,-1.5920253,-84.516273,10.456229,0,0.695728,0,6.7178731,0
679900000,-6.4019012,69.085861,19.539734,-131.52711,-49.478088,-136.14235,-1.8869302,-91.359329,9.4874258,0,0.86143023,0,6.4005966,0
721768750,-6.7171102,49.369743,21.125723,-145.27365,-48.691967,-150.85855,-2.1916046,-98.295685,9.4312181,0,1.0999693,0,6.4072709,0
763637500,-7.0014281,30.285305,22.457928,-158.04878,-47.991634,-160.93597,-2.5424027,-106.03235,7.3888068,0,1.2777559,0,5.891686,0
805506250,-7.2473559,12.038399,23.55773,-170.03203,-46.968616,-169.25441,-2.9761813,-113.87621,7.8339791,0,1.6033918,0,5.6326118,0
847375000,-7.4365258,-5.0732179,24.504545,178.61932,-46.217487,-177.47986,-3.4619401,-121.90149,7.0526214,0,1.8864533,0,5.3367929,0
889243750,-7.5499396,-20.783665,25.317528,168.10754,-45.440552,175.61905,-3.9925697,-130.12938,7.404171,0,2.3005767,0,5.0838423,0
931112500,-7.5856676,-34.714333,25.990582,157.92,-44.598583,168.507,-4.5646009,-138.56441,6.3489628,0,2.6063221,0,5.0117798,0
972981250,-7.5769167,-46.636482,26.587885,148.40349,-43.875591,160.26332,-5.1675653,-147.23483,6.6903124,0,3.1135223,0,4.959208,0
1014850000,-7.5766907,-56.652832,27.067808,139.43318,-43.361717,153.88213,-5.8016424,-156.12798,6.4231281,0,3.5276046,0,4.8827701,0
1056718750,-7.6193314,-65.118919,27.485159,130.81496,-42.860794,148.00983,-6.4502912,-165.24036,5.6169791,0,3.8653743,0,4.7394123,0
1098587500,-7.7082,-72.399193,27.831604,122.82672,-42.381954,141.9749,-7.1069388,-174.55768,5.0842071,0,4.2001991,0,4.6112432,0
1140456250,-7.8371391,-78.779533,28.10817,115.12241,-42.036667,136.05103,-7.7542663,175.96085,5.5519853,0,4.8864541,0,4.8086553,0
1182325000,-7.9904094,-84.447426,28.348473,107.93735,-41.641262,130.56569,-8.3898783,166.36969,5.3124332,0,5.2362795,0,4.732357,0
1224193750,-8.1633644,-89.511505,28.526503,101.13026,-41.335117,125.29121,-9.0007267,156.71417,5.3863487,0,5.834795,0,4.8848343,0
1266062500,-8.3502483,-94.109177,28.681625,94.678101,-41.025982,120.71193,-9.5730362,147.01102,5.2337399,0,6.2372918,0,4.8700318,0
1307931250,-8.539938,-98.312607,28.799534,88.701637,-40.796764,116.01347,-10.106256,137.36064,4.8821235,0,6.4470615,0,4.7991037,0
1349800000,-8.727457,-102.18476,28.884172,82.918724,-40.517563,111.97186,-10.591011,127.7609,4.8032012,0,6.7562385,0,4.7966437,0
1391668750,-8.9196033,-105.74575,28.967468,77.567039,-40.300987,107.95493,-11.023469,118.29503,4.3107796,0,6.7168422,0,4.6057744,0
1433537500,-9.1018028,-109.08045,29.0151,72.48745,-40.113811,103.98651,-11.398818,108.98851,4.5774779,0,7.0531373,0,4.80654,0
1475406250,-9.2773056,-112.20437,29.070122,67.61364,-39.997856,100.30122,-11.714342,99.86692,4.358861,0,6.9693775,0,4.7556734,0
1517275000,-9.4452753,-115.13765,29.096144,63.050037,-39.81435,96.834694,-11.965402,91.007515,4.0534582,0,6.8071151,0,4.6184916,0
1559143750,-9.6075783,-117.92559,29.123117,58.628944,-39.689342,93.594421,-12.160038,82.432281,4.3302121,0,6.9328971,0,4.8394113,0
1601012500,-9.761672,-120.58796,29.143787,54.477566,-39.534218,90.43042,-12.29688,74.164528,4.4934006,0,6.9136934,0,4.9974761,0
1642881250,-9.9088297,-123.15112,29.15107,50.437084,-39.39912,87.274628,-12.375263,66.256729,4.2868032,0,6.6150818,0,4.9119215,0
1684750000,-10.05001,-125.6205,29.169508,46.618748,-39.297939,84.194275,-12.40709,58.716724,3.7831876,0,6.0848799,0,4.6178217,0
1726618750,-10.184928,-128.00301,29.164228,42.915321,-39.184231,81.554474,-12.38814,51.620579,4.2369289,0,6.3439522,0,5.0189662,0
1768487500,-10.314326,-130.31557,29.16531,39.350155,-39.134495,79.051605,-12.334575,44.921398,3.6715727,0,5.8032784,0,4.6819525,0
1810356250,-10.437995,-132.57687,29.166092,35.980717,-39.083626,76.785706,-12.244655,38.682472,3.9431727,0,5.8172297,0,4.8747039,0
1852225000,-10.556872,-134.77083,29.159962,32.652107,-39.049305,74.565109,-12.143682,32.860916,3.4217167,0,5.2906179,0,4.5575948,0
1894093750,-10.675415,-136.92278,29.158268,29.508661,-38.996883,72.544289,-12.022426,27.446594,3.9070637,0,5.6450462,0,4.9886932,0
1935962500,-10.789993,-139.03532,29.144394,26.428492,-38.956974,70.596481,-11.894916,22.395342,3.4864697,0,5.1375117,0,4.6635232,0
1977831250,-10.901933,-141.10687,29.146076,23.428154,-38.854637,68.699158,-11.766487,17.712744,3.5596499,0,5.1623507,0,4.7979746,0
2019700000,-11.00946,-143.12122,29.131857,20.590664,-38.809071,66.785133,-11.638731,13.325918,3.6339052,0,5.1406431,0,4.8961716,0
2061568750,-11.120899,-145.093,29.127502,17.730421,-38.742065,64.876236,-11.513893,9.2253513,3.3532927,0,4.7923479,0,4.6758046,0
2103437500,-11.223443,-147.05429,29.120087,15.055221,-38.660877,63.087364,-11.397953,5.3773508,3.6831474,0,4.9735603,0,4.9355445,0
2145306250,-11.325761,-148.95917,29.102894,12.347044,-38.653442,61.512821,-11.287419,1.7304444,3.9026139,0,5.0324359,0,5.1376143,0
2187175000,-11.431137,-150.81593,29.095894,9.7997541,-38.613735,59.956078,-11.186614,-1.6750928,3.9078915,0,4.9869494,0,5.1223397,0
2229043750,-11.537404,-152.68654,29.07564,7.2627163,-38.596806,58.549046,-11.097441,-4.9409814,3.3760538,0,4.5238714,0,4.7573133,0
2270912500,-11.634643,-154.47861,29.070108,4.8108649,-38.572582,57.12587,-11.009636,-8.0618172,3.804574,0,4.8008733,0,5.1179256,0
2312781250,-11.733907,-156.24399,29.053015,2.4477813,-38.582382,55.581299,-10.931288,-11.024997,3.1867161,0,4.3153324,0,4.693944,0
2354650000,-11.833276,-158.01187,29.042696,0.081033237,-38.571571,54.128193,-10.861795,-13.91102,3.7036405,0,4.6442924,0,5.0980797,0
2396518750,-11.929482,-159.74294,29.037645,-2.1928289,-38.537239,52.984295,-10.796337,-16.624731,2.9768736,0,4.0613074,0,4.5389395,0
2438387500,-12.027641,-161.42282,29.019205,-4.4818478,-38.526611,51.792641,-10.743007,-19.294601,3.2326829,0,4.2850051,0,4.8360515,0
2480256250,-12.126052,-163.12151,29.019964,-6.693337,-38.513428,50.684811,-10.692152,-21.839842,3.5945663,0,4.4643764,0,5.0746408,0
2522125000,-12.221559,-164.75017,29.003649,-8.8683939,-38.478703,49.507385,-10.652753,-24.301441,3.4839187,0,4.3499312,0,5.0189428,0
2563993750,-12.320629,-166.34666,29.000477,-11.036908,-38.425156,48.278679,-10.611662,-26.696808,3.2472465,0,4.1125007,0,4.7744184,0
2605862500,-12.418969,-167.91245,28.987125,-13.100636,-38.390732,46.861088,-10.581917,-29.038843,3.6483088,0,4.4507446,0,5.2334514,0
2647731250,-12.513097,-169.4541,28.977257,-15.196785,-38.326519,45.793026,-10.552267,-31.320635,3.6836874,0,4.4421763,0,5.2586989,0
2689600000,-12.610525,-170.91672,28.972248,-17.224602,-38.300739,44.692146,-10.526972,-33.542545,3.5026097,0,4.3176765,0,5.1578321,0
2731468750,-12.711481,-172.40596,28.956244,-19.232416,-38.264484,43.640202,-10.50662,-35.750893,3.2613382,0,4.0714478,0,4.8861394,0
2773337500,-12.801883,-173.85338,28.954338,-21.218727,-38.279774,42.445225,-10.489793,-37.879543,3.3008447,0,4.082603,0,4.9068213,0
2815206250,-12.896597,-175.26085,28.939356,-23.143742,-38.262531,41.593822,-10.477563,-39.984844,3.6040947,0,4.2537117,0,5.156086,0
2857075000,-12.996881,-176.677,28.932409,-25.117361,-38.217476,40.626953,-10.468254,-42.052567,3.5689065,0,4.2622643,0,5.2078738,0
2898943750,-13.090479,-178.08177,28.926168,-26.953817,-38.1833,39.559467,-10.463413,-44.07856,3.3398767,0,4.077805,0,5.0295734,0
2940812500,-13.188503,-179.42987,28.909735,-28.899057,-38.201416,38.272141,-10.46325,-46.097328,3.0963635,0,3.9538405,0,4.9126239,0
2982681250,-13.290822,179.21518,28.904902,-30.720375,-38.151726,37.371128,-10.465435,-48.046577,3.1058061,0,3.866617,0,4.7908468,0
3024550000,-13.393072,177.9257,28.887716,-32.564117,-38.099472,36.666698,-10.468882,-49.972095,2.9973125,0,3.8093047,0,4.8048177,0
3066418750,-13.49073,176.67117,28.884024,-34.386639,-38.065666,36.049404,-10.474504,-51.896008,3.3774314,0,4.0559716,0,5.119101,0
3108287500,-13.591565,175.418,28.871607,-36.157791,-38.071068,35.116745,-10.485089,-53.799625,3.3115911,0,4.0509601,0,5.1303821,0
3150156250,-13.686145,174.19432,28.861668,-37.937477,-38.028122,34.195313,-10.495407,-55.702969,3.1451383,0,3.9038463,0,4.9357576,0
3192025000,-13.79023,173.03755,28.853737,-39.692471,-37.984924,33.272961,-10.509096,-57.570805,3.1849544,0,3.9061999,0,4.9766617,0
3233893750,-13.890111,171.87656,28.841793,-41.411026,-37.962189,32.490234,-10.523376,-59.449093,3.2209427,0,3.9618368,0,5.0537772,0
3275762500,-13.98868,170.739,28.841879,-43.134056,-37.914841,31.530289,-10.542112,-61.285866,3.6822889,0,4.3184099,0,5.5550075,0
3317631250,-14.089802,169.62144,28.83197,-44.840679,-37.929726,30.978504,-10.560486,-63.11726,3.1963053,0,3.9484839,0,5.1001315,0
3359500000,-14.192487,168.52875,28.826496,-46.575977,-37.917763,30.000769,-10.583478,-64.918716,3.1839523,0,3.8942289,0,5.0132518,0
3401368750,-14.293281,167.42296,28.82049,-48.205143,-37.941376,29.239481,-10.61255,-66.705765,3.2309895,0,3.9303529,0,5.0476356,0
3443237500,-14.396075,166.38676,28.812346,-49.92926,-37.916664,28.395208,-10.639612,-68.483429,3.5227652,0,4.176157,0,5.4054494,0
3485106250,-14.505389,165.38124,28.807314,-51.579544,-37.91502,27.858973,-10.670588,-70.248039,2.950943,0,3.7395573,0,4.7996736,0
3526975000,-14.613133,164.39342,28.794323,-53.239685,-37.921467,27.089346,-10.701261,-72.0028,3.2641666,0,3.9744453,0,5.1681199,0
3568843750,-14.717384,163.42761,28.787682,-54.867687,-37.911655,26.192207,-10.733229,-73.736053,3.4701865,0,4.1216936,0,5.3544011,0
3610712500,-14.822376,162.49454,28.77284,-56.476299,-37.900269,25.432493,-10.767082,-75.48201,2.9685767,0,3.800782,0,4.9607382,0
3652581250,-14.931642,161.64388,28.766634,-58.061432,-37.85252,24.920588,-10.801439,-77.21537,3.4584579,0,4.1348262,0,5.3873334,0
3694450000,-15.04225,160.72154,28.754759,-59.612087,-37.838898,24.182564,-10.840586,-78.933884,3.1886539,0,3.9729388,0,5.1973004,0
3736318750,-15.148049,159.85855,28.748932,-61.189686,-37.877506,23.124834,-10.881405,-80.679024,3.5072174,0,4.2197652,0,5.5185747,0
3778187500,-15.262978,159.04547,28.749184,-62.741936,-37.8797,22.206007,-10.923291,-82.358582,3.2869239,0,4.0465217,0,5.3244467,0
3820056250,-15.381081,158.22557,28.737101,-64.311607,-37.849266,21.39624,-10.964529,-84.05378,3.5039411,0,4.2102995,0,5.5185347,0
3861925000,-15.502904,157.40323,28.737183,-65.888618,-37.836113,20.460039,-11.006424,-85.719826,3.4463594,0,4.1967192,0,5.5224648,0
3903793750,-15.613105,156.68423,28.721773,-67.429459,-37.813023,19.704062,-11.053544,-87.397636,3.2974858,0,4.1015258,0,5.4259987,0
3945662500,-15.740034,155.93378,28.714638,-68.984016,-37.804482,18.830523,-11.100885,-89.040916,3.3027549,0,4.1194215,0,5.420855,0
3987531250,-15.86274,155.18253,28.706129,-70.495667,-37.840286,18.112024,-11.149753,-90.689911,3.2941098,0,4.1109247,0,5.4217205,0
4029400000,-15.984615,154.51042,28.697945,-72.0439,-37.827114,17.07111,-11.197309,-92.341812,3.2640884,0,4.1238737,0,5.4594755,0
4071268750,-16.11257,153.81308,28.689846,-73.524689,-37.829052,16.36899,-11.248796,-93.972137,3.9564648,0,4.6620512,0,6.203753,0
4113137500,-16.236334,153.13306,28.685062,-75.051025,-37.838505,15.699851,-11.299959,-95.616341,3.5333295,0,4.3615832,0,5.7974744,0
4155006250,-16.361261,152.51656,28.677301,-76.562881,-37.854897,14.979913,-11.354296,-97.222618,3.3938749,0,4.2585077,0,5.6754971,0
4196875000,-16.495901,151.86768,28.667231,-78.051514,-37.845737,14.1939,-11.409757,-98.851028,3.0573063,0,4.0166292,0,5.3427734,0
4238743750,-16.630209,151.2213,28.66189,-79.54187,-37.81406,13.296478,-11.462735,-100.46002,3.2363138,0,4.1706028,0,5.5079184,0
4280612500,-16.757969,150.69229,28.65432,-81.006439,-37.825241,12.714137,-11.520846,-102.04572,3.645354,0,4.493114,0,6.023242,0
4322481250,-16.89262,150.15088,28.645285,-82.490883,-37.845245,12.060567,-11.581903,-103.65829,3.6793976,0,4.5496035,0,6.0753684,0
4364350000,-17.015068,149.54016,28.644829,-83.953789,-37.85862,11.253468,-11.642092,-105.23332,3.5688565,0,4.498733,0,6.0579886,0
4406218750,-17.141165,149.08719,28.629564,-85.416862,-37.870148,10.666085,-11.704679,-106.82116,3.4770482,0,4.4263697,0,5.9084544,0
4448087500,-17.277514,148.58405,28.625446,-86.865532,-37.841671,10.150336,-11.766229,-108.36888,3.8939936,0,4.7425208,0,6.3119011,0
4489956250,-17.406063,148.09271,28.618546,-88.273842,-37.859146,9.6025343,-11.831991,-109.93806,3.7759109,0,4.6876583,0,6.2785363,0
4531825000,-17.529247,147.67349,28.614609,-89.735962,-37.863873,8.9454412,-11.899982,-111.47977,3.6632524,0,4.6162853,0,6.1707892,0
4573693750,-17.656572,147.32466,28.605272,-91.143463,-37.946175,8.2830801,-11.969673,-113.02914,3.3209274,0,4.3828611,0,5.9044766,0
4615562500,-17.787073,146.89394,28.602449,-92.582397,-37.963348,7.4924846,-12.035241,-114.57237,3.7057333,0,4.6951294,0,6.2784338,0
4657431250,-17.908131,146.55482,28.594133,-94.006294,-37.940716,6.9812536,-12.104953,-116.09614,3.8349483,0,4.8269658,0,6.4353971,0
4699300000,-18.032705,146.24307,28.588764,-95.432426,-37.948101,6.6142135,-12.177984,-117.66553,3.7335012,0,4.7690363,0,6.3461466,0
4741168750,-18.160151,145.95169,28.583496,-96.876183,-37.9468,6.3526926,-12.252312,-119.17693,3.6718678,0,4.7554345,0,6.3250432,0
4783037500,-18.278486,145.7191,28.577971,-98.273941,-37.978939,6.0941825,-12.325502,-120.71413,3.8393495,0,4.8920631,0,6.5459681,0
4824906250,-18.397779,145.49721,28.567606,-99.728088,-37.977573,5.5414062,-12.400728,-122.26107,4.0275493,0,5.0648065,0,6.7333741,0
4866775000,-18.520267,145.27228,28.5665,-101.10541,-37.979149,5.0025859,-12.48093,-123.7561,3.7185516,0,4.87888,0,6.4951715,0
4908643750,-18.634726,145.12022,28.553402,-102.5259,-38.028072,4.1958704,-12.565868,-125.24431,4.4007988,0,5.4179826,0,7.2656345,0
4950512500,-18.748869,145.01025,28.552635,-103.9165,-38.064606,3.8502789,-12.650643,-126.74867,3.7152557,0,4.9111619,0,6.5513053,0
4992381250,-18.872799,144.90596,28.543816,-105.29144,-38.077843,3.5439701,-12.734623,-128.23654,3.6069486,0,4.8384056,0,6.4183512,0
5034250000,-18.98921,144.77007,28.543287,-106.68198,-38.111229,3.1117404,-12.81475,-129.71652,4.0248423,0,5.1845198,0,6.8272004,0
5076118750,-19.105141,144.74324,28.534712,-108.07101,-38.134136,2.7180445,-12.899808,-131.1954,3.7998548,0,5.0419683,0,6.6710677,0
5117987500,-19.214996,144.73958,28.53417,-109.45779,-38.1656,2.1496172,-12.982232,-132.6656,4.1338964,0,5.2976785,0,6.9603629,0
5159856250,-19.329294,144.71025,28.530064,-110.84762,-38.197037,1.5128108,-13.072362,-134.13536,4.1261377,0,5.353416,0,7.0453815,0
5201725000,-19.425581,144.69478,28.526686,-112.25119,-38.217251,1.0251437,-13.158072,-135.58766,4.0464797,0,5.3526239,0,7.0663376,0
5243593750,-19.534702,144.77849,28.523056,-113.63358,-38.279327,0.56065696,-13.246717,-137.05077,4.5826392,0,5.838974,0,7.7412658,0
5285462500,-19.636946,144.81387,28.516787,-114.98782,-38.278934,0.11899175,-13.340551,-138.49458,4.0314355,0,5.3954158,0,7.0962796,0
5327331250,-19.727171,144.86797,28.513144,-116.37189,-38.314751,-0.39884919,-13.431774,-139.91167,4.120831,0,5.472455,0,7.1693206,0
5369200000,-19.813471,145.03688,28.512596,-117.69691,-38.379906,-0.83231777,-13.531423,-141.34488,4.5128078,0,5.7944074,0,7.6091905,0
5411068750,-19.906588,145.1954,28.506924,-119.08639,-38.406082,-1.440182,-13.624712,-142.72517,4.2708979,0,5.6695781,0,7.4041271,0
5452937500,-19.986103,145.28755,28.507904,-120.4201,-38.454842,-1.9410576,-13.721221,-144.11729,4.3135996,0,5.7461467,0,7.5497222,0
5494806250,-20.059998,145.47675,28.505974,-121.79272,-38.488335,-2.7447169,-13.823936,-145.49835,4.4927545,0,5.9372106,0,7.8077912,0
5536675000,-20.147665,145.71927,28.506447,-123.1577,-38.524948,-3.2904892,-13.921525,-146.82185,4.5096226,0,5.9500837,0,7.7141666,0
5578543750,-20.215633,145.87747,28.501879,-124.53478,-38.571373,-3.8430469,-14.015096,-148.1752,4.7682319,0,6.2031655,0,8.1187429,0
5620412500,-20.262264,146.10272,28.498734,-125.9079,-38.568913,-4.0668759,-14.109059,-149.53444,4.6012521,0,6.1416416,0,7.9727674,0
5662281250,-20.322439,146.42262,28.497988,-127.2807,-38.617344,-4.3696446,-14.207466,-150.85771,4.3909073,0,5.9863615,0,7.765893,0
5704150000,-20.37389,146.52434,28.496119,-128.64496,-38.666618,-4.858088,-14.313736,-152.18863,4.680099,0,6.2713647,0,8.0405169,0
5746018750,-20.401005,146.83507,28.49535,-130.01775,-38.656822,-5.2727089,-14.416916,-153.4859,4.5781803,0,6.2078495,0,7.998466,0
5787887500,-20.444841,147.12036,28.493454,-131.38943,-38.685001,-5.8179479,-14.524158,-154.75673,4.6418724,0,6.2837124,0,8.0350256,0
5829756250,-20.489624,147.28082,28.494305,-132.73102,-38.712059,-6.1754513,-14.636724,-155.98686,4.7917504,0,6.4890771,0,8.2543116,0
5871625000,-20.503769,147.55978,28.497305,-134.06541,-38.724098,-6.4351907,-14.74876,-157.20535,4.8082733,0,6.5031834,0,8.3430262,0
5913493750,-20.540766,147.93118,28.504076,-135.4646,-38.739765,-6.7941523,-14.860208,-158.35269,4.8371568,0,6.5532131,0,8.3705416,0
5955362500,-20.55558,148.14655,28.506399,-136.82024,-38.74704,-7.0722356,-14.975049,-159.51115,4.6863284,0,6.5045195,0,8.1656408,0
5997231250,-20.556278,148.37029,28.507698,-138.2157,-38.768021,-7.3895774,-15.085518,-160.63918,4.8344121,0,6.6292496,0,8.3645763,0
6039100000,-20.561144,148.69537,28.509382,-139.58316,-38.798824,-7.577311,-15.203928,-161.75085,4.9388809,0,6.7618256,0,8.4072294,0
6080968750,-20.572683,148.80811,28.512125,-140.93851,-38.854622,-7.931273,-15.319294,-162.86414,4.5118918,0,6.4725194,0,7.9980679,0
6122837500,-20.551088,148.92963,28.516838,-142.35114,-38.863178,-8.2587442,-15.440016,-163.92268,4.785419,0,6.7671671,0,8.3991785,0
6164706250,-20.538626,149.19064,28.515316,-143.72357,-38.910309,-8.7139482,-15.564566,-164.93469,4.8113203,0,6.8257365,0,8.4217978,0
6206575000,-20.536526,149.3333,28.516724,-145.07552,-38.933228,-9.0193806,-15.692139,-165.89017,4.7721558,0,6.864099,0,8.3623571,0
6248443750,-20.5026,149.43407,28.523748,-146.43925,-38.964588,-9.1610413,-15.821345,-166.81702,4.8423848,0,6.9355779,0,8.4826775,0
6290312500,-20.4718,149.62416,28.526026,-147.82977,-39.010654,-9.5743761,-15.958479,-167.69185,4.9701695,0,7.0936608,0,8.5793924,0
6332181250,-20.466196,149.75496,28.533384,-149.20255,-39.052994,-9.7744703,-16.094418,-168.53009,4.9753447,0,7.1489258,0,8.5705032,0
6374050000,-20.436665,149.77013,28.541264,-150.57852,-39.066521,-10.22195,-16.238646,-169.31923,4.8963771,0,7.1313891,0,8.5000668,0
6415918750,-20.409164,149.95912,28.547722,-152.04108,-39.127949,-10.777942,-16.376804,-170.01137,5.5363288,0,7.6605725,0,9.081028,0
6457787500,-20.394947,150.09499,28.549036,-153.44362,-39.197067,-11.220016,-16.522232,-170.62976,4.7589941,0,7.1205916,0,8.3108683,0
6499656250,-20.364647,150.13538,28.554562,-154.89528,-39.238361,-11.337757,-16.6618,-171.18332,5.36625,0,7.676899,0,8.9527941,0
6541525000,-20.314711,150.24222,28.55724,-156.28354,-39.288929,-11.529369,-16.80389,-171.72752,5.1683493,0,7.5960922,0,8.7869787,0
6583393750,-20.287252,150.31818,28.562496,-157.71465,-39.32082,-11.640131,-16.945902,-172.20927,5.2958159,0,7.7074075,0,8.814661,0
6625262500,-20.257219,150.33997,28.575737,-159.15959,-39.37566,-11.977793,-17.092318,-172.61363,5.5372329,0,8.0083857,0,9.1010952,0
6667131250,-20.221357,150.37384,28.575779,-160.57765,-39.424366,-12.26382,-17.23653,-172.86835,5.3273497,0,7.8601246,0,8.8992605,0
6709000000,-20.188536,150.47488,28.579182,-162.04262,-39.471279,-12.410865,-17.374889,-173.05237,5.0687385,0,7.7391272,0,8.6670818,0
6750868750,-20.160202,150.5175,28.585608,-163.44238,-39.542793,-12.574312,-17.513811,-173.12381,5.855022,0,8.4133358,0,9.3936338,0
6792737500,-20.122112,150.5415,28.592182,-164.87514,-39.570839,-12.653284,-17.646156,-173.11412,5.5184937,0,8.2151794,0,9.0852394,0
6834606250,-20.091782,150.62926,28.605875,-166.33806,-39.622337,-12.610657,-17.772959,-173.02318,5.3818789,0,8.1230373,0,8.9484015,0
6876475000,-20.061859,150.69989,28.610653,-167.82419,-39.675579,-12.78295,-17.89019,-172.79184,5.5316286,0,8.3244324,0,9.0142784,0
6918343750,-20.022547,150.6637,28.617041,-169.30045,-39.727806,-12.804955,-17.997078,-172.53719,5.2200165,0,8.1134882,0,8.778511,0
6960212500,-19.986206,150.68886,28.6201,-170.76341,-39.761398,-13.01641,-18.095078,-172.20137,5.6251669,0,8.4961004,0,9.1855688,0
7002081250,-19.96265,150.72394,28.628187,-172.24709,-39.789497,-12.849397,-18.186226,-171.74231,5.6584787,0,8.5824194,0,9.1686354,0
7043950000,-19.933489,150.67828,28.631889,-173.72461,-39.814228,-12.974442,-18.264809,-171.17073,5.6359162,0,8.5799589,0,9.1168232,0
7085818750,-19.89315,150.66342,28.638762,-175.23587,-39.873039,-13.056852,-18.323593,-170.49454,5.9105053,0,8.8390617,0,9.3574381,0
7127687500,-19.855345,150.75865,28.646868,-176.7437,-39.886894,-12.917645,-18.375288,-169.77563,5.9269533,0,8.8641367,0,9.3536959,0
7169556250,-19.834545,150.69516,28.650879,-178.2854,-39.906075,-12.651919,-18.405088,-169.01729,5.4640279,0,8.5253506,0,8.9190845,0
7211425000,-19.792721,150.71999,28.660233,-179.82347,-39.945541,-12.71553,-18.422462,-168.14816,6.1052742,0,9.0417976,0,9.5011415,0
7253293750,-19.762533,150.85573,28.660648,178.61203,-39.98027,-12.810953,-18.414948,-167.20833,5.8790908,0,8.8864126,0,9.2907944,0
7295162500,-19.734114,150.89658,28.663387,177.04034,-40.050529,-12.970485,-18.379679,-166.20381,5.7391548,0,8.7591734,0,9.1399269,0
7337031250,-19.681894,150.81961,28.668076,175.49556,-40.096321,-12.865313,-18.327822,-165.26805,5.9053879,0,8.9002542,0,9.3127594,0
7378900000,-19.641655,150.91106,28.668659,173.87354,-40.137833,-12.596905,-18.257988,-164.35231,5.6388364,0,8.6641893,0,9.1219797,0
7420768750,-19.628546,150.8871,28.669603,172.29527,-40.155125,-12.361216,-18.176718,-163.39439,5.8567133,0,8.8106241,0,9.2229376,0
7462637500,-19.602467,150.75191,28.668056,170.71709,-40.155609,-12.48201,-18.07609,-162.44983,6.0036354,0,8.909709,0,9.3570318,0
