!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 15:10:06
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",32,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
1e+009,-6.26904,-12.7941,-7.23409,-143.235,15.0645,9.64434,22.2986,152.879,-5.09824,15.102,0,0
1e+009,-6.18921,-8.81699,-6.22066,133.289,15.6187,-73.0749,21.8394,153.636,-5.55747,15.8594,0,0
1e+009,-6.11627,-5.24337,-5.21589,142.075,16.1723,-63.5521,21.3882,154.373,-6.00861,16.5956,0,0
1e+009,-6.04417,-1.84585,-4.20883,-116.874,16.7075,38.2893,20.9163,155.163,-6.48056,17.3861,0,0
1e+009,-5.96032,1.57853,-3.19804,-57.4415,17.1911,98.6432,20.3892,156.085,-7.00767,18.3078,0,0
1e+009,-5.78213,5.55036,-2.18281,43.6079,17.5283,-158.966,19.7111,157.426,-7.68577,19.6491,0,0
1e+009,-5.43442,10.8524,-1.15774,94.0736,17.5102,-105.962,18.668,159.964,-8.72888,22.1873,0,0
1e+009,-5.13421,17.2331,-0.116124,102.907,17.0247,-93.4005,17.1409,163.693,-10.256,25.9157,0,0
1e+009,-4.43612,43.6561,1.09651,19.5474,2.5497,-175.038,1.45319,165.414,-25.9437,27.6374,0,0
1.5e+009,-9.45468,-124.935,-30.0453,104.637,-0.515739,167.039,29.5296,62.4016,0,0,0,0
1.5e+009,-9.45308,-124.927,-28.6884,71.1721,0.842185,133.572,29.5306,62.3995,0.000991837,-0.00210227,0,0
1.5e+009,-9.47161,-124.891,-27.6609,171.03,1.87073,-126.565,29.5316,62.4045,0.00206831,0.00297476,0,0
1.5e+009,-9.47198,-124.922,-26.6871,44.7355,2.84902,107.13,29.5361,62.3947,0.00654163,-0.0069161,0,0
1.5e+009,-9.47442,-124.829,-25.7299,-39.8875,3.80748,22.5368,29.5374,62.4242,0.00784568,0.0226706,0,0
1.5e+009,-9.47916,-124.787,-24.7475,152.25,4.78994,-145.323,29.5374,62.4272,0.00785446,0.0255869,0,0
1.5e+009,-9.48486,-124.728,-23.7628,-107.778,5.77823,-45.3252,29.541,62.4532,0.0114596,0.0516721,0,0
1.5e+009,-9.49245,-124.665,-22.7779,-99.9893,6.76148,-37.5316,29.5394,62.4577,0.00985499,0.0561213,0,0
1.5e+009,-9.49767,-124.589,-21.7848,-92.127,7.75592,-29.6573,29.5407,62.4698,0.0111446,0.0681845,0,0
1.5e+009,-9.50106,-124.482,-20.8003,-84.2233,8.73711,-21.7334,29.5375,62.4899,0.00789064,0.0883438,0,0
1.5e+009,-9.49785,-124.368,-19.8081,-168.539,9.72287,-106.016,29.5309,62.5224,0.00137433,0.120858,0,0
1.5e+009,-9.49668,-124.181,-18.8072,-160.604,10.7126,-98.0415,29.5198,62.5627,-0.00975313,0.161129,0,0
1.5e+009,-9.47964,-124.038,-17.8137,22.9603,11.6902,85.5601,29.5038,62.5998,-0.0257314,0.19824,0,0
1.5e+009,-9.46051,-123.869,-16.8177,-102.89,12.66,-40.26,29.4777,62.6303,-0.0518409,0.228711,0,0
1.5e+009,-9.42327,-123.709,-15.8199,-94.8199,13.6192,-32.1694,29.439,62.6505,-0.0905238,0.248916,0,0
1.5e+009,-9.3646,-123.36,-14.8242,97.7136,14.5562,160.42,29.3805,62.7059,-0.149117,0.304361,0,0
1.5e+009,-9.2659,-122.468,-13.8272,-120.224,15.4585,-57.3668,29.2857,62.8575,-0.243859,0.455928,0,0
1.5e+009,-9.09891,-120.284,-12.8348,-19.7236,16.2911,43.5276,29.126,63.2512,-0.403599,0.849645,0,0
1.5e+009,-8.81147,-115.197,-11.8509,80.8357,16.9668,144.975,28.8177,64.1389,-0.711857,1.73734,0,0
1.5e+009,-8.41719,-106.484,-10.8805,89.3813,17.4265,154.896,28.307,65.515,-1.22252,3.11342,0,0
1.5e+009,-8.02773,-96.4692,-9.91558,97.946,17.754,164.489,27.6695,66.5431,-1.86003,4.14155,0,0
1.5e+009,-7.59532,-86.1841,-8.95256,148.183,17.9662,-144.659,26.9187,67.1574,-2.61082,4.75578,0,0
1.5e+009,-7.12131,-76.2643,-7.98799,64.5067,18.0834,131.784,26.0714,67.2769,-3.45819,4.87535,0,0
1.5e+009,-6.6281,-67.0466,-7.02432,73.0119,18.1205,139.798,25.1448,66.7861,-4.38479,4.38451,0,0
1.5e+009,-6.13735,-58.6675,-6.05518,-10.7477,18.0941,54.7792,24.1493,65.5269,-5.38031,3.12528,0,0
1.5e+009,-5.65796,-51.2398,-5.0862,-2.28334,18.0172,61.2315,23.1034,63.5149,-6.42621,1.1133,0,0
1.5e+009,-5.16177,-44.7691,-4.11869,98.3134,17.8521,159.383,21.9708,61.0696,-7.55879,-1.33194,0,0
1.5e+009,-4.57047,-38.7279,-3.15174,157.305,17.3719,-144.006,20.5237,58.6891,-9.00591,-3.71245,0,0
1.5e+009,-4.02883,-33.5786,-2.18481,-102.11,16.5343,-44.3141,18.7191,57.7955,-10.8105,-4.60606,0,0
1.5e+009,-3.76806,-29.4309,-1.20776,-52.2312,15.5826,6.65225,16.7904,58.8834,-12.7392,-3.51814,0,0
1.5e+009,-3.03441,-8.9655,-0.270103,-44.5627,1.7803,15.1284,2.0504,59.6911,-27.4792,-2.71046,0,0
1.5e+009,-3.28031,-7.00746,0.742469,-128.747,-1.03953,-68.0184,-1.782,60.7282,-31.3116,-1.67335,0,0
2e+009,-10.9481,-152.091,-29.7408,-45.1158,-0.139849,-24.7466,29.6009,20.3692,0,0,0,0
2e+009,-10.9686,-152.188,-28.5573,-79.4978,1.04673,-59.1294,29.6041,20.3683,0.00312642,-0.000910154,0,0
2e+009,-10.9639,-152.152,-27.5874,19.7217,2.02049,40.1089,29.6079,20.3872,0.00697119,0.0179326,0,0
2e+009,-10.9621,-152.058,-26.5923,-107.069,3.01551,-86.6894,29.6079,20.3798,0.00690864,0.0106107,0,0
2e+009,-10.9655,-152.066,-25.6457,167.901,3.96355,-171.707,29.6092,20.3925,0.0082503,0.0232498,0,0
2e+009,-10.9733,-152.061,-24.6611,-0.487461,4.95149,19.9069,29.6126,20.3943,0.0116099,0.0250862,0,0
2e+009,-10.9762,-151.995,-23.675,98.9581,5.94006,119.356,29.6151,20.3982,0.0141098,0.0289274,0,0
2e+009,-10.9941,-151.932,-22.689,106.245,6.9258,126.659,29.6148,20.4147,0.0138641,0.0454859,0,0
2e+009,-11.0042,-151.889,-21.6967,113.526,7.91907,133.951,29.6158,20.4247,0.0148378,0.0554504,0,0
2e+009,-11.0122,-151.797,-20.7053,120.865,8.91181,141.301,29.6171,20.4363,0.0161657,0.0671146,0,0
2e+009,-11.0237,-151.701,-19.7137,35.9936,9.90239,56.4301,29.6161,20.4366,0.0151675,0.0673442,0,0
2e+009,-11.0348,-151.581,-18.7139,43.3741,10.9016,63.8194,29.6155,20.4453,0.0145706,0.0760806,0,0
2e+009,-11.0437,-151.399,-17.7176,-133.629,11.8935,-113.163,29.6112,20.4667,0.0102057,0.0974412,0,0
2e+009,-11.0527,-151.22,-16.7232,99.9892,12.879,120.462,29.6022,20.4725,0.00125218,0.103266,0,0
2e+009,-11.0493,-150.994,-15.7264,107.476,13.8638,127.954,29.5902,20.4784,-0.0107054,0.109185,0,0
2e+009,-11.044,-150.715,-14.7305,-60.6282,14.8393,-40.1622,29.5699,20.466,-0.0310955,0.0967919,0,0
2e+009,-11.0214,-150.359,-13.7314,80.8185,15.8023,101.253,29.5337,20.4348,-0.0672968,0.0656029,0,0
2e+009,-10.9677,-149.777,-12.7327,-179.335,16.7344,-158.966,29.4671,20.3686,-0.133855,-0.000667674,0,0
2e+009,-10.8312,-148.31,-11.736,-79.5487,17.585,-59.3196,29.321,20.2291,-0.279961,-0.140173,0,0
2e+009,-10.4617,-144.237,-10.7307,-71.903,18.247,-51.711,28.9777,20.1919,-0.623216,-0.177318,0,0
2e+009,-9.79432,-135.726,-9.72303,-64.1968,18.6373,-43.7931,28.3604,20.4037,-1.24058,0.0344399,0,0
2e+009,-8.99256,-124.329,-8.72697,-14.7141,18.8203,5.83314,27.5472,20.5473,-2.05372,0.17803,0,0
2e+009,-8.22592,-112.791,-7.74233,-99.1528,18.901,-79.0609,26.6433,20.0918,-2.95763,-0.27738,0,0
2e+009,-7.52756,-102.299,-6.77184,-91.2997,18.9219,-72.5692,25.6938,18.7305,-3.90718,-1.63873,0,0
2e+009,-6.78679,-92.5419,-5.80518,-175.737,18.8189,-159.281,24.6241,16.4556,-4.97683,-3.91362,0,0
2e+009,-5.88404,-83.2438,-4.8459,-167.865,18.4263,-154.657,23.2722,13.2082,-6.32878,-7.16104,0,0
2e+009,-4.91105,-75.5066,-3.87916,-67.8266,17.705,-58.4508,21.5842,9.37581,-8.0168,-10.9934,0,0
2e+009,-4.05077,-70.2334,-2.89492,-9.35434,16.6078,-2.77896,19.5027,6.57539,-10.0982,-13.7938,0,0
2e+009,-3.54159,-66.093,-1.90257,90.6598,15.3905,96.5422,17.2931,5.88244,-12.3079,-14.4868,0,0
2e+009,-3.35885,-62.9727,-0.903908,140.02,14.2998,146.832,15.2037,6.81213,-14.3973,-13.5571,0,0
2e+009,-3.36256,-60.8129,0.0962779,147.603,13.3311,156.051,13.2349,8.44797,-16.3661,-11.9213,0,0
2e+009,-3.47205,-58.8516,1.11308,62.9776,12.4259,74.0355,11.3128,11.0579,-18.2882,-9.31134,0,0
2.5e+009,-12.2026,-173.161,-29.8441,149.708,-0.376138,140.746,29.4679,-8.96223,0,0,0,0
2.5e+009,-12.1981,-173.234,-28.7358,114.636,0.738641,105.7,29.4745,-8.93589,0.00655817,0.0263456,0,0
2.5e+009,-12.1997,-173.133,-27.7715,-146.584,1.70187,-155.546,29.4733,-8.96237,0.00541869,-0.000134313,0,0
2.5e+009,-12.2004,-173.096,-26.8011,86.194,2.67548,77.2433,29.4766,-8.95066,0.00867969,0.0115703,0,0
2.5e+009,-12.2082,-173.114,-25.814,0.711184,3.66407,-8.23342,29.4781,-8.9446,0.010169,0.0176318,0,0
2.5e+009,-12.2076,-173.08,-24.8349,-168.11,4.64244,-177.043,29.4774,-8.93341,0.00945051,0.0288204,0,0
2.5e+009,-12.2167,-173.039,-23.8758,-69.1799,5.60166,-78.1011,29.4774,-8.92119,0.00949081,0.041038,0,0
2.5e+009,-12.2297,-172.974,-22.8797,-62.3874,6.59888,-71.3281,29.4786,-8.94071,0.0106736,0.0215205,0,0
2.5e+009,-12.2361,-172.88,-21.8763,-55.5241,7.60572,-64.4324,29.482,-8.90823,0.0140876,0.0539991,0,0
2.5e+009,-12.2424,-172.824,-20.8864,-48.7693,8.59571,-57.68,29.4821,-8.91072,0.0141753,0.0515173,0,0
2.5e+009,-12.2641,-172.76,-19.8882,-134.108,9.59326,-143.007,29.4815,-8.89896,0.0135627,0.0632751,0,0
2.5e+009,-12.2796,-172.619,-18.8886,-127.221,10.5946,-136.109,29.4832,-8.88821,0.0152294,0.0740206,0,0
2.5e+009,-12.2965,-172.498,-17.8875,55.2588,11.5954,46.3711,29.4829,-8.8877,0.0149957,0.0745306,0,0
2.5e+009,-12.315,-172.333,-16.8975,-71.6053,12.5828,-80.503,29.4803,-8.89774,0.0123528,0.0644888,0,0
2.5e+009,-12.3372,-172.135,-15.902,-64.725,13.5758,-73.6352,29.4778,-8.91013,0.00988753,0.0520985,0,0
2.5e+009,-12.3596,-171.883,-14.9069,126.714,14.5644,117.775,29.4713,-8.93909,0.00336698,0.0231458,0,0
2.5e+009,-12.3844,-171.535,-13.911,-92.4192,15.5459,-101.42,29.4569,-9.00071,-0.0110059,-0.0384813,0,0
2.5e+009,-12.3949,-171.019,-12.9142,6.92275,16.5166,-2.17883,29.4307,-9.10158,-0.0371816,-0.13935,0,0
2.5e+009,-12.3873,-170.133,-11.9174,106.241,17.4537,96.8916,29.3711,-9.34964,-0.0968209,-0.387412,0,0
2.5e+009,-12.2816,-168.216,-10.9175,113.245,18.2981,103.385,29.2156,-9.85966,-0.252294,-0.897429,0,0
2.5e+009,-11.9322,-164.503,-9.92726,120.267,18.9553,109.726,28.8825,-10.5408,-0.585387,-1.57853,0,0
2.5e+009,-11.1936,-157.804,-8.92962,169.087,19.3604,157.795,28.29,-11.2925,-1.17795,-2.33026,0,0
2.5e+009,-10.1046,-147.126,-7.92879,83.937,19.5018,71.9014,27.4306,-12.0355,-2.03736,-3.07329,0,0
2.5e+009,-8.93806,-134.609,-6.93007,91.1591,19.4731,78.0737,26.4032,-13.0854,-3.06477,-4.12316,0,0
2.5e+009,-7.73664,-122.49,-5.93394,6.20228,19.2729,-8.64174,25.2068,-14.844,-4.26111,-5.88179,0,0
2.5e+009,-6.46137,-111.369,-4.94073,13.4843,18.7852,-4.04081,23.726,-17.5251,-5.74196,-8.56291,0,0
2.5e+009,-5.21634,-102.233,-3.94723,112.928,17.9275,91.9078,21.8747,-21.0197,-7.59322,-12.0575,0,0
2.5e+009,-4.27315,-96.4246,-2.9588,170.73,16.8545,146.25,19.8133,-24.4792,-9.65462,-15.517,0,0
2.5e+009,-3.73515,-93.1031,-1.96603,-89.8289,15.8593,-116.726,17.8253,-26.8971,-11.6426,-17.9349,0,0
2.5e+009,-3.51871,-91.2463,-0.969964,-41.0527,15.0756,-69.1693,16.0456,-28.1166,-13.4224,-19.1544,0,0
2.5e+009,-3.48476,-90.0319,0.0287797,-34.0319,14.3862,-62.6399,14.3574,-28.6079,-15.1105,-19.6457,0,0
2.5e+009,-3.5573,-88.8095,1.0282,-119.126,13.7393,-147.421,12.7111,-28.2949,-16.7568,-19.3327,0,0
3e+009,-13.4221,169.352,-29.8575,-23.1061,-0.497691,-55.4613,29.3598,-32.3552,0,0,0,0
3e+009,-13.4137,169.397,-28.7941,-58.7865,0.575546,-91.1442,29.3697,-32.3577,0.00983433,-0.0024773,0,0
3e+009,-13.4177,169.33,-27.8007,39.486,1.56601,7.15206,29.3667,-32.3339,0.00687711,0.0212545,0,0
3e+009,-13.4252,169.403,-26.8129,-88.2484,2.55756,-120.594,29.3705,-32.3454,0.0106287,0.00981318,0,0
3e+009,-13.4251,169.496,-25.8159,-174.305,3.55061,153.363,29.3665,-32.3321,0.00670757,0.0231217,0,0
3e+009,-13.4284,169.457,-24.8279,16.4238,4.5392,-15.9116,29.3671,-32.3353,0.0072198,0.0198851,0,0
3e+009,-13.436,169.494,-23.8496,114.791,5.51946,82.4708,29.3691,-32.3203,0.00926609,0.0348808,0,0
3e+009,-13.4437,169.553,-22.8569,121.028,6.51026,88.7037,29.3672,-32.324,0.00737021,0.0312261,0,0
3e+009,-13.4529,169.637,-21.865,127.32,7.50499,95.0181,29.37,-32.3014,0.0101241,0.0537581,0,0
3e+009,-13.469,169.76,-20.8675,133.541,8.49977,101.251,29.3672,-32.2901,0.00739347,0.0650637,0,0
3e+009,-13.4799,169.844,-19.8726,47.6802,9.49585,15.401,29.3685,-32.2791,0.00865747,0.0760781,0,0
3e+009,-13.4956,169.964,-18.8749,54.0304,10.4915,21.7584,29.3664,-32.272,0.00660677,0.0831582,0,0
3e+009,-13.5156,170.153,-17.8738,-124.06,11.49,-156.337,29.3639,-32.2778,0.00402858,0.0774209,0,0
3e+009,-13.5423,170.31,-16.8809,108.539,12.4807,76.2455,29.3616,-32.2932,0.00176817,0.0619941,0,0
3e+009,-13.5652,170.564,-15.8831,114.885,13.4738,82.5785,29.3569,-32.3062,-0.00290175,0.0490127,0,0
3e+009,-13.5932,170.896,-14.89,-54.2188,14.4597,-86.5663,29.3497,-32.3475,-0.0101506,0.007731,0,0
3e+009,-13.6242,171.314,-13.8935,86.1024,15.4418,53.6756,29.3353,-32.4268,-0.0245171,-0.0716246,0,0
3e+009,-13.6502,171.92,-12.8972,-175.114,16.4127,152.316,29.3099,-32.5706,-0.0499217,-0.215395,0,0
3e+009,-13.6529,172.885,-11.9006,-76.3601,17.3586,-109.244,29.2592,-32.8838,-0.100625,-0.528553,0,0
3e+009,-13.5857,174.91,-10.9114,-69.9076,18.2263,-103.504,29.1377,-33.5966,-0.222176,-1.24136,0,0
3e+009,-13.3124,178.882,-9.93047,-63.3487,18.9335,-98.1034,28.8639,-34.7547,-0.495894,-2.39947,0,0
3e+009,-12.6065,-175.12,-8.95527,-15.0037,19.3959,-51.2368,28.3512,-36.2331,-1.00868,-3.87791,0,0
3e+009,-11.4194,-167.34,-7.99331,-100.68,19.5942,-138.317,27.5875,-37.6362,-1.77234,-5.28102,0,0
3e+009,-10.0031,-156.847,-7.04802,-93.9326,19.5581,-132.88,26.6061,-38.9473,-2.75376,-6.59209,0,0
3e+009,-8.59706,-145.166,-6.11191,-179.406,19.3472,139.984,25.4592,-40.6105,-3.90067,-8.25528,0,0
3e+009,-7.2627,-134.691,-5.16908,-172.647,18.9674,144.303,24.1365,-43.0502,-5.2233,-10.695,0,0
3e+009,-6.03313,-126.565,-4.22328,-73.7905,18.3669,-119.907,22.5902,-46.1163,-6.76967,-13.7611,0,0
3e+009,-4.94101,-120.545,-3.26709,-16.5509,17.4472,-65.677,20.7143,-49.126,-8.64551,-16.7708,0,0
3e+009,-4.09171,-115.908,-2.2974,82.4168,16.2689,30.6126,18.5664,-51.8042,-10.7935,-19.449,0,0
3e+009,-3.6071,-112.643,-1.30938,130.683,15.2451,77.0932,16.5545,-53.5896,-12.8054,-21.2344,0,0
3e+009,-3.43259,-110.404,-0.31342,137.208,14.5453,82.89,14.8587,-54.3184,-14.5011,-21.9632,0,0
3e+009,-3.45698,-108.754,0.686744,51.5771,14.0062,-3.04907,13.3195,-54.6261,-16.0404,-22.2709,0,0
3.5e+009,-14.7692,154.728,-29.6459,-113.657,-0.388804,-166.432,29.2571,-52.7745,0,0,0,0
3.5e+009,-14.765,154.743,-28.6094,-146.411,0.64791,160.814,29.2573,-52.7753,0.000162561,-0.000821577,0,0
3.5e+009,-14.7687,154.795,-27.6702,-45.6221,1.59037,-98.3686,29.2606,-52.7465,0.00346475,0.0279355,0,0
3.5e+009,-14.7709,154.619,-26.7112,-170.777,2.54957,136.465,29.2608,-52.7585,0.00364011,0.0159998,0,0
3.5e+009,-14.7882,154.804,-25.7448,105.661,3.51628,52.9013,29.2611,-52.7595,0.00399754,0.0149913,0,0
3.5e+009,-14.7888,154.85,-24.7794,-61.0514,4.47962,-113.794,29.259,-52.7424,0.00193118,0.0320827,0,0
3.5e+009,-14.7904,154.922,-23.8091,39.7956,5.45107,-12.9339,29.2601,-52.7295,0.00302243,0.044923,0,0
3.5e+009,-14.7966,154.992,-22.8277,48.5841,6.43167,-4.1364,29.2594,-52.7205,0.00226495,0.0539787,0,0
3.5e+009,-14.7984,155.039,-21.8462,57.3976,7.41284,4.70406,29.2591,-52.6935,0.00197051,0.0809065,0,0
3.5e+009,-14.8077,155.169,-20.8502,66.1849,8.40675,13.5045,29.257,-52.6804,-0.000140563,0.0940221,0,0
3.5e+009,-14.8237,155.319,-19.864,-17.1236,9.39401,-69.7904,29.258,-52.6668,0.000933865,0.10769,0,0
3.5e+009,-14.8307,155.452,-18.8731,-8.24377,10.3817,-60.8877,29.2548,-52.644,-0.00227079,0.130493,0,0
3.5e+009,-14.8514,155.613,-17.8803,176.165,11.3719,123.527,29.2522,-52.638,-0.0048978,0.136461,0,0
3.5e+009,-14.8788,155.857,-16.8885,51.1771,12.3602,-1.4668,29.2486,-52.6439,-0.00847479,0.130541,0,0
3.5e+009,-14.8976,156.141,-15.9005,60.0064,13.344,7.35934,29.2444,-52.6471,-0.0126718,0.12736,0,0
3.5e+009,-14.9255,156.482,-14.9108,-106.59,14.3248,-159.274,29.2357,-52.6841,-0.0214268,0.0903863,0,0
3.5e+009,-14.9529,156.937,-13.9193,36.1778,15.3031,-16.5776,29.2224,-52.7554,-0.0347544,0.0190495,0,0
3.5e+009,-14.9823,157.53,-12.9242,137.306,16.275,84.4059,29.1992,-52.8996,-0.0579155,-0.125143,0,0
3.5e+009,-14.9913,158.454,-11.928,-121.511,17.2268,-174.791,29.1549,-53.2809,-0.102231,-0.506425,0,0
3.5e+009,-14.9338,160.552,-10.9272,-112.604,18.1086,-166.823,29.0358,-54.2195,-0.221355,-1.44502,0,0
3.5e+009,-14.6402,164.676,-9.92687,-103.673,18.8609,-159.188,28.7878,-55.5148,-0.469344,-2.74039,0,0
3.5e+009,-13.8528,170.695,-8.94691,-52.9328,19.3813,-109.905,28.3282,-56.9726,-0.92888,-4.19818,0,0
3.5e+009,-12.4404,177.822,-7.96667,-136.372,19.6208,165.106,27.5875,-58.5215,-1.66961,-5.74702,0,0
3.5e+009,-10.6802,-172.41,-6.99165,-127.436,19.5729,172.667,26.5645,-59.8965,-2.69259,-7.12205,0,0
3.5e+009,-8.96728,-160.666,-6.01756,149.269,19.3136,87.7065,25.3312,-61.5627,-3.9259,-8.78829,0,0
3.5e+009,-7.5097,-150.412,-5.03978,157.957,18.9503,93.9347,23.9901,-64.0228,-5.26705,-11.2483,0,0
3.5e+009,-6.28308,-142.592,-4.05585,-101.088,18.4596,-168.181,22.5154,-67.0931,-6.74167,-14.3186,0,0
3.5e+009,-5.30883,-137.349,-3.07711,-41.8373,17.8209,-111.933,20.898,-70.0955,-8.35908,-17.321,0,0
3.5e+009,-4.59329,-134.219,-2.09246,59.1929,17.1025,-13.4621,19.1949,-72.6551,-10.0622,-19.8806,0,0
3.5e+009,-4.10855,-132.227,-1.10198,109.522,16.4246,34.5981,17.5266,-74.9236,-11.7305,-22.1492,0,0
3.5e+009,-3.83889,-130.863,-0.109854,118.242,15.872,41.7093,15.9818,-76.5328,-13.2753,-23.7583,0,0
3.5e+009,-3.74943,-129.533,0.87994,34.7276,15.4739,-42.5863,14.594,-77.3138,-14.6631,-24.5394,0,0
4e+009,-16.3778,143.806,-29.7326,-163.638,-0.559147,124.975,29.1734,-71.3872,0,0,0,0
4e+009,-16.391,143.987,-28.7168,163.422,0.453472,92.0629,29.1702,-71.3592,-0.00318255,0.0280385,0,0
4e+009,-16.4093,143.994,-27.7714,-95.8332,1.39976,-167.162,29.1712,-71.3293,-0.00221848,0.0579261,0,0
4e+009,-16.4064,144.039,-26.8137,139.02,2.3603,67.6685,29.174,-71.351,0.000558583,0.0361478,0,0
4e+009,-16.4116,144.057,-25.8559,55.3371,3.32121,-15.9921,29.1771,-71.3292,0.00370063,0.0580188,0,0
4e+009,-16.4158,144.083,-24.8804,-111.408,4.29384,177.281,29.1742,-71.3109,0.000798768,0.0763268,0,0
4e+009,-16.4134,144.319,-23.9135,-10.6042,5.26095,-81.8904,29.1744,-71.2863,0.000979415,0.100933,0,0
4e+009,-16.423,144.369,-22.9231,-1.78292,6.24937,-73.0532,29.1724,-71.2703,-0.000993099,0.116871,0,0
4e+009,-16.4334,144.49,-21.9411,6.97884,7.22941,-64.2679,29.1705,-71.2467,-0.0028932,0.140485,0,0
4e+009,-16.4203,144.692,-20.9523,15.7612,8.2191,-55.4573,29.1714,-71.2185,-0.00201802,0.168744,0,0
4e+009,-16.4392,144.795,-19.9639,-67.5379,9.20546,-138.726,29.1694,-71.1884,-0.00407377,0.198794,0,0
4e+009,-16.4474,145.067,-18.971,-58.6778,10.1954,-129.838,29.1664,-71.1605,-0.0070677,0.226682,0,0
4e+009,-16.4617,145.348,-17.975,125.668,11.1889,54.526,29.1639,-71.1417,-0.00948902,0.245473,0,0
4e+009,-16.4825,145.608,-16.9844,0.621181,12.176,-70.5079,29.1604,-71.1291,-0.0130659,0.258093,0,0
4e+009,-16.5103,145.941,-15.9902,9.49054,13.1627,-61.6419,29.1529,-71.1325,-0.0205682,0.254733,0,0
4e+009,-16.5279,146.349,-14.9981,-157.101,14.1452,131.725,29.1433,-71.1733,-0.0301466,0.213876,0,0
4e+009,-16.5487,146.934,-14.0051,-14.3278,15.1231,-85.6041,29.1282,-71.2763,-0.0452457,0.110893,0,0
4e+009,-16.5658,147.565,-13.0087,86.7527,16.089,15.1153,29.0977,-71.6374,-0.0757104,-0.250224,0,0
4e+009,-16.5083,149.218,-12.0101,-172.091,16.994,115.205,29.0041,-72.7042,-0.16936,-1.31699,0,0
4e+009,-16.2902,152.424,-11.0071,-163.216,17.8073,122.482,28.8144,-74.3022,-0.358977,-2.91497,0,0
