!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September 01, 2025 15:12:36
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG),"Eq=kfac(S11,S21,S12,S22)"(DB),"Eq=kfac(S11,S21,S12,S22)"(DEG),"Eq=mu1(S11,S21,S12,S22)"(DB),"Eq=mu1(S11,S21,S12,S22)"(DEG),"Eq=mu2(S11,S21,S12,S22)"(DB),"Eq=mu2(S11,S21,S12,S22)"(DEG)
1056718750,-7.9281278,-78.531387,28.154434,125.63151,-43.7029,146.03264,-6.8516512,-164.39868,6.3951559,0,4.347908,0,5.0664911,0
1098587500,-7.955214,-85.32814,28.489115,117.92109,-43.228897,140.51414,-7.5233159,-173.65295,5.7093964,0,4.6684246,0,4.865078,0
1140456250,-8.0396051,-91.347321,28.757526,110.51702,-42.644958,135.05681,-8.182374,176.91623,5.2066827,0,5.0545707,0,4.7659063,0
1182325000,-8.1642675,-96.748451,28.991768,103.58247,-42.294739,130.05841,-8.8275461,167.3485,5.0744333,0,5.5102506,0,4.7386436,0
1224193750,-8.3137722,-101.61505,29.162176,97.006668,-41.942261,125.07501,-9.4420719,157.69368,5.1422501,0,6.0143394,0,4.8132739,0
1266062500,-8.480732,-106.07172,29.315756,90.750816,-41.629852,119.93031,-10.017626,148.04247,5.176393,0,6.4584446,0,4.8561497,0
1307931250,-8.6548586,-110.17104,29.431786,84.959557,-41.403397,115.35404,-10.547539,138.39267,5.2545233,0,6.9416814,0,4.9630857,0
1349800000,-8.8321609,-113.95613,29.514679,79.351067,-41.239079,110.97888,-11.028344,128.81642,4.7041631,0,6.9634018,0,4.7561998,0
1391668750,-9.0121155,-117.49114,29.599512,74.181305,-41.013142,106.69853,-11.452725,119.33313,4.5072999,0,7.0864997,0,4.690043,0
1433537500,-9.1872492,-120.80146,29.647917,69.247002,-40.800434,103.21543,-11.819619,110.02505,4.8766313,0,7.4269123,0,4.9192381,0
1475406250,-9.3570719,-123.91412,29.704618,64.524719,-40.612,99.877647,-12.130745,100.88647,4.6337976,0,7.2816811,0,4.8521113,0
1517275000,-9.5233488,-126.85444,29.737518,60.097427,-40.53223,96.429268,-12.374387,91.986916,5.0446062,0,7.5320659,0,5.1386628,0
1559143750,-9.6824894,-129.66609,29.767796,55.775845,-40.444897,93.221649,-12.558964,83.377625,3.8130696,0,6.4341412,0,4.4537926,0
1601012500,-9.8341875,-132.35399,29.795889,51.743534,-40.343399,90.18631,-12.681033,75.072227,4.3067722,0,6.7979879,0,4.8392367,0
1642881250,-9.9810019,-134.90646,29.805897,47.786369,-40.233093,87.483139,-12.746581,67.131706,4.3692918,0,6.594389,0,4.8912864,0
1684750000,-10.118711,-137.38628,29.826937,44.032784,-40.10677,85.027527,-12.756674,59.579029,4.2708526,0,6.4846296,0,4.8905358,0
1726618750,-10.254295,-139.77596,29.825348,40.405804,-40.013351,82.383369,-12.723307,52.461037,3.9291523,0,6.0231767,0,4.7262554,0
1768487500,-10.385962,-142.06494,29.826859,36.910587,-39.993259,80.266792,-12.652397,45.748135,3.8216152,0,5.7571812,0,4.6607575,0
1810356250,-10.515162,-144.34703,29.827175,33.614677,-39.891994,77.777069,-12.549863,39.485111,3.4296262,0,5.3446956,0,4.4094939,0
1852225000,-10.637886,-146.55005,29.820314,30.35763,-39.811203,75.769814,-12.433063,33.649296,4.2685823,0,5.8679018,0,5.0432487,0
1894093750,-10.757341,-148.69972,29.818033,27.270924,-39.670326,73.903061,-12.303814,28.231508,3.9867926,0,5.541925,0,4.8613362,0
1935962500,-10.875381,-150.81897,29.804346,24.278725,-39.624664,71.52166,-12.168983,23.192648,3.8175149,0,5.3038096,0,4.7850647,0
1977831250,-10.98837,-152.88159,29.803698,21.335337,-39.538925,69.697586,-12.029283,18.468597,3.7153354,0,5.1509027,0,4.7572145,0
2019700000,-11.099938,-154.88358,29.790855,18.562365,-39.453182,67.864647,-11.900393,14.089939,3.5053322,0,4.7438889,0,4.497745,0
2061568750,-11.213644,-156.85878,29.785444,15.770489,-39.390415,66.199509,-11.771594,9.9570761,3.4308896,0,4.7527785,0,4.5986767,0
2103437500,-11.32153,-158.80968,29.778166,13.132439,-39.341831,64.693558,-11.651468,6.1121974,4.1682115,0,5.1344609,0,5.05757,0
2145306250,-11.427818,-160.71341,29.763048,10.486833,-39.31797,63.012234,-11.539045,2.4420619,3.4823782,0,4.6358705,0,4.6695576,0
2187175000,-11.538224,-162.58063,29.757006,7.9585176,-39.296497,61.595459,-11.429215,-0.99407917,3.4961603,0,4.5210085,0,4.5970612,0
2229043750,-11.644425,-164.45393,29.739655,5.4807601,-39.235363,60.21389,-11.336987,-4.2691817,3.1330776,0,4.2297583,0,4.3670721,0
2270912500,-11.750223,-166.2381,29.731665,3.0464671,-39.180351,58.809486,-11.247321,-7.4169655,3.2185485,0,4.3339171,0,4.5496969,0
2312781250,-11.855723,-168.006,29.718975,0.73186702,-39.165058,57.530773,-11.173413,-10.405765,3.1651282,0,4.1818886,0,4.4646912,0
2354650000,-11.960541,-169.77655,29.710426,-1.6034683,-39.119946,56.354336,-11.104133,-13.292181,3.2460709,0,4.2206864,0,4.5324674,0
2396518750,-12.064665,-171.47156,29.703743,-3.8391263,-39.108444,54.6717,-11.047482,-16.048222,3.4573379,0,4.3586221,0,4.7648244,0
2438387500,-12.171015,-173.15991,29.686623,-6.0848927,-39.094559,53.44775,-10.998869,-18.749231,3.2989218,0,4.1623869,0,4.587945,0
2480256250,-12.280664,-174.86829,29.687675,-8.2784929,-38.987942,51.944489,-10.951115,-21.3468,3.5286307,0,4.3333263,0,4.8251333,0
2522125000,-12.381635,-176.49301,29.668335,-10.422204,-38.949154,50.554482,-10.915243,-23.846178,3.1712868,0,3.9892302,0,4.5030866,0
2563993750,-12.49037,-178.09677,29.661217,-12.552723,-38.905689,49.219891,-10.881985,-26.275137,3.505373,0,4.2519355,0,4.8220477,0
2605862500,-12.600937,-179.67838,29.646017,-14.59189,-38.866341,48.031925,-10.849893,-28.642557,3.3279443,0,4.0913754,0,4.695435,0
2647731250,-12.705923,178.76637,29.635345,-16.661884,-38.85524,47.107475,-10.822659,-30.954096,3.6870685,0,4.3495507,0,4.9980721,0
2689600000,-12.812238,177.248,29.625151,-18.656466,-38.86409,45.923649,-10.80725,-33.205227,3.2004721,0,3.9435277,0,4.5731697,0
2731468750,-12.924771,175.71692,29.605606,-20.60598,-38.874165,44.620178,-10.792785,-35.42683,3.5049276,0,4.219574,0,4.9302177,0
2773337500,-13.030945,174.23657,29.602184,-22.559128,-38.834892,43.573509,-10.779975,-37.580566,3.3639662,0,4.0892854,0,4.8084998,0
2815206250,-13.139308,172.80551,29.587261,-24.450289,-38.817215,42.408161,-10.774567,-39.734348,2.9466801,0,3.7322865,0,4.4538121,0
2857075000,-13.253331,171.38969,29.580004,-26.368473,-38.756371,41.44796,-10.771592,-41.833065,3.1418643,0,3.9532671,0,4.7077279,0
2898943750,-13.361411,169.96722,29.572975,-28.187151,-38.723576,40.233112,-10.778536,-43.874695,3.1073642,0,3.8405085,0,4.5989838,0
2940812500,-13.46666,168.61728,29.558004,-30.095016,-38.662216,39.16119,-10.782752,-45.920753,2.7888105,0,3.565418,0,4.3071041,0
2982681250,-13.582765,167.22037,29.553986,-31.886772,-38.631775,38.317036,-10.795405,-47.914032,3.1975098,0,3.8830664,0,4.7029071,0
3024550000,-13.695885,165.88145,29.537735,-33.687046,-38.53302,37.246178,-10.803063,-49.897507,3.4574084,0,4.1259518,0,5.0215745,0
3066418750,-13.808819,164.59215,29.53163,-35.50058,-38.538738,36.233631,-10.814847,-51.828987,3.5722554,0,4.2209182,0,5.1875858,0
3108287500,-13.922887,163.2621,29.521734,-37.217556,-38.517296,35.201103,-10.834331,-53.764812,3.1340137,0,3.8476002,0,4.7335877,0
3150156250,-14.037992,161.96616,29.51236,-38.962654,-38.49712,34.317829,-10.853804,-55.665451,3.2748156,0,3.9630871,0,4.8772426,0
3192025000,-14.148987,160.70158,29.503723,-40.687786,-38.502293,33.369171,-10.878831,-57.547363,2.9595969,0,3.6961298,0,4.5704961,0
3233893750,-14.270829,159.48729,29.490919,-42.365162,-38.49884,32.797558,-10.906527,-59.432209,2.9940019,0,3.7754586,0,4.6590867,0
3275762500,-14.393405,158.23361,29.492626,-44.042763,-38.498882,31.944096,-10.936586,-61.285908,2.9391613,0,3.7077658,0,4.5809112,0
3317631250,-14.503887,157.01987,29.479845,-45.723293,-38.520638,30.692209,-10.974521,-63.101898,3.1542616,0,3.8434539,0,4.7629123,0
3359500000,-14.628064,155.84822,29.478113,-47.421799,-38.490074,29.700275,-11.010278,-64.909981,2.6601386,0,3.4779406,0,4.3382459,0
3401368750,-14.756616,154.65758,29.470068,-49.05175,-38.447891,28.785229,-11.051525,-66.717903,3.4986274,0,4.1189566,0,5.1720457,0
3443237500,-14.876886,153.54691,29.463223,-50.744156,-38.391483,28.350294,-11.084739,-68.541428,3.4575281,0,4.1648173,0,5.2169981,0
3485106250,-15.004823,152.44012,29.453772,-52.409126,-38.412338,27.723032,-11.130513,-70.327728,3.3271575,0,4.0291963,0,5.0482407,0
3526975000,-15.134115,151.30312,29.436411,-54.016182,-38.374981,26.853231,-11.177765,-72.112991,3.2421808,0,3.9805696,0,5.0095134,0
3568843750,-15.264935,150.17532,29.426439,-55.645031,-38.415169,25.993752,-11.221697,-73.854431,3.3167839,0,4.0436587,0,5.0638061,0
3610712500,-15.392664,149.13126,29.410513,-57.196049,-38.417706,25.268675,-11.272056,-75.607407,3.3631802,0,4.0740666,0,5.1319909,0
3652581250,-15.536071,148.06851,29.402334,-58.747662,-38.412243,24.604223,-11.323751,-77.35112,3.3463976,0,4.1745796,0,5.2632828,0
3694450000,-15.66431,147.02271,29.395338,-60.256393,-38.396439,23.658199,-11.377804,-79.06469,3.0926943,0,3.9166608,0,4.9634376,0
3736318750,-15.797614,146.01343,29.388876,-61.81443,-38.437408,22.621979,-11.437544,-80.789246,3.1958394,0,4.0506568,0,5.1217875,0
3778187500,-15.936898,145.02261,29.389709,-63.331299,-38.377735,21.855701,-11.500178,-82.521957,3.0631213,0,3.8366206,0,4.8400559,0
3820056250,-16.081104,143.99286,29.381056,-64.878876,-38.318306,21.027313,-11.560336,-84.191406,3.6665115,0,4.3672566,0,5.5234456,0
3861925000,-16.21645,143.0372,29.378716,-66.44886,-38.303017,20.272398,-11.621218,-85.876968,3.0734451,0,3.9641964,0,5.0070052,0
3903793750,-16.364677,142.13425,29.367458,-67.955788,-38.304035,19.530531,-11.687282,-87.571602,3.7444422,0,4.4489388,0,5.7000265,0
3945662500,-16.511435,141.16858,29.360563,-69.485672,-38.292355,18.513454,-11.751084,-89.240189,3.2873383,0,4.1742234,0,5.2624393,0
3987531250,-16.655161,140.29678,29.35346,-70.971657,-38.299129,17.5793,-11.821288,-90.922188,3.1447101,0,4.0330858,0,5.1104293,0
4029400000,-16.809713,139.48253,29.343121,-72.486053,-38.290398,17.159925,-11.885417,-92.62941,3.2474716,0,4.1597338,0,5.2540359,0
4071268750,-16.96714,138.63004,29.338667,-73.940598,-38.32523,16.423988,-11.959304,-94.288368,3.4744315,0,4.411932,0,5.6277485,0
4113137500,-17.112072,137.85136,29.331543,-75.434525,-38.324993,15.90906,-12.03208,-95.964256,3.0419469,0,4.0227852,0,5.0814729,0
4155006250,-17.262293,137.07562,29.32378,-76.938683,-38.330528,14.920555,-12.108764,-97.591278,3.0013502,0,4.0536351,0,5.1484647,0
4196875000,-17.423302,136.28592,29.314644,-78.377266,-38.30275,14.057309,-12.189477,-99.242722,3.4256315,0,4.3703866,0,5.5288358,0
4238743750,-17.580761,135.4955,29.308794,-79.870399,-38.297935,13.406449,-12.262502,-100.87347,3.5548103,0,4.5176845,0,5.7559395,0
4280612500,-17.736382,134.85637,29.297724,-81.292686,-38.257145,12.597248,-12.347551,-102.51923,3.4720433,0,4.4885726,0,5.7207437,0
4322481250,-17.903868,134.18098,29.2896,-82.758713,-38.265842,12.046922,-12.429651,-104.18298,3.7605329,0,4.7442269,0,6.0342088,0
4364350000,-18.065617,133.49878,29.285303,-84.18367,-38.280602,11.30874,-12.513716,-105.80711,3.4931688,0,4.5238409,0,5.747643,0
4406218750,-18.231844,132.97177,29.270733,-85.61203,-38.305454,10.438082,-12.596172,-107.44694,3.8440886,0,4.8504906,0,6.2046909,0
4448087500,-18.406178,132.39664,29.265512,-87.03437,-38.329296,10.143815,-12.680254,-109.083,3.4680941,0,4.5748444,0,5.7623148,0
4489956250,-18.569548,131.76593,29.260658,-88.400208,-38.354755,9.5212717,-12.768654,-110.69571,3.4584966,0,4.5710678,0,5.8072891,0
4531825000,-18.733761,131.33655,29.253542,-89.835884,-38.386299,9.0144548,-12.856762,-112.36739,3.6248503,0,4.7638154,0,6.0304394,0
4573693750,-18.919371,130.89635,29.251245,-91.190994,-38.358967,8.4827805,-12.95154,-114.00676,3.2941086,0,4.4720569,0,5.6602821,0
4615562500,-19.097813,130.42484,29.248423,-92.589127,-38.378204,7.7872663,-13.043204,-115.62628,3.5258579,0,4.7395577,0,6.022069,0
4657431250,-19.265903,130.07576,29.246611,-93.976151,-38.431854,7.2743716,-13.139665,-117.22953,3.6859348,0,4.8763318,0,6.1434455,0
4699300000,-19.44573,129.81581,29.24258,-95.379982,-38.434357,6.6800017,-13.235282,-118.85995,3.6247962,0,4.8460054,0,6.1280794,0
4741168750,-19.622065,129.46848,29.242828,-96.799217,-38.46632,5.8290215,-13.33141,-120.46563,3.858876,0,5.1039972,0,6.5093541,0
4783037500,-19.785769,129.23657,29.238255,-98.193352,-38.462326,5.3312016,-13.430297,-122.09702,4.051147,0,5.2408705,0,6.6550012,0
4824906250,-19.970997,129.05908,29.230886,-99.616844,-38.486145,4.7613711,-13.524086,-123.73251,3.6387889,0,4.9452033,0,6.2073221,0
4866775000,-20.161438,128.87352,29.22789,-100.9882,-38.497166,4.0505099,-13.629076,-125.35348,3.660176,0,5.021554,0,6.3394628,0
4908643750,-20.334007,128.739,29.216797,-102.36343,-38.522575,3.3070917,-13.732802,-126.97243,3.3568625,0,4.7824373,0,5.9971313,0
4950512500,-20.504894,128.80992,29.213177,-103.74563,-38.56057,2.6440835,-13.841448,-128.56604,4.0836391,0,5.4269361,0,6.9037433,0
4992381250,-20.705149,128.78123,29.206285,-105.07421,-38.628841,2.4447191,-13.952524,-130.12735,4.4565301,0,5.770566,0,7.3050246,0
5034250000,-20.877899,128.75317,29.204895,-106.43764,-38.669952,1.7100348,-14.059521,-131.71817,4.0574422,0,5.5034022,0,6.9660406,0
5076118750,-21.040033,128.92281,29.200504,-107.76782,-38.683296,0.8268407,-14.169355,-133.30823,4.1831422,0,5.6210513,0,7.1436529,0
5117987500,-21.230272,129.07156,29.20006,-109.13715,-38.698078,0.5194729,-14.285434,-134.8904,4.0323343,0,5.5307322,0,6.9486213,0
5159856250,-21.400749,129.17911,29.202204,-110.4827,-38.689888,-0.15047295,-14.405522,-136.46979,4.0146594,0,5.5270953,0,6.9661045,0
5201725000,-21.548948,129.46797,29.201698,-111.87338,-38.771278,-0.77366996,-14.522177,-138.03886,3.8454697,0,5.4619107,0,6.8946657,0
5243593750,-21.733727,129.84946,29.197882,-113.23612,-38.825893,-1.1501895,-14.64751,-139.59369,4.193151,0,5.8105793,0,7.2981868,0
5285462500,-21.893829,130.18764,29.195343,-114.565,-38.892921,-2.0186653,-14.775204,-141.15527,4.0273409,0,5.6979332,0,7.1554165,0
5327331250,-22.047411,130.67575,29.194847,-115.92525,-38.889702,-2.3071859,-14.90058,-142.70306,4.6672225,0,6.2304373,0,7.8458371,0
5369200000,-22.208065,131.20918,29.193846,-117.24326,-38.882652,-2.8869648,-15.032489,-144.2814,4.4623523,0,6.1212497,0,7.662611,0
5411068750,-22.359409,131.67639,29.19384,-118.57419,-38.908615,-3.4904628,-15.165069,-145.81923,4.0241432,0,5.8325453,0,7.3143015,0
5452937500,-22.50367,132.28279,29.196089,-119.88646,-38.931896,-3.6626246,-15.302945,-147.3452,4.2688556,0,6.0571342,0,7.5839586,0
5494806250,-22.642725,133.03288,29.200533,-121.23087,-38.97887,-4.2810297,-15.447369,-148.88512,4.1532283,0,6.0096669,0,7.4574666,0
5536675000,-22.785931,133.73282,29.20542,-122.5774,-39.009281,-4.8793283,-15.592858,-150.34717,4.9402633,0,6.6798706,0,8.2785072,0
5578543750,-22.903999,134.40613,29.207806,-123.93581,-39.055862,-5.1607776,-15.741211,-151.81258,4.5852227,0,6.4747171,0,8.0549068,0
5620412500,-23.003424,135.29408,29.208485,-125.28957,-39.073006,-5.4773531,-15.881788,-153.28923,4.4237704,0,6.4243202,0,7.9552517,0
5662281250,-23.126394,136.0947,29.212194,-126.63899,-39.110668,-5.9400034,-16.041824,-154.75337,4.2029672,0,6.219655,0,7.6664004,0
5704150000,-23.202976,136.80653,29.216469,-128.00421,-39.121937,-6.617301,-16.199966,-156.26511,4.5196671,0,6.5988293,0,8.1326103,0
5746018750,-23.286839,137.70656,29.219093,-129.35318,-39.14447,-7.1761222,-16.36627,-157.70456,4.5584478,0,6.6720161,0,8.2231655,0
5787887500,-23.378248,138.66663,29.217566,-130.70985,-39.181232,-7.3394713,-16.537899,-159.12805,4.644412,0,6.7575331,0,8.2607288,0
5829756250,-23.441669,139.44643,29.221272,-132.01933,-39.21603,-7.8583541,-16.715134,-160.50789,4.822094,0,7.0263844,0,8.5754595,0
5871625000,-23.478706,140.45105,29.229273,-133.34998,-39.227837,-8.2456512,-16.897778,-161.8692,4.5672116,0,6.8240695,0,8.343729,0
5913493750,-23.551725,141.54489,29.240671,-134.71439,-39.226807,-8.6850748,-17.088335,-163.18506,4.5899787,0,6.8935456,0,8.3247538,0
5955362500,-23.589361,142.52023,29.247742,-136.08038,-39.276421,-9.0572214,-17.277357,-164.4509,4.525578,0,6.8876696,0,8.2925997,0
5997231250,-23.593451,143.44525,29.252182,-137.47626,-39.336052,-9.3366814,-17.467627,-165.73845,4.6426167,0,7.0994215,0,8.5294409,0
6039100000,-23.59589,144.46866,29.257984,-138.8244,-39.400646,-9.8385687,-17.676008,-166.94789,4.9146566,0,7.3534021,0,8.7373333,0
6080968750,-23.606054,145.34288,29.264101,-140.18864,-39.444054,-10.033671,-17.887638,-168.15909,4.8611736,0,7.4088459,0,8.7611818,0
6122837500,-23.575499,146.26982,29.271805,-141.57393,-39.483715,-10.071359,-18.09428,-169.29449,4.5955448,0,7.2296886,0,8.523036,0
6164706250,-23.54158,147.19093,29.273037,-142.92941,-39.522724,-10.550777,-18.32766,-170.41229,4.8195868,0,7.4937491,0,8.7629147,0
6206575000,-23.526329,147.94038,29.280085,-144.27483,-39.536396,-10.797612,-18.565872,-171.47591,4.3799911,0,7.1891198,0,8.2524834,0
6248443750,-23.478121,148.59834,29.2908,-145.59167,-39.566082,-11.094,-18.819223,-172.46994,4.9931359,0,7.8104148,0,8.9931955,0
6290312500,-23.420155,149.47585,29.301041,-146.96591,-39.606609,-11.396411,-19.082815,-173.4581,5.3290787,0,8.1457224,0,9.350769,0
6332181250,-23.389101,150.18909,29.314981,-148.33064,-39.649738,-11.676211,-19.36627,-174.35962,5.2816744,0,8.1851187,0,9.2161636,0
6374050000,-23.327713,150.8084,29.330317,-149.70924,-39.694405,-11.900537,-19.647997,-175.13489,5.1212115,0,8.146246,0,9.102685,0
6415918750,-23.252583,151.63963,29.348286,-151.14111,-39.72633,-12.161358,-19.941694,-175.74515,5.1277556,0,8.2143373,0,9.1083612,0
6457787500,-23.186636,152.40656,29.358715,-152.56209,-39.770336,-12.188536,-20.24033,-176.29291,5.0989494,0,8.2188196,0,9.0014811,0
6499656250,-23.126307,152.8839,29.370277,-154.02554,-39.855576,-12.592326,-20.556377,-176.56213,5.1749692,0,8.4533577,0,9.0888758,0
6541525000,-23.033659,153.62701,29.377758,-155.44595,-39.918251,-13.060349,-20.897181,-176.8586,4.985878,0,8.3584023,0,8.9517574,0
6583393750,-22.972738,154.20032,29.384947,-156.8763,-40.020821,-13.198015,-21.223581,-176.99161,4.9519114,0,8.4052448,0,8.8777809,0
6625262500,-22.897089,154.59134,29.402956,-158.31148,-40.09129,-13.271613,-21.575415,-176.80148,5.1195393,0,8.6706438,0,8.981205,0
6667131250,-22.794977,154.84656,29.405867,-159.74185,-40.102661,-13.534255,-21.942844,-176.51157,5.0953526,0,8.7417669,0,8.992012,0
6709000000,-22.718657,155.37262,29.416401,-161.19243,-40.118069,-13.654907,-22.307873,-175.86356,5.2194247,0,8.9472837,0,9.0991449,0
6750868750,-22.6544,155.66039,29.4272,-162.58708,-40.140846,-13.922647,-22.677691,-175.03062,5.311595,0,9.1405029,0,9.1162777,0
6792737500,-22.558598,155.89281,29.441784,-164.02165,-40.166092,-13.981925,-23.037184,-173.84932,5.4156651,0,9.3113489,0,9.2120676,0
6834606250,-22.471264,156.24577,29.459606,-165.48228,-40.219608,-14.334992,-23.386522,-172.37407,5.7249618,0,9.7144938,0,9.5571833,0
6876475000,-22.405005,156.5808,29.477404,-166.96805,-40.279099,-14.56665,-23.696625,-170.4351,5.6116276,0,9.7860603,0,9.3306074,0
6918343750,-22.314651,156.76152,29.492401,-168.48631,-40.32579,-14.656236,-23.987961,-168.28217,5.7145963,0,9.8712807,0,9.4225492,0
6960212500,-22.212818,157.11841,29.501104,-169.98172,-40.399879,-14.777429,-24.228148,-165.94083,5.8904176,0,10.175341,0,9.5654564,0
7002081250,-22.142973,157.38057,29.512028,-171.49374,-40.43721,-14.969306,-24.431204,-163.18213,5.3721962,0,9.7792854,0,9.0171604,0
7043950000,-22.058842,157.45067,29.525158,-172.97592,-40.505486,-15.090077,-24.586271,-160.29013,5.3807096,0,9.8325367,0,8.9928856,0
7085818750,-21.962234,157.68326,29.538101,-174.51831,-40.564941,-15.268719,-24.674366,-157.21342,5.3220358,0,9.8100567,0,8.9708233,0
7127687500,-21.887953,157.90862,29.55368,-176.0356,-40.61665,-15.424626,-24.719053,-154.04199,5.3573337,0,9.8931408,0,8.9337406,0
7169556250,-21.820795,157.94464,29.56403,-177.59834,-40.637703,-15.382852,-24.710102,-150.87509,5.7325215,0,10.20761,0,9.1752281,0
7211425000,-21.711271,158.088,29.577971,-179.15648,-40.688446,-15.20125,-24.63308,-147.79266,5.8872976,0,10.253859,0,9.3515654,0
7253293750,-21.637074,158.21957,29.587643,179.25403,-40.704933,-14.750762,-24.478836,-144.56595,5.4969282,0,9.8805504,0,8.9751177,0
7295162500,-21.562721,158.38911,29.602272,177.66042,-40.781216,-14.922244,-24.279341,-141.44621,5.8425002,0,10.08989,0,9.1933746,0
7337031250,-21.457033,158.38893,29.613537,176.05551,-40.828339,-14.894259,-24.013906,-138.5547,5.4844847,0,9.6016426,0,8.8812313,0
7378900000,-21.366125,158.63881,29.620405,174.39426,-40.919369,-14.992644,-23.693321,-135.735,5.8967791,0,9.9361811,0,9.2441912,0
7420768750,-21.307829,158.59624,29.628571,172.77415,-40.953323,-14.630919,-23.335089,-133.07916,5.8838,0,9.6918736,0,9.1234713,0
7462637500,-21.210518,158.51573,29.634005,171.14481,-40.981323,-14.253335,-22.916773,-130.65564,5.8650842,0,9.560524,0,9.0898085,0
