!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September 01, 2025 15:05:32
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG),"Eq=kfac(S11,S21,S12,S22)"(DB),"Eq=kfac(S11,S21,S12,S22)"(DEG),"Eq=mu1(S11,S21,S12,S22)"(DB),"Eq=mu1(S11,S21,S12,S22)"(DEG),"Eq=mu2(S11,S21,S12,S22)"(DB),"Eq=mu2(S11,S21,S12,S22)"(DEG)
1810356250,-9.8725071,-135.76064,28.685614,35.316231,-39.07169,78.042053,-12.340194,39.981075,4.1170607,0,6.0440974,0,4.7118812,0
1852225000,-9.9805861,-137.92781,28.684013,32.015198,-39.047371,75.412003,-12.224116,34.246632,4.0219831,0,5.830277,0,4.6897874,0
1894093750,-10.086428,-140.01933,28.685339,28.909769,-38.995991,73.567848,-12.097095,28.92341,3.7837603,0,5.521266,0,4.5629992,0
1935962500,-10.191769,-142.07343,28.672447,25.876787,-39.010757,71.548126,-11.966146,23.977331,4.2683105,0,5.6464677,0,4.8556938,0
1977831250,-10.292416,-144.09714,28.678007,22.918776,-38.951466,69.841812,-11.827815,19.357347,3.768302,0,5.3327913,0,4.6448474,0
2019700000,-10.391929,-146.0544,28.664804,20.103006,-38.912529,68.007469,-11.696212,15.056836,3.9942002,0,5.3777347,0,4.8159003,0
2061568750,-10.491258,-147.98921,28.663713,17.285538,-38.853973,66.318382,-11.569209,10.999026,3.9966807,0,5.3319077,0,4.8590941,0
2103437500,-10.585033,-149.89026,28.660633,14.634413,-38.816277,64.739815,-11.450424,7.1961799,3.9877405,0,5.1873226,0,4.8340302,0
2145306250,-10.67976,-151.71736,28.646566,11.959988,-38.787224,62.929909,-11.334641,3.6019609,3.87344,0,4.9814076,0,4.7455978,0
2187175000,-10.774604,-153.52049,28.645445,9.4148989,-38.765896,61.638676,-11.228087,0.22661616,3.9339681,0,5.1266232,0,4.9661765,0
2229043750,-10.869302,-155.28763,28.631311,6.9143062,-38.698418,59.939262,-11.131255,-2.9853222,3.7045822,0,4.8199897,0,4.7533069,0
2270912500,-10.962178,-157.00542,28.627132,4.436286,-38.668152,58.44825,-11.036876,-6.064003,4.2253752,0,5.1710572,0,5.1629844,0
2312781250,-11.053996,-158.70276,28.615999,2.1170385,-38.637074,56.615822,-10.961185,-8.9962587,3.8654208,0,4.7643547,0,4.85499,0
2354650000,-11.147221,-160.38434,28.611866,-0.26017895,-38.597008,55.142757,-10.887573,-11.851135,3.8216612,0,4.7671523,0,4.934453,0
2396518750,-11.237271,-162.03448,28.60894,-2.5206766,-38.561054,54.008533,-10.820757,-14.5591,3.7971184,0,4.7110796,0,4.9182725,0
2438387500,-11.333269,-163.63167,28.592258,-4.7959852,-38.523582,52.825138,-10.764217,-17.196922,3.8972394,0,4.7327771,0,5.0072207,0
2480256250,-11.429893,-165.22397,28.598274,-7.0003567,-38.463612,51.494259,-10.710174,-19.720728,3.7896078,0,4.6306834,0,4.9702916,0
2522125000,-11.518269,-166.75729,28.582434,-9.1561432,-38.43745,50.150345,-10.661852,-22.176678,3.8347869,0,4.5651674,0,4.9445944,0
2563993750,-11.609187,-168.27197,28.577948,-11.309168,-38.412212,49.154934,-10.621289,-24.564678,3.212981,0,4.229425,0,4.6492243,0
2605862500,-11.705651,-169.77478,28.566141,-13.369471,-38.35239,47.988262,-10.586277,-26.909115,3.4302702,0,4.2724028,0,4.7577782,0
2647731250,-11.794884,-171.25087,28.560825,-15.462205,-38.276993,46.849209,-10.549823,-29.175566,3.9529161,0,4.6977139,0,5.2434702,0
2689600000,-11.890349,-172.66315,28.554466,-17.486826,-38.231026,45.575291,-10.524147,-31.383438,3.3257504,0,4.2076802,0,4.7658567,0
2731468750,-11.985471,-174.08131,28.53805,-19.463999,-38.191097,44.479923,-10.504083,-33.563042,3.5746078,0,4.2739844,0,4.8515987,0
2773337500,-12.079591,-175.46126,28.538279,-21.447227,-38.152588,43.341698,-10.48133,-35.667831,3.5946369,0,4.3374166,0,4.982378,0
2815206250,-12.172558,-176.8037,28.526718,-23.364191,-38.10392,42.127487,-10.468296,-37.763912,3.3230627,0,4.1107297,0,4.7878914,0
2857075000,-12.270181,-178.1461,28.519808,-25.315365,-38.053322,41.063435,-10.459317,-39.831753,3.6371474,0,4.3004456,0,4.9843426,0
2898943750,-12.363199,-179.48889,28.514864,-27.156769,-38.014244,39.751099,-10.455451,-41.836712,3.6999505,0,4.3842921,0,5.1341319,0
2940812500,-12.459522,179.21875,28.502836,-29.079639,-38.03511,39.112881,-10.451003,-43.821301,3.0676816,0,3.8917179,0,4.6085067,0
2982681250,-12.558237,177.94534,28.502356,-30.897738,-38.02351,38.142117,-10.453796,-45.749699,3.3537753,0,4.1066103,0,4.8872361,0
3024550000,-12.654503,176.67451,28.490067,-32.727932,-37.958626,37.338982,-10.455245,-47.671516,3.4287837,0,4.144165,0,4.9707355,0
3066418750,-12.751568,175.47818,28.488035,-34.552433,-37.955154,36.309811,-10.460388,-49.548367,3.450676,0,4.1696377,0,5.0225377,0
3108287500,-12.848764,174.29234,28.479008,-36.314308,-37.9333,35.131481,-10.469879,-51.420757,3.4500525,0,4.1538148,0,5.0572371,0
3150156250,-12.947144,173.11572,28.475208,-38.085571,-37.928913,34.314903,-10.480409,-53.279678,3.4366381,0,4.1873178,0,5.0835805,0
3192025000,-13.041574,171.94867,28.468733,-39.836174,-37.91872,33.453754,-10.494468,-55.124649,3.3135715,0,4.0582113,0,4.9656658,0
3233893750,-13.141226,170.84935,28.459547,-41.559917,-37.852287,32.569981,-10.511907,-56.960701,3.530973,0,4.2379923,0,5.1719065,0
3275762500,-13.244147,169.72717,28.461369,-43.269897,-37.820698,31.743858,-10.529301,-58.753212,3.6017573,0,4.217876,0,5.1771226,0
3317631250,-13.3385,168.62357,28.450068,-44.973145,-37.834179,30.832045,-10.550855,-60.520523,3.4651513,0,4.1571541,0,5.1495414,0
3359500000,-13.442346,167.58174,28.450508,-46.687962,-37.826015,29.996254,-10.5769,-62.277229,3.2747757,0,4.0287123,0,4.9791207,0
3401368750,-13.542917,166.50343,28.442999,-48.32872,-37.831593,29.099262,-10.60571,-64.024979,3.4689574,0,4.217679,0,5.2914686,0
3443237500,-13.644865,165.48296,28.43914,-50.058647,-37.812386,28.409389,-10.630176,-65.767982,3.5036542,0,4.21104,0,5.2557836,0
3485106250,-13.74772,164.50699,28.43305,-51.715153,-37.810371,27.727245,-10.66292,-67.483055,3.719115,0,4.328568,0,5.4110241,0
3526975000,-13.855294,163.51242,28.418259,-53.36832,-37.825623,26.954781,-10.696485,-69.181038,3.3777885,0,4.0917377,0,5.1283092,0
3568843750,-13.952663,162.506,28.414465,-55.000671,-37.823132,25.985201,-10.729233,-70.840584,3.0028951,0,3.8192456,0,4.7636609,0
3610712500,-14.058536,161.57492,28.400768,-56.600559,-37.791176,25.225523,-10.764596,-72.540642,3.5009961,0,4.2144966,0,5.3224044,0
3652581250,-14.163243,160.63835,28.396362,-58.187702,-37.782413,24.206755,-10.803092,-74.228004,3.4403634,0,4.191649,0,5.2770114,0
3694450000,-14.266863,159.68983,28.389301,-59.741112,-37.747612,23.374252,-10.846431,-75.89344,3.4785392,0,4.2386556,0,5.3735886,0
3736318750,-14.370517,158.82185,28.384386,-61.331932,-37.74007,22.859543,-10.888459,-77.544258,3.729465,0,4.4286289,0,5.6095748,0
3778187500,-14.478701,157.93893,28.385141,-62.873188,-37.713181,22.273561,-10.934404,-79.208084,3.4048045,0,4.1450953,0,5.273931,0
3820056250,-14.592113,157.07739,28.377626,-64.448021,-37.714336,21.701262,-10.981453,-80.854279,3.6469908,0,4.3658934,0,5.5599155,0
3861925000,-14.697221,156.23972,28.377466,-66.047531,-37.699371,20.957991,-11.027225,-82.462219,3.8640127,0,4.5781889,0,5.8507209,0
3903793750,-14.812342,155.52768,28.367638,-67.582474,-37.688728,20.388264,-11.078733,-84.097557,3.5153809,0,4.3397422,0,5.5608368,0
3945662500,-14.928977,154.71332,28.364363,-69.140709,-37.718021,19.404974,-11.128055,-85.686882,3.3498065,0,4.2142434,0,5.3719711,0
3987531250,-15.031933,153.94768,28.358643,-70.652206,-37.700615,18.577377,-11.1807,-87.294685,3.7510207,0,4.5185552,0,5.7934766,0
4029400000,-15.148776,153.25444,28.350008,-72.220222,-37.695686,17.87892,-11.232377,-88.900124,3.2689657,0,4.1858954,0,5.3341227,0
4071268750,-15.265302,152.5159,28.346632,-73.685745,-37.695667,17.27486,-11.285955,-90.494766,3.4048123,0,4.2435737,0,5.3703947,0
4113137500,-15.37601,151.81564,28.33956,-75.206917,-37.685738,16.550318,-11.339217,-92.090706,3.3609257,0,4.2813196,0,5.4859838,0
4155006250,-15.486663,151.19377,28.336613,-76.730003,-37.69445,15.649408,-11.397683,-93.655647,3.7654996,0,4.5628219,0,5.8398972,0
4196875000,-15.607349,150.53693,28.326693,-78.201042,-37.696098,14.905257,-11.459298,-95.239738,3.7825994,0,4.5869079,0,5.8763342,0
4238743750,-15.71955,149.86665,28.323084,-79.719589,-37.639442,14.432195,-11.515693,-96.800262,3.4969583,0,4.395853,0,5.6273279,0
4280612500,-15.836805,149.35547,28.313755,-81.185661,-37.62389,14.101063,-11.577073,-98.372421,3.6461527,0,4.5720363,0,5.9176779,0
4322481250,-15.953113,148.8158,28.306835,-82.670357,-37.627319,13.674368,-11.644109,-99.916138,3.5337512,0,4.5086069,0,5.779541,0
4364350000,-16.069269,148.25487,28.305593,-84.130814,-37.639309,13.15756,-11.707367,-101.43369,3.6309116,0,4.5788989,0,5.9111276,0
4406218750,-16.181511,147.80954,28.293203,-85.595146,-37.677917,12.504528,-11.769888,-102.98284,3.7280765,0,4.6558428,0,6.0053167,0
4448087500,-16.305613,147.34338,28.288769,-87.055351,-37.693134,11.673706,-11.836915,-104.52748,3.8545389,0,4.7891407,0,6.1724253,0
4489956250,-16.421408,146.86617,28.283327,-88.458694,-37.729904,11.198841,-11.905268,-106.04851,3.802459,0,4.7859926,0,6.2033954,0
4531825000,-16.5275,146.4474,28.279659,-89.925125,-37.745052,10.377874,-11.970875,-107.55704,3.9463065,0,4.910831,0,6.3461018,0
4573693750,-16.645218,146.11911,28.273535,-91.32827,-37.742748,9.656002,-12.044133,-109.08493,3.3735323,0,4.4563284,0,5.7114363,0
4615562500,-16.75778,145.66498,28.272392,-92.764351,-37.735119,8.9603682,-12.116052,-110.59076,3.5600309,0,4.6352491,0,5.9531765,0
4657431250,-16.862303,145.34462,28.269993,-94.186409,-37.760536,8.415309,-12.190532,-112.08366,3.6490314,0,4.7531738,0,6.0493507,0
4699300000,-16.978056,145.11269,28.265446,-95.617744,-37.797764,7.9687757,-12.263111,-113.59364,4.1676621,0,5.1426463,0,6.6278954,0
4741168750,-17.093601,144.83424,28.264538,-97.069855,-37.795547,7.2508087,-12.336553,-115.07832,4.0187507,0,5.0936184,0,6.5623856,0
4783037500,-17.196486,144.55299,28.260912,-98.478607,-37.801716,6.4792447,-12.41568,-116.55924,3.8776634,0,5.001018,0,6.4344878,0
4824906250,-17.299259,144.3745,28.253792,-99.941177,-37.82682,5.9903584,-12.493368,-118.05141,4.0873299,0,5.1718583,0,6.6247373,0
4866775000,-17.40893,144.14682,28.25095,-101.32675,-37.829365,5.3384595,-12.571054,-119.50665,4.2287722,0,5.3171663,0,6.8523097,0
4908643750,-17.510799,143.96167,28.240847,-102.75575,-37.842419,4.4696155,-12.655814,-120.94251,4.0261436,0,5.2158804,0,6.7063742,0
4950512500,-17.613258,143.86278,28.239054,-104.16293,-37.929253,4.0751367,-12.739428,-122.42271,3.6511469,0,4.9190216,0,6.2751651,0
4992381250,-17.726139,143.71262,28.230982,-105.53672,-37.980469,3.2233119,-12.828641,-123.86211,4.2307448,0,5.4330368,0,6.9613366,0
5034250000,-17.826731,143.56966,28.230238,-106.92867,-38.00481,2.5532699,-12.90718,-125.31351,4.266469,0,5.4600453,0,6.9961743,0
5076118750,-17.918165,143.56226,28.223467,-108.31175,-38.00597,2.0685856,-12.992523,-126.73922,3.8531868,0,5.191483,0,6.7149973,0
5117987500,-18.015224,143.53366,28.223606,-109.70591,-38.035309,1.5033431,-13.077625,-128.12744,4.0566506,0,5.399847,0,6.8961143,0
5159856250,-18.109858,143.46663,28.222778,-111.08689,-38.062256,0.90476692,-13.165562,-129.50752,4.4248791,0,5.672071,0,7.2171521,0
5201725000,-18.192001,143.50429,28.22052,-112.50869,-38.05423,0.25288421,-13.252806,-130.89951,4.0668859,0,5.4568801,0,7.0288386,0
5243593750,-18.289028,143.56639,28.21817,-113.89612,-38.063614,-0.30151519,-13.344475,-132.26784,4.3646979,0,5.7878098,0,7.4037209,0
5285462500,-18.384188,143.55746,28.213995,-115.25708,-38.060848,-0.76442558,-13.43753,-133.6301,4.7586489,0,5.98383,0,7.5533886,0
5327331250,-18.457205,143.64497,28.214542,-116.65866,-38.1106,-1.2635238,-13.526903,-134.94824,4.486062,0,5.9141788,0,7.5533528,0
5369200000,-18.537643,143.78165,28.212093,-118.00002,-38.121239,-1.7292554,-13.62001,-136.30135,4.1862874,0,5.6566334,0,7.1438093,0
5411068750,-18.620859,143.82834,28.2103,-119.39161,-38.134541,-2.2481024,-13.715371,-137.60596,4.4030313,0,5.8627944,0,7.3824148,0
5452937500,-18.678198,143.92462,28.213045,-120.73875,-38.174541,-2.5488536,-13.81433,-138.89131,4.6310511,0,6.0937514,0,7.7267175,0
5494806250,-18.742294,144.18504,28.212807,-122.13407,-38.199799,-2.914284,-13.912511,-140.18781,4.4487634,0,5.9898572,0,7.5549765,0
5536675000,-18.821833,144.39877,28.216076,-123.4854,-38.20668,-3.2687993,-14.010997,-141.41521,4.1794248,0,5.8220158,0,7.2824616,0
5578543750,-18.877045,144.53087,28.215471,-124.88717,-38.228649,-3.5175886,-14.115151,-142.65382,4.5589404,0,6.1591082,0,7.7707801,0
5620412500,-18.920084,144.74834,28.21417,-126.28211,-38.253452,-3.6512496,-14.209512,-143.90363,4.1727901,0,5.8918819,0,7.3685284,0
5662281250,-18.97876,145.01579,28.216822,-127.65214,-38.258003,-4.2863207,-14.312693,-145.07677,4.4886765,0,6.1462893,0,7.6234894,0
5704150000,-19.013571,145.16151,28.217388,-129.03548,-38.273701,-4.5357347,-14.415278,-146.26114,4.5441098,0,6.2713199,0,7.7873163,0
5746018750,-19.047733,145.41336,28.219095,-130.43221,-38.310234,-5.0114822,-14.525802,-147.42897,4.6167998,0,6.3401194,0,7.8725514,0
5787887500,-19.092865,145.64998,28.214195,-131.81158,-38.349503,-5.4668269,-14.635272,-148.58401,4.5434108,0,6.3352947,0,7.775775,0
5829756250,-19.13098,145.80167,28.217531,-133.16791,-38.361526,-5.7499156,-14.751612,-149.69368,4.5512652,0,6.4152684,0,7.8524704,0
5871625000,-19.144241,146.04019,28.221903,-134.52899,-38.379585,-6.2017164,-14.868377,-150.79176,4.6741247,0,6.503305,0,7.9963369,0
5913493750,-19.17668,146.31586,28.228456,-135.93388,-38.44183,-6.624063,-14.989188,-151.82263,4.4983339,0,6.4308271,0,7.813098,0
5955362500,-19.194763,146.49162,28.233702,-137.31682,-38.453789,-6.8361206,-15.113785,-152.84908,4.8146882,0,6.7229743,0,8.1208782,0
5997231250,-19.190689,146.68246,28.23457,-138.74367,-38.519669,-7.2154846,-15.230494,-153.82176,4.959023,0,6.8762956,0,8.3278208,0
6039100000,-19.206026,146.95032,28.236601,-140.12256,-38.559681,-7.7998762,-15.358686,-154.73827,4.8096294,0,6.8198571,0,8.1485367,0
6080968750,-19.219418,147.12238,28.240557,-141.50772,-38.604141,-8.165966,-15.481592,-155.65794,4.8020663,0,6.878006,0,8.1436615,0
6122837500,-19.210262,147.31563,28.244413,-142.92824,-38.641331,-8.5219212,-15.609018,-156.52243,5.0572767,0,7.0961552,0,8.4289608,0
6164706250,-19.205072,147.55267,28.24301,-144.32063,-38.690281,-8.9195852,-15.741258,-157.3736,4.9060092,0,7.0528316,0,8.2974663,0
6206575000,-19.210312,147.68974,28.246113,-145.70435,-38.724998,-9.114419,-15.872251,-158.16039,4.7975087,0,7.0504479,0,8.181942,0
6248443750,-19.193928,147.77788,28.253757,-147.06003,-38.784683,-9.5705109,-16.005867,-158.90073,5.1384206,0,7.3695354,0,8.5562124,0
6290312500,-19.181437,147.97697,28.2596,-148.47816,-38.834923,-9.7768145,-16.142935,-159.62276,4.8109784,0,7.1488729,0,8.221283,0
6332181250,-19.186426,148.14494,28.267702,-149.86188,-38.877827,-10.086216,-16.283422,-160.27037,5.1491141,0,7.4452205,0,8.4912367,0
6374050000,-19.172083,148.15141,28.275215,-151.27237,-38.891151,-10.562863,-16.42112,-160.83556,5.1256461,0,7.5276093,0,8.5504341,0
6415918750,-19.152414,148.32307,28.287661,-152.72566,-38.92897,-10.755016,-16.557447,-161.35083,5.2209721,0,7.6104217,0,8.6341162,0
6457787500,-19.145561,148.50444,28.292328,-154.17645,-38.972645,-11.023293,-16.692463,-161.74858,5.1868501,0,7.6487546,0,8.5421829,0
6499656250,-19.12846,148.55893,28.298809,-155.64746,-38.988789,-11.072777,-16.827763,-162.07254,5.2690706,0,7.8000512,0,8.5922098,0
6541525000,-19.090015,148.65685,28.300596,-157.07996,-39.031574,-11.169373,-16.957569,-162.40387,5.0708499,0,7.6655374,0,8.4638214,0
6583393750,-19.076216,148.76167,28.305031,-158.53441,-39.091084,-11.425193,-17.082378,-162.65158,5.5514154,0,8.0951872,0,8.870039,0
6625262500,-19.062351,148.74284,28.317301,-159.98323,-39.121029,-11.549076,-17.20919,-162.78888,5.2256331,0,7.907795,0,8.5417213,0
6667131250,-19.031958,148.76134,28.315956,-161.43716,-39.198982,-11.676212,-17.324581,-162.8533,5.4575915,0,8.1489887,0,8.8234825,0
6709000000,-19.017187,148.87323,28.319868,-162.92278,-39.23172,-12.023368,-17.438511,-162.853,5.1722069,0,7.9689202,0,8.5753298,0
6750868750,-19.004194,148.87386,28.326584,-164.32959,-39.269855,-12.019801,-17.547626,-162.76978,5.3574452,0,8.1679382,0,8.6418953,0
6792737500,-18.972572,148.85718,28.331945,-165.79669,-39.31773,-12.245187,-17.650137,-162.57162,5.4316249,0,8.2784042,0,8.7671604,0
6834606250,-18.9487,148.92227,28.345291,-167.27576,-39.364929,-12.346198,-17.746531,-162.28891,5.2857656,0,8.1694498,0,8.6181078,0
6876475000,-18.945612,148.92703,28.354248,-168.76639,-39.382927,-12.421803,-17.831181,-161.89261,5.4907765,0,8.4035378,0,8.689168,0
6918343750,-18.921227,148.83203,28.361322,-170.28844,-39.431564,-12.617953,-17.904232,-161.46112,5.6163359,0,8.5340786,0,8.8764162,0
6960212500,-18.892103,148.86871,28.361078,-171.81018,-39.45858,-12.70819,-17.962954,-160.98647,5.544827,0,8.5192652,0,8.8542604,0
7002081250,-18.878908,148.89326,28.367788,-173.31674,-39.521778,-12.640545,-18.008854,-160.42998,5.8904243,0,8.7983103,0,9.0486164,0
7043950000,-18.854515,148.79121,28.372026,-174.80754,-39.530544,-12.847791,-18.036217,-159.83214,5.5912018,0,8.5726757,0,8.844717,0
7085818750,-18.826351,148.86517,28.37916,-176.36014,-39.604401,-12.864391,-18.045471,-159.13303,5.6371298,0,8.6387796,0,8.9049883,0
7127687500,-18.817709,148.94371,28.38822,-177.88934,-39.649883,-12.99118,-18.044632,-158.38678,5.8712001,0,8.8243284,0,9.0205784,0
7169556250,-18.805819,148.83875,28.390663,-179.45409,-39.67873,-12.918642,-18.023382,-157.67892,5.8255377,0,8.8120031,0,8.9623699,0
7211425000,-18.776958,148.82562,28.396063,178.97386,-39.734512,-13.217959,-17.981901,-156.9335,5.4863863,0,8.5182848,0,8.7553072,0
7253293750,-18.776112,148.94257,28.395851,177.39151,-39.750393,-13.345697,-17.92211,-156.09871,5.7165442,0,8.6901722,0,8.9056377,0
7295162500,-18.774244,148.96022,28.403589,175.79803,-39.789837,-13.502419,-17.832733,-155.2581,5.8804312,0,8.7721834,0,8.9847507,0
7337031250,-18.735815,148.97154,28.406937,174.21321,-39.800678,-13.524971,-17.723236,-154.49825,6.0827127,0,8.9114218,0,9.1982431,0
7378900000,-18.719067,149.10754,28.404873,172.55644,-39.843636,-13.635349,-17.606228,-153.77003,5.5145445,0,8.3902998,0,8.7362423,0
7420768750,-18.709864,149.05867,28.405775,170.95937,-39.888538,-13.419264,-17.474886,-153.07758,6.1604424,0,8.8011198,0,9.1972923,0
7462637500,-18.684742,149.0005,28.40427,169.32748,-39.91843,-13.30756,-17.322365,-152.42194,5.9434705,0,8.6055889,0,9.0439816,0
