!CSV A.01.01
!Keysight Technologies,N5247B,MY63057157,A.17.10.07
!Date: Monday, September, 01, 2025 16:01:52
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",19,,,,,,,
"Num Power Points:",32,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
1e+009,-7.06778,-59.6698,-20.1577,-71.8551,4.44919,69.4777,24.6069,141.333,-0.357442,1.2389,0,0
1e+009,-6.97565,-56.5165,-19.1602,-114.104,5.24662,28.1968,24.4068,142.301,-0.557482,2.20723,0,0
1e+009,-6.8734,-52.007,-18.167,69.7339,5.95545,-146.653,24.1224,143.613,-0.841883,3.51937,0,0
1e+009,-6.78248,-46.4701,-17.1705,-106.389,6.58808,38.7188,23.7586,145.108,-1.20574,5.01418,0,0
1e+009,-6.70706,-40.4572,-16.1727,128.023,7.16942,-85.3728,23.3421,146.604,-1.62221,6.51013,0,0
1e+009,-6.63211,-34.317,-15.172,-131.31,7.717,16.7027,22.8889,148.013,-2.07538,7.91901,0,0
1e+009,-6.54428,-28.2291,-14.1672,-122.873,8.24714,26.4797,22.4144,149.353,-2.54997,9.25892,0,0
1e+009,-6.43304,-22.4156,-13.1597,-156.082,8.77415,-5.4992,21.9339,150.583,-3.03047,10.4893,0,0
1e+009,-6.30976,-17.0752,-12.1525,-13.6692,9.31492,138.004,21.4675,151.674,-3.49688,11.5797,0,0
1e+009,-6.17513,-12.2292,-11.1455,87.1417,9.86723,-120.194,21.0127,152.665,-3.95162,12.5709,0,0
1e+009,-6.02808,-7.85393,-10.1404,-88.6961,10.4362,64.899,20.5766,153.595,-4.38774,13.5012,0,0
1e+009,-5.87274,-3.94627,-9.13278,-172.222,11.023,-17.7092,20.1558,154.513,-4.80852,14.4188,0,0
1e+009,-5.71474,-0.467351,-8.12597,-29.6297,11.6269,125.799,19.7528,155.429,-5.2115,15.3346,0,0
1e+009,-5.55187,2.68286,-7.11987,112.998,12.2357,-90.6315,19.3556,156.37,-5.60878,16.2764,0,0
1e+009,-5.38075,5.61343,-6.1101,163.463,12.8302,-39.1455,18.9403,157.392,-6.02403,17.298,0,0
1e+009,-5.18245,8.58047,-5.10798,38.2997,13.336,-163.091,18.444,158.61,-6.52033,18.5157,0,0
1e+009,-4.91271,12.1223,-4.09994,-179.017,13.6107,-18.6723,17.7106,160.345,-7.25371,20.2512,0,0
1e+009,-4.59905,16.3389,-3.08482,148.142,13.5667,-49.1356,16.6516,162.723,-8.31278,22.629,0,0
1e+009,-4.35689,20.7785,-2.0579,115.33,13.2751,-79.2945,15.333,165.375,-9.63137,25.2815,0,0
1e+009,-3.65152,41.9019,-0.88228,124.166,1.04924,-68.7401,1.93152,167.094,-23.0328,26.9998,0,0
1e+009,-3.84962,43.9236,0.138526,-92.9409,-0.648791,75.5047,-0.787317,168.446,-25.7516,28.3517,0,0
1e+009,-4.09101,45.5259,1.15495,49.9947,-1.85839,-140.345,-3.01333,169.66,-27.9777,29.5661,0,0
1.5e+009,-9.12347,-110.869,-30.1287,69.5728,-2.91349,133.348,27.2152,63.7756,0,0,0,0
1.5e+009,-9.13187,-110.872,-28.6991,77.7799,-1.48319,141.548,27.2159,63.7677,0.000624325,-0.00790951,0,0
1.5e+009,-9.12813,-110.83,-27.7458,-6.86801,-0.529938,56.8949,27.2159,63.7629,0.000647101,-0.0127066,0,0
1.5e+009,-9.1294,-110.787,-26.7071,93.0542,0.508367,156.833,27.2155,63.7785,0.00025471,0.00295312,0,0
1.5e+009,-9.13195,-110.714,-25.7236,59.122,1.48992,122.894,27.2135,63.7717,-0.00171321,-0.00391016,0,0
1.5e+009,-9.13642,-110.623,-24.7264,66.8048,2.48196,130.591,27.2084,63.7858,-0.00687661,0.0102489,0,0
1.5e+009,-9.12868,-110.581,-23.7363,74.549,3.46606,138.324,27.2024,63.7751,-0.0128935,-0.000477138,0,0
1.5e+009,-9.13049,-110.486,-22.7471,-51.4842,4.45028,12.2842,27.1974,63.7684,-0.0178464,-0.00716615,0,0
1.5e+009,-9.12529,-110.399,-21.7534,-177.491,5.43154,-113.736,27.1849,63.7546,-0.0303145,-0.0209663,0,0
1.5e+009,-9.11682,-110.223,-20.7665,-169.611,6.39807,-105.846,27.1646,63.7649,-0.0506313,-0.010653,0,0
1.5e+009,-9.0956,-109.965,-19.7675,147.729,7.36821,-148.49,27.1357,63.7812,-0.0795869,0.00558551,0,0
1.5e+009,-9.06129,-109.503,-18.7687,105.169,8.32338,169.019,27.0921,63.8492,-0.123193,0.0736523,0,0
1.5e+009,-8.9954,-108.649,-17.7734,-71.2078,9.25302,-7.23304,27.0264,63.9748,-0.188862,0.199183,0,0
1.5e+009,-8.8948,-107.161,-16.7784,112.379,10.1503,176.614,26.9287,64.2352,-0.28651,0.4596,0,0
1.5e+009,-8.74367,-104.602,-15.7877,-13.3638,10.9982,51.3126,26.7859,64.6764,-0.429349,0.900853,0,0
1.5e+009,-8.53777,-100.612,-14.8036,87.126,11.7714,152.431,26.5751,65.3049,-0.640172,1.52937,0,0
1.5e+009,-8.29822,-95.2271,-13.8226,95.4739,12.4651,161.363,26.2877,65.8893,-0.927531,2.11376,0,0
1.5e+009,-8.05361,-88.9264,-12.8451,62.1207,13.081,128.18,25.9261,66.0593,-1.28916,2.2837,0,0
1.5e+009,-7.78304,-82.1646,-11.8725,-155.587,13.6165,-89.9074,25.489,65.6798,-1.72627,1.90426,0,0
1.5e+009,-7.41847,-74.9662,-10.9039,-54.9698,14.0281,9.95796,24.932,64.9278,-2.28326,1.15217,0,0
1.5e+009,-6.92126,-67.4471,-9.93757,129.028,14.2809,-166.991,24.2185,63.9808,-2.99675,0.205247,0,0
1.5e+009,-6.33247,-59.9563,-8.97191,45.262,14.3784,108.128,23.3503,62.8658,-3.86493,-0.909748,0,0
1.5e+009,-5.6949,-52.8511,-8.0054,-172.364,14.3368,-110.837,22.3422,61.5274,-4.87306,-2.24819,0,0
1.5e+009,-5.01904,-46.2814,-7.04227,-30.0319,14.1237,30.0171,21.166,60.0491,-6.04928,-3.72653,0,0
1.5e+009,-4.34716,-40.4713,-6.07562,20.078,13.7436,78.8363,19.8193,58.7583,-7.39599,-5.01725,0,0
1.5e+009,-3.75901,-35.6228,-5.11075,-105.437,13.2555,-47.2376,18.3663,58.1991,-8.849,-5.57652,0,0
1.5e+009,-3.30785,-31.4745,-4.14503,36.8012,12.6989,95.482,16.8439,58.6808,-10.3714,-5.09478,0,0
1.5e+009,-3.02114,-27.8038,-3.17467,3.41315,12.1142,63.4081,15.2889,59.995,-11.9264,-3.78063,0,0
1.5e+009,-2.90111,-24.6032,-2.19592,-30.0717,11.5231,31.7709,13.7191,61.8427,-13.4962,-1.93293,0,0
1.5e+009,-2.91223,-21.7863,-1.2107,-21.9515,10.8955,42.3546,12.1062,64.3061,-15.109,0.530494,0,0
1.5e+009,-2.62664,-5.54417,-0.242061,119.53,-3.53482,-176.882,-3.29276,63.5883,-30.508,-0.187332,0,0
1.5e+009,-2.88042,-4.22607,0.768864,-98.5489,-5.02469,-33.14,-5.79356,65.4089,-33.0088,1.63331,0,0
2e+009,-10.3584,-136.549,-29.7842,-80.6803,-2.42641,-59.4661,27.3578,21.2141,0,0,0,0
2e+009,-10.3531,-136.499,-28.5536,-73.3823,-1.19688,-52.1751,27.3568,21.2072,-0.000994653,-0.00692138,0,0
2e+009,-10.3636,-136.379,-27.5656,-158.506,-0.209984,-137.297,27.3556,21.2086,-0.00211721,-0.00546969,0,0
2e+009,-10.3669,-136.385,-26.6034,-59.1729,0.749514,-37.9575,27.353,21.2154,-0.00479025,0.00132445,0,0
2e+009,-10.357,-136.315,-25.5486,-93.5377,1.80366,-72.3362,27.3522,21.2015,-0.00550633,-0.0125736,0,0
2e+009,-10.3574,-136.23,-24.5962,-86.504,2.75611,-65.2964,27.3523,21.2076,-0.00546356,-0.00652951,0,0
2e+009,-10.3586,-136.155,-23.6054,-79.253,3.74223,-58.0479,27.3476,21.2052,-0.0101397,-0.00895999,0,0
2e+009,-10.3585,-136.044,-22.6131,154.214,4.73263,175.414,27.3457,21.2001,-0.0120477,-0.0139875,0,0
2e+009,-10.3585,-135.928,-21.6173,27.5796,5.72157,48.7603,27.3389,21.1807,-0.0188733,-0.0333677,0,0
2e+009,-10.3609,-135.762,-20.6199,34.9688,6.70832,56.1373,27.3282,21.1685,-0.0295589,-0.0455885,0,0
2e+009,-10.3518,-135.603,-19.6225,-8.2375,7.69142,12.9058,27.314,21.1433,-0.0437869,-0.0708393,0,0
2e+009,-10.3395,-135.282,-18.6183,-51.4035,8.67262,-30.2893,27.2909,21.1142,-0.0668806,-0.0999231,0,0
2e+009,-10.3175,-134.923,-17.623,131.645,9.63667,152.72,27.2596,21.0749,-0.0981184,-0.139203,0,0
2e+009,-10.2772,-134.339,-16.6272,-45.3919,10.5864,-24.3689,27.2136,21.023,-0.144127,-0.191121,0,0
2e+009,-10.2084,-133.355,-15.631,-171.77,11.5129,-150.812,27.144,20.9583,-0.213799,-0.255845,0,0
2e+009,-10.1043,-131.714,-14.6319,-72.017,12.4034,-51.1709,27.0353,20.846,-0.322427,-0.368085,0,0
2e+009,-9.94261,-128.967,-13.6338,-64.4138,13.2334,-43.8191,26.8672,20.5946,-0.490518,-0.619462,0,0
2e+009,-9.69227,-124.501,-12.636,-98.4906,13.9526,-78.5501,26.5886,19.9405,-0.769126,-1.27365,0,0
2e+009,-9.29311,-118.216,-11.646,43.1257,14.5065,61.8247,26.1525,18.6989,-1.20527,-2.51521,0,0
2e+009,-8.67881,-110.5,-10.6565,143.07,14.8595,160.082,25.5161,17.0121,-1.84167,-4.20205,0,0
2e+009,-7.84314,-101.782,-9.6746,-33.5973,14.9757,-18.5691,24.6503,15.0283,-2.70747,-6.18586,0,0
2e+009,-6.86235,-92.8682,-8.69897,-118.019,14.8494,-105.241,23.5484,12.778,-3.80937,-8.43616,0,0
2e+009,-5.84866,-84.7492,-7.7253,23.7176,14.5117,33.9172,22.237,10.1996,-5.12075,-11.0145,0,0
2e+009,-4.91881,-78.1887,-6.75284,165.464,14.0109,172.954,20.7637,7.49022,-6.59403,-13.7239,0,0
2e+009,-4.13646,-73.4839,-5.77284,-145.084,13.378,-139.823,19.1509,5.26045,-8.20687,-15.9537,0,0
2e+009,-3.53493,-69.9442,-4.79422,88.8107,12.6662,92.7531,17.4604,3.94239,-9.89734,-17.2717,0,0
2e+009,-3.1046,-66.573,-3.8164,-129.535,11.9308,-125.872,15.7472,3.6631,-11.6105,-17.551,0,0
2e+009,-2.83179,-63.2218,-2.83884,-163.503,11.2058,-158.956,14.0447,4.54752,-13.3131,-16.6666,0,0
2e+009,-2.71059,-60.2431,-1.85693,162.507,10.5054,168.714,12.3624,6.20759,-14.9954,-15.0065,0,0
2e+009,-2.55042,-43.0588,-0.978254,170.185,2.83442,177.734,3.81268,7.54941,-23.5451,-13.6647,0,0
2e+009,-2.60472,-36.7108,-0.0311054,-48.4312,-2.6609,-39.8636,-2.6298,8.56763,-29.9876,-12.6465,0,0
2e+009,-2.84628,-34.4975,0.964426,92.9596,-4.75103,103.377,-5.71546,10.4173,-33.0732,-10.7968,0,0
2.5e+009,-11.3334,-155.579,-29.9758,113.667,-2.69007,105.079,27.2858,-8.58796,0,0,0,0
2.5e+009,-11.3349,-155.513,-28.7913,120.346,-1.50435,111.759,27.2869,-8.58751,0.00117403,0.00045073,0,0
2.5e+009,-11.3458,-155.43,-27.7616,34.7238,-0.480906,26.1733,27.2807,-8.55049,-0.00504267,0.0374693,0,0
2.5e+009,-11.342,-155.488,-26.7916,133.646,0.490037,125.066,27.2816,-8.58034,-0.00414373,0.007614,0,0
2.5e+009,-11.3422,-155.358,-25.7661,98.7341,1.51267,90.1513,27.2787,-8.58282,-0.00702881,0.00513435,0,0
2.5e+009,-11.3383,-155.219,-24.8085,105.37,2.46546,96.7814,27.274,-8.58823,-0.0117622,-0.000267407,0,0
2.5e+009,-11.3346,-155.152,-23.8127,112.149,3.46473,103.563,27.2775,-8.58635,-0.00828701,0.00160216,0,0
2.5e+009,-11.3374,-155.09,-22.8073,-14.9134,4.46492,-23.516,27.2722,-8.60257,-0.0135512,-0.0146131,0,0
2.5e+009,-11.3353,-154.94,-21.8202,-142.054,5.44666,-150.662,27.2668,-8.60773,-0.0189143,-0.0197717,0,0
2.5e+009,-11.3379,-154.79,-20.8153,-135.162,6.44258,-143.791,27.2579,-8.62907,-0.0279065,-0.0411139,0,0
2.5e+009,-11.3323,-154.601,-19.8171,-178.852,7.43325,172.503,27.2504,-8.64454,-0.0353774,-0.0565846,0,0
2.5e+009,-11.323,-154.389,-18.8138,137.473,8.42336,128.793,27.2372,-8.67995,-0.0485678,-0.0919934,0,0
2.5e+009,-11.3097,-154.026,-17.8104,-40.0204,9.40694,-48.7531,27.2173,-8.73271,-0.068445,-0.144751,0,0
2.5e+009,-11.2938,-153.571,-16.8179,142.422,10.3722,133.602,27.1901,-8.82063,-0.0956897,-0.232674,0,0
2.5e+009,-11.2612,-153,-15.8226,15.5934,11.3279,6.63319,27.1505,-8.96021,-0.135259,-0.372257,0,0
2.5e+009,-11.2096,-152.086,-14.8266,114.754,12.2618,105.577,27.0883,-9.17751,-0.197425,-0.589552,0,0
2.5e+009,-11.119,-150.667,-13.8311,121.782,13.154,112.203,26.9851,-9.57983,-0.300708,-0.991875,0,0
2.5e+009,-10.9651,-148.329,-12.8327,87.1738,13.9793,76.8329,26.812,-10.3409,-0.47375,-1.75292,0,0
2.5e+009,-10.6517,-144.41,-11.8377,-131.815,14.6613,-143.556,26.499,-11.7404,-0.786766,-3.15249,0,0
2.5e+009,-10.0585,-138.563,-10.8368,-32.4956,15.1156,-46.4419,25.9523,-13.9463,-1.33342,-5.35834,0,0
2.5e+009,-9.11786,-131.144,-9.84598,150.189,15.291,133.667,25.137,-16.522,-2.14874,-7.934,0,0
2.5e+009,-7.96348,-122.714,-8.85184,65.1497,15.2203,46.19,24.0721,-18.9597,-3.21366,-10.3718,0,0
2.5e+009,-6.77749,-114.378,-7.85914,-153.837,14.9354,-175.173,22.7946,-21.3356,-4.49121,-12.7476,0,0
2.5e+009,-5.69862,-107.208,-6.86662,-12.7333,14.4672,-36.5708,21.3338,-23.8375,-5.952,-15.2496,0,0
2.5e+009,-4.79811,-101.686,-5.87139,36.1052,13.84,9.71091,19.7113,-26.3943,-7.57442,-17.8063,0,0
2.5e+009,-4.10593,-97.5486,-4.87573,-90.5518,13.1282,-119.3,18.004,-28.7484,-9.2818,-20.1604,0,0
2.5e+009,-3.61408,-94.1833,-3.87844,50.5303,12.4457,19.9787,16.3242,-30.5516,-10.9616,-21.9636,0,0
2.5e+009,-3.29929,-91.5421,-2.89027,15.9903,11.858,-15.6177,14.7483,-31.608,-12.5375,-23.02,0,0
2.5e+009,-3.11853,-89.3543,-1.89714,-18.5031,11.3292,-50.5813,13.2264,-32.0782,-14.0594,-23.4903,0,0
2.5e+009,-3.05735,-87.2509,-0.904237,-11.356,10.8356,-43.3299,11.7398,-31.9739,-15.5459,-23.386,0,0
2.5e+009,-3.11036,-84.8884,0.0935761,129.602,10.3746,98.3991,10.281,-31.2033,-17.0048,-22.6154,0,0
2.5e+009,-3.25766,-82.1256,1.09124,-89.4518,9.958,-119.333,8.86676,-29.8813,-18.419,-21.2934,0,0
3e+009,-12.2708,-170.265,-29.9286,-59.2154,-2.71576,-91.7373,27.2128,-32.5219,0,0,0,0
3e+009,-12.254,-170.255,-28.8011,-53.1417,-1.58425,-85.6828,27.2169,-32.5412,0.00406375,-0.0192849,0,0
3e+009,-12.2517,-170.1,-27.8173,-139.408,-0.603282,-171.896,27.214,-32.488,0.00124287,0.0338425,0,0
3e+009,-12.2664,-170.085,-26.8134,-40.9896,0.397245,-73.5176,27.2106,-32.5281,-0.00218196,-0.00619534,0,0
3e+009,-12.2612,-170.005,-25.8181,-76.4523,1.39163,-108.978,27.2097,-32.5257,-0.00309292,-0.00380997,0,0
3e+009,-12.2582,-169.954,-24.824,-70.2595,2.38192,-102.806,27.2059,-32.547,-0.0069181,-0.0250791,0,0
3e+009,-12.2478,-169.907,-23.8322,-64.0156,3.37219,-96.5655,27.2044,-32.5499,-0.00843822,-0.027993,0,0
3e+009,-12.2379,-169.775,-22.8358,168.299,4.36227,135.745,27.1981,-32.5538,-0.014704,-0.0319132,0,0
3e+009,-12.236,-169.568,-21.8381,40.6646,5.35343,8.1157,27.1916,-32.5489,-0.0212223,-0.0270119,0,0
3e+009,-12.2271,-169.45,-20.8409,46.9873,6.346,14.4019,27.1869,-32.5854,-0.0259121,-0.0635156,0,0
3e+009,-12.2219,-169.216,-19.8413,2.73308,7.33446,-29.8723,27.1758,-32.6054,-0.037039,-0.0834971,0,0
3e+009,-12.2142,-168.944,-18.8439,-41.5142,8.31748,-74.1556,27.1614,-32.6414,-0.0513741,-0.119518,0,0
3e+009,-12.1948,-168.56,-17.845,140.521,9.29643,107.812,27.1414,-32.7092,-0.0713515,-0.18735,0,0
3e+009,-12.1697,-168.114,-16.851,-37.6056,10.265,-70.4063,27.116,-32.8006,-0.0968111,-0.278758,0,0
3e+009,-12.1335,-167.462,-15.8568,-164.994,11.2212,162.061,27.0781,-32.9453,-0.134729,-0.423379,0,0
3e+009,-12.0732,-166.608,-14.8645,-66.3768,12.1535,-99.5945,27.0181,-33.2176,-0.194741,-0.695757,0,0
3e+009,-11.9784,-165.321,-13.8722,-59.9085,13.0524,-93.611,26.9246,-33.7025,-0.288199,-1.18062,0,0
3e+009,-11.8088,-163.339,-12.8825,-95.0085,13.8833,-129.664,26.7658,-34.6556,-0.446974,-2.13369,0,0
3e+009,-11.4701,-160.078,-11.8969,45.486,14.5749,9.04205,26.4718,-36.4439,-0.740959,-3.92206,0,0
3e+009,-10.8534,-155.575,-10.9224,144.207,15.0444,105.062,25.9667,-39.1444,-1.24606,-6.62253,0,0
3e+009,-9.91362,-150.481,-9.96116,-33.6092,15.2521,-75.7353,25.2133,-42.1261,-1.99952,-9.60417,0,0
3e+009,-8.77909,-144.473,-9.00938,-119.143,15.2434,-163.925,24.2527,-44.7814,-2.96005,-12.2596,0,0
3e+009,-7.61569,-137.433,-8.0645,21.294,15.0531,-25.9531,23.1176,-47.2471,-4.09514,-14.7252,0,0
3e+009,-6.54382,-130.893,-7.11568,161.855,14.7032,112.054,21.8189,-49.8013,-5.39392,-17.2795,0,0
3e+009,-5.63531,-125.74,-6.15747,-149.872,14.2359,157.704,20.3933,-52.4242,-6.81945,-19.9023,0,0
3e+009,-4.90192,-121.808,-5.18881,82.9314,13.6787,28.1627,18.8675,-54.7687,-8.3453,-22.2468,0,0
3e+009,-4.32859,-118.584,-4.21746,-136.538,13.0492,166.936,17.2667,-56.5263,-9.94612,-24.0044,0,0
3e+009,-3.88931,-115.57,-3.23982,-171.615,12.4005,130.595,15.6403,-57.7903,-11.5725,-25.2684,0,0
3e+009,-3.58095,-112.719,-2.25632,153.389,11.8249,94.6439,14.0812,-58.7454,-13.1316,-26.2235,0,0
3e+009,-3.39317,-110.099,-1.26887,159.946,11.3541,100.457,12.623,-59.4894,-14.5898,-26.9675,0,0
3e+009,-3.32131,-107.639,-0.279849,-59.6333,10.9423,-119.709,11.2222,-60.076,-15.9906,-27.5541,0,0
3e+009,-3.07761,-86.2698,0.66575,80.383,4.52813,20.132,3.86238,-60.251,-23.3504,-27.7291,0,0
3.5e+009,-13.1649,178.14,-29.6539,-149.018,-2.51457,157.531,27.1393,-53.4511,0,0,0,0
3.5e+009,-13.1836,178.241,-28.6299,-140.159,-1.49637,166.394,27.1336,-53.4463,-0.00576215,0.0047721,0,0
3.5e+009,-13.1742,178.194,-27.6557,136.229,-0.523093,82.7792,27.1326,-53.4497,-0.00673194,0.00140491,0,0
3.5e+009,-13.1731,178.251,-26.6836,-122.857,0.45094,-176.293,27.1346,-53.4352,-0.00474801,0.015895,0,0
3.5e+009,-13.1649,178.395,-25.7168,-155.754,1.41265,150.796,27.1295,-53.4502,-0.00982214,0.000854069,0,0
3.5e+009,-13.1533,178.423,-24.7332,-146.888,2.39241,159.68,27.1256,-53.4327,-0.0137402,0.0183513,0,0
3.5e+009,-13.1505,178.497,-23.7585,-138.146,3.36768,168.413,27.1262,-53.441,-0.0131147,0.0100615,0,0
3.5e+009,-13.1464,178.64,-22.7811,96.6885,4.34029,43.2348,27.1214,-53.4537,-0.0179072,-0.00259506,0,0
3.5e+009,-13.1316,178.798,-21.7914,-28.3686,5.32345,-81.8142,27.1149,-53.4457,-0.0244515,0.0054041,0,0
3.5e+009,-13.1197,178.884,-20.7914,-19.5065,6.31652,-72.966,27.1079,-53.4596,-0.0314139,-0.00851956,0,0
3.5e+009,-13.1045,179.169,-19.8038,-61.2534,7.29292,-114.737,27.0967,-53.4838,-0.0426077,-0.0326979,0,0
3.5e+009,-13.088,179.466,-18.8115,-103.031,8.26973,-156.532,27.0812,-53.5011,-0.0580989,-0.0500519,0,0
3.5e+009,-13.0591,179.79,-17.8188,81.4736,9.246,27.9233,27.0648,-53.5503,-0.0744876,-0.0992212,0,0
3.5e+009,-13.0278,-179.783,-16.8274,-94.1056,10.2131,-147.732,27.0405,-53.6266,-0.098805,-0.175582,0,0
3.5e+009,-12.9738,-179.173,-15.8397,140.906,11.163,87.1535,27.0027,-53.7525,-0.136612,-0.301413,0,0
3.5e+009,-12.9075,-178.367,-14.8497,-117.933,12.0998,-171.92,26.9495,-53.987,-0.189862,-0.535975,0,0
3.5e+009,-12.8032,-177.312,-13.8601,-109.052,13.0071,-163.489,26.8672,-54.4364,-0.27209,-0.985361,0,0
3.5e+009,-12.6279,-175.757,-12.869,-141.754,13.8538,162.867,26.7227,-55.3786,-0.416597,-1.92753,0,0
3.5e+009,-12.2646,-173.086,-11.876,1.12181,14.5601,-56.0863,26.4361,-57.2081,-0.703249,-3.75702,0,0
3.5e+009,-11.6108,-169.257,-10.8816,102.149,15.0677,42.1245,25.9493,-60.0241,-1.19001,-6.57299,0,0
3.5e+009,-10.6388,-165.142,-9.88911,-73.309,15.3413,-136.572,25.2304,-63.2632,-1.90891,-9.8121,0,0
3.5e+009,-9.43666,-160.497,-8.91845,-156.615,15.3744,137.23,24.2929,-66.1548,-2.84647,-12.7037,0,0
3.5e+009,-8.12713,-154.114,-7.94811,-14.0304,15.1962,-82.774,23.1443,-68.7436,-3.995,-15.2926,0,0
3.5e+009,-6.95809,-147.534,-6.9768,128.664,14.8803,57.3202,21.8571,-71.3442,-5.28223,-17.8931,0,0
3.5e+009,-6.03442,-142.374,-5.99732,179.091,14.4917,105.28,20.489,-73.8105,-6.65035,-20.3595,0,0
3.5e+009,-5.33939,-138.77,-5.01261,53.9353,14.0533,-21.8476,19.0659,-75.7829,-8.07342,-22.3318,0,0
3.5e+009,-4.80289,-135.976,-4.01975,-163.28,13.5718,119.436,17.5916,-77.2839,-9.54775,-23.8328,0,0
3.5e+009,-4.3862,-133.463,-3.03649,163.712,13.0961,85.2122,16.1326,-78.5003,-11.0067,-25.0492,0,0
3.5e+009,-4.06962,-130.992,-2.04904,130.883,12.6817,51.4146,14.7308,-79.4686,-12.4086,-26.0175,0,0
3.5e+009,-3.84678,-128.432,-1.06214,139.476,12.3684,59.3137,13.4305,-80.162,-13.7088,-26.7109,0,0
3.5e+009,-3.72081,-125.783,-0.0767652,-77.9849,12.1481,-158.661,12.2249,-80.6765,-14.9144,-27.2254,0,0
3.5e+009,-3.70688,-123.059,0.903355,64.4671,11.9818,-16.6964,11.0785,-81.1634,-16.0608,-27.7124,0,0
4e+009,-14.0534,169.397,-29.7399,160.242,-2.67089,87.6367,27.069,-72.6054,0,0,0,0
4e+009,-14.0527,169.406,-28.738,168.979,-1.66856,96.3595,27.0695,-72.6198,0.000438486,-0.0143455,0,0
4e+009,-14.0556,169.385,-27.7519,85.3483,-0.686077,12.7301,27.0658,-72.6182,-0.00322478,-0.0127766,0,0
4e+009,-14.0364,169.495,-26.7789,-173.769,0.287928,113.655,27.0668,-72.5763,-0.00225292,0.0291549,0,0
4e+009,-14.0286,169.581,-25.8106,153.25,1.25307,80.6579,27.0637,-72.592,-0.00532671,0.0133981,0,0
4e+009,-14.0186,169.59,-24.8346,162.08,2.22763,89.5005,27.0623,-72.5793,-0.00676798,0.0261237,0,0
4e+009,-14.0161,169.629,-23.8558,170.808,3.20425,98.2333,27.06,-72.5749,-0.00902312,0.0304993,0,0
4e+009,-13.9974,169.834,-22.8663,45.6197,4.18563,-26.9394,27.0519,-72.5591,-0.0171002,0.0462939,0,0
4e+009,-13.9901,169.964,-21.8795,-79.4668,5.16699,-152.014,27.0465,-72.5468,-0.0225617,0.0586168,0,0
4e+009,-13.97,170.052,-20.8838,-70.6406,6.15548,-143.184,27.0393,-72.5437,-0.0297502,0.0616871,0,0
4e+009,-13.9475,170.313,-19.8943,-112.406,7.13285,175.062,27.0271,-72.532,-0.0419205,0.0733892,0,0
4e+009,-13.9193,170.57,-18.9025,-154.18,8.11176,133.284,27.0143,-72.5359,-0.0547888,0.0695553,0,0
4e+009,-13.8831,170.883,-17.907,30.2298,9.08847,-42.3099,26.9955,-72.5398,-0.073581,0.0656647,0,0
4e+009,-13.8348,171.286,-16.9154,-145.356,10.0565,142.068,26.9719,-72.5756,-0.0971457,0.0298346,0,0
4e+009,-13.7649,171.775,-15.9235,89.662,11.0109,16.9866,26.9344,-72.6754,-0.134613,-0.0699377,0,0
4e+009,-13.6791,172.387,-14.9324,-169.198,11.9493,117.895,26.8817,-72.9074,-0.187306,-0.301941,0,0
4e+009,-13.5499,173.186,-13.9391,-160.309,12.85,126.217,26.7891,-73.474,-0.27991,-0.868574,0,0
4e+009,-13.2909,174.54,-12.9454,166.876,13.6548,92.1858,26.6002,-74.6897,-0.468889,-2.08431,0,0
